V1,V2,V3,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
1,-1,1,0.7677273332550891,0.7007774930102328,0,0.1,0.7677273332550891,0.19440863014951396,0.113095238095238,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,1,1,0.9257552732277009,0.931496082180462,1,0.9,0.931496082180462,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,1,1,0.745185983724771,0.6357768640612521,1,0.9,0.6357768640612521,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,1,1,0.93577832027767,0.954303710504747,1,0.9,0.954303710504747,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,-1,-1,0.173099182716793,0.345221806937604,1,0.9,0.345221806937604,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,-1,-1,0.0918052595844677,0.0346967077463895,0,0.9,0.0918052595844677,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,1,1,0.9352179362103149,0.9415725292738659,1,0.9,0.9415725292738659,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.939481289324082,0.9125440137612951,1,0.9,0.9125440137612951,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,-1,1,0.7481234045909549,0.6923492576555561,1,0.9,0.6923492576555561,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,-1,-1,0.0821077478049856,0.0492239816468758,1,0.1,0.0492239816468758,0.189086861903922,0.105476673427992,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,1,-1,0.364430045827456,0.5594406017455129,1,0.9,0.5594406017455129,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,-1,0.105667838503623,0.0526704527400941,0,0.9,0.105667838503623,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,1,-1,0.220165686529577,0.329411652164677,1,0.9,0.329411652164677,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,-1,-1,0.184761855226968,0.3095319236767489,1,0.9,0.3095319236767489,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,-1,-1,0.22350105997097802,0.309484641875651,1,0.9,0.309484641875651,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,1,-1,0.19193728125470602,0.31319115915184004,1,0.9,0.31319115915184004,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,-1,-1,0.0821821474476431,0.0904563157665304,0,0.9,0.0821821474476431,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,1,-1,0.263704649167851,0.30709786149992896,1,0.9,0.30709786149992896,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,1,-1,0.37807336215017895,0.62434107269249,1,0.9,0.62434107269249,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,1,0.6543694823722621,0.392795082414813,0,0.9,0.6543694823722621,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,-1,0.236716901009785,0.334546082943085,1,0.9,0.334546082943085,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,1,-1,0.37234701429589706,0.5756849729796889,1,0.9,0.5756849729796889,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,-1,0.10820320338086,0.082880792869319,0,0.9,0.10820320338086,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,-1,-1,0.20528247866614602,0.319576622651057,1,0.9,0.319576622651057,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,1,-1,0.256402867485986,0.32218280089373497,1,0.9,0.32218280089373497,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,1,1,0.8808157499103589,0.9443233705035972,1,0.9,0.9443233705035972,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,1,0.631395963122662,0.39596181548362,1,0.1,0.39596181548362,0.206936953675246,0.105476673427992,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,1,1,0.9630963514018279,0.9301695011778991,0,0.1,0.9630963514018279,0.0136294674426615,0.100199401794616,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,-1,0.10624697929765899,0.0411956641480387,0,0.9,0.10624697929765899,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,1,-1,0.19071906750284304,0.29384596725572104,1,0.9,0.29384596725572104,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,1,1,0.8037753612560951,0.671304304865523,1,0.9,0.671304304865523,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
-1,1,-1,0.175842368546522,0.332927126937335,1,0.9,0.332927126937335,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,-1,-1,0.241542088002216,0.317495713340162,1,0.9,0.317495713340162,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,-1,1,0.752490904766504,0.666854968348208,1,0.9,0.666854968348208,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,-1,-1,0.199165208265279,0.31966358733750605,1,0.9,0.31966358733750605,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,1,1,0.753250434088371,0.6512108598790239,1,0.9,0.6512108598790239,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,-1,1,0.7647089186910279,0.660384182738491,1,0.9,0.660384182738491,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,1,-1,0.2153077912397,0.32575099194847,1,0.9,0.32575099194847,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,-1,1,0.7649414301732249,0.650194276959592,1,0.9,0.650194276959592,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,1,1,0.8996587925851791,0.925801089193739,1,0.9,0.925801089193739,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.926857061169697,0.957622714352234,1,0.9,0.957622714352234,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,1,1,0.707038723900948,0.650887870119612,1,0.9,0.650887870119612,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,-1,-1,0.23964373448507897,0.343941576156379,1,0.9,0.343941576156379,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,-1,1,0.7664208157874591,0.682839734588764,1,0.9,0.682839734588764,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,-1,-1,0.104499968253429,0.0704511037912079,1,0.1,0.0704511037912079,0.189086861903922,0.105476673427992,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,-1,0.13294040190738102,0.0705032170683623,0,0.9,0.13294040190738102,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,1,1,0.772882171912573,0.6756466529722691,1,0.9,0.6756466529722691,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
-1,1,1,0.796133782575396,0.700089695904669,0,0.1,0.796133782575396,0.179948710986316,0.100199401794616,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
-1,-1,-1,0.0769461357443725,0.0436452874452118,0,0.9,0.0769461357443725,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,1,1,0.9017711114473599,0.9179356979603019,1,0.9,0.9179356979603019,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,-1,-1,0.21207879451660896,0.310912389668811,1,0.9,0.310912389668811,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,-1,-1,0.22238879942320605,0.332829336456014,0,0.1,0.22238879942320605,0.212629375276595,0.113095238095238,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,1,-1,0.241385341203183,0.296742163491229,1,0.9,0.296742163491229,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,1,1,0.854399999947228,0.947946877136787,1,0.9,0.947946877136787,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,1,0.612825365480437,0.38924117665307106,0,0.9,0.612825365480437,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,-1,-1,0.20508439007172197,0.317673375238031,1,0.9,0.317673375238031,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,-1,-1,0.24612349934928598,0.303837979430107,0,0.1,0.24612349934928598,0.212629375276595,0.113095238095238,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,1,1,0.9145277339064671,0.932650404102519,1,0.9,0.932650404102519,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.870576755814424,0.9344698242792528,1,0.9,0.9344698242792528,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,1,-1,0.212989458237641,0.338547736668706,1,0.9,0.338547736668706,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,-1,1,0.6678562165365761,0.418855891715604,1,0.1,0.418855891715604,0.206936953675246,0.105476673427992,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,-1,1,0.598544292427599,0.40806693820383705,0,0.9,0.598544292427599,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,1,0.7689952577192319,0.6846177715639581,1,0.9,0.6846177715639581,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
-1,1,-1,0.21408285454672601,0.32281932201650704,0,0.1,0.21408285454672601,0.19714587247625304,0.100199401794616,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,-1,1,0.614302194898105,0.40206111222385205,0,0.9,0.614302194898105,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,-1,1,0.611198725501057,0.40038687804753603,0,0.9,0.611198725501057,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,-1,0.19472978905250304,0.341144165169807,1,0.9,0.341144165169807,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,-1,-1,0.112703641954094,0.0608017700981152,0,0.9,0.112703641954094,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,1,0.609702442106438,0.41520755669496096,0,0.9,0.609702442106438,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,-1,1,0.6055082324012181,0.423271163087837,0,0.9,0.6055082324012181,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,1,-1,0.42782025915829397,0.580493266707144,1,0.9,0.580493266707144,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
1,1,1,0.9011501660338349,0.902681543598866,1,0.9,0.902681543598866,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,-1,0.0917795764347109,0.0435771572009184,0,0.9,0.0917795764347109,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,-1,0.0706331499347295,0.043636576965899995,0,0.9,0.0706331499347295,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,-1,0.0832840000117783,0.0529748814668449,0,0.9,0.0832840000117783,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,1,0.6564727219343871,0.38783005886272603,0,0.9,0.6564727219343871,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,-1,0.210237311330535,0.32462841457532104,1,0.9,0.32462841457532104,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,1,1,0.7592561181769442,0.6594319865778211,1,0.9,0.6594319865778211,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,1,1,0.914826875828457,0.9298683834942859,1,0.9,0.9298683834942859,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.9237580026139509,0.957129026322325,1,0.9,0.957129026322325,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.9214895854316801,0.9223533573092858,0,0.1,0.9214895854316801,0.0136294674426615,0.100199401794616,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,1,0.637514972251475,0.40929152784176,0,0.9,0.637514972251475,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,-1,1,0.7730735533504771,0.658323603632982,1,0.9,0.658323603632982,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,-1,-1,0.20049752605250898,0.303507410840333,1,0.9,0.303507410840333,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
-1,-1,1,0.5668699490993578,0.4103084392196721,0,0.9,0.5668699490993578,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,-1,0.24242020276527199,0.31391534435293605,1,0.9,0.31391534435293605,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,-1,1,0.7680271422943861,0.7082035585952249,1,0.9,0.7082035585952249,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,-1,-1,0.213363430976319,0.32463610810304305,1,0.9,0.32463610810304305,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,1,1,0.9037127954980071,0.917809952408326,1,0.9,0.917809952408326,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.9075023006194691,0.954922061378787,1,0.9,0.954922061378787,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,1,1,0.8041453721392869,0.686016525822393,1,0.9,0.686016525822393,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
-1,-1,-1,0.0815056823503771,0.0408070367404784,0,0.9,0.0815056823503771,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,-1,1,0.777103898216292,0.702413044797684,1,0.9,0.702413044797684,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,-1,1,0.5988148337845339,0.392536572879935,0,0.9,0.5988148337845339,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,-1,0.199257211859149,0.314853143969455,1,0.9,0.314853143969455,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
-1,-1,-1,0.0743057706282116,0.0522207614155222,0,0.9,0.0743057706282116,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,1,-1,0.22981376361941502,0.30169925993415997,1,0.9,0.30169925993415997,0.8028541275237471,0.899800598205384,0.22560383899844333,0.21991582639883472,0.3213780135922337,0.47707783738014015
1,1,-1,0.371028459756572,0.5768300560766839,1,0.9,0.5768300560766839,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,1,0.6392693557236669,0.408373141955827,0,0.9,0.6392693557236669,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,-1,-1,0.22380588720526698,0.30895365370821004,1,0.9,0.30895365370821004,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,1,1,0.9018490692067009,0.9378059536738141,1,0.9,0.9378059536738141,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.9227343405635491,0.925996793761023,1,0.9,0.925996793761023,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,-1,1,0.7927623879629392,0.662755313711236,0,0.1,0.7927623879629392,0.19440863014951396,0.113095238095238,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,1,1,0.8813036607203659,0.926760512384111,1,0.9,0.926760512384111,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,-1,0.312776340646332,0.572184105416468,1,0.9,0.572184105416468,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,-1,0.12201282577217999,0.0558693494610729,0,0.9,0.12201282577217999,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,1,-1,0.302438016030911,0.5788259047308111,1,0.9,0.5788259047308111,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,-1,0.0891570353230364,0.0662790743849253,0,0.9,0.0891570353230364,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,-1,0.0870254958740612,0.0836474061655545,0,0.9,0.0870254958740612,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
-1,-1,-1,0.11065058184648899,0.0639471893953008,0,0.9,0.11065058184648899,0.810913138096078,0.894523326572008,0.09155634099275611,0.21991582639883472,0.058598303992025924,0.47707783738014015
1,-1,1,0.774637717139653,0.666802989257807,1,0.9,0.666802989257807,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,-1,-1,0.24781667009178698,0.320987075750145,1,0.9,0.320987075750145,0.7873706247234051,0.8869047619047621,0.22988644407945752,0.21991582639883472,0.3218113654105963,0.47707783738014015
1,1,-1,0.346617298132078,0.58419777474561,1,0.9,0.58419777474561,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
-1,-1,1,0.641839777932203,0.439331206521633,0,0.9,0.641839777932203,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,-1,1,0.7334815082599809,0.692958776183867,1,0.9,0.692958776183867,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,1,1,0.90717498561235,0.9591248103444229,1,0.9,0.9591248103444229,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,1,0.954476493480683,0.9349930097265259,1,0.9,0.9349930097265259,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
1,1,-1,0.40468957776597997,0.597085552807011,1,0.9,0.597085552807011,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
1,1,1,0.9030950699156159,0.956646260354881,1,0.9,0.956646260354881,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,1,0.6976231161849971,0.43886429896183093,1,0.1,0.43886429896183093,0.206936953675246,0.105476673427992,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
-1,1,1,0.753284753177185,0.661823814802333,1,0.9,0.661823814802333,0.8200512890136841,0.899800598205384,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,-1,1,0.7144395110373559,0.6620948144551391,1,0.9,0.6620948144551391,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,-1,1,0.6492670823976721,0.42894498420416793,0,0.9,0.6492670823976721,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
1,1,-1,0.37803794329962104,0.558437447178422,1,0.9,0.558437447178422,0.9847728652626491,0.899800598205384,0.36393394208514473,0.21991582639883472,0.5845910750108041,0.47707783738014015
1,-1,1,0.754802871018201,0.6837234543323449,1,0.9,0.6837234543323449,0.805591369850486,0.8869047619047621,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
-1,1,1,0.749303143266395,0.658561572907073,0,0.1,0.749303143266395,0.179948710986316,0.100199401794616,0.7672880017478287,0.5967538688522294,0.6740522700639116,0.6712199301878858
1,-1,1,0.7838194477728949,0.712669831951868,0,0.1,0.7838194477728949,0.19440863014951396,0.113095238095238,0.7715706068288428,0.5967538688522294,0.6744856218822741,0.6712199301878858
1,1,1,0.9186946217769201,0.8967233965126379,1,0.9,0.8967233965126379,0.9863705325573391,0.899800598205384,0.9056181048345301,0.5967538688522294,0.9372653314824819,0.6712199301878858
-1,-1,1,0.6119939677750881,0.42618042878953205,0,0.9,0.6119939677750881,0.7930630463247541,0.894523326572008,0.6332405037421415,0.5967538688522294,0.41127256046370375,0.6712199301878858
