approach,dataset,nrow,depth,b_limit,time_limit,status,obj value,gap,solving time,regret train,best found train,treatment acc train,regret test,best found test,treatnent acc test,pred
IPW,data_train_enc_0.1_5,3000,4,100,3600,9,1750.858219,4.606554171,3621.424409,411,86.3,14.86666667,179,87.08513709,14.35786436,tree
IPW,data_train_enc_0.33_1,3000,1,100,3600,2,2497.805676,0,2.66604948,469,84.36666667,31.86666667,210,84.84848485,34.7041847,tree
IPW,data_train_enc_0.33_1,3000,2,100,3600,2,2552.720429,0,54.66013837,425,85.83333333,32.16666667,198,85.71428571,34.41558442,tree
IPW,data_train_enc_0.33_1,3000,3,100,3600,9,2606.988686,13.1243009,3610.662435,377,87.43333333,32.56666667,184,86.72438672,34.92063492,tree
IPW,data_train_enc_0.33_1,3000,4,100,3600,9,2633.179403,13.14253178,3625.429646,405,86.5,33.43333333,183,86.7965368,34.48773449,tree
IPW,data_train_enc_0.33_2,3000,1,100,3600,2,2527.511843,0,3.13423872,458,84.73333333,32.4,221,84.05483405,33.54978355,tree
IPW,data_train_enc_0.33_2,3000,2,100,3600,2,2575.972408,0,38.34567094,425,85.83333333,33,213,84.63203463,33.40548341,tree
IPW,data_train_enc_0.33_2,3000,3,100,3600,9,2649.77298,12.55745136,3612.111331,365,87.83333333,33.1,189,86.36363636,33.62193362,tree
IPW,data_train_enc_0.33_2,3000,4,100,3600,9,2706.318575,11.15882429,3622.663331,336,88.8,33.56666667,178,87.15728716,33.54978355,tree
IPW,data_train_enc_0.33_3,3000,1,100,3600,2,2534.284738,0,2.86548543,479,84.03333333,33.3,200,85.56998557,31.6017316,tree
IPW,data_train_enc_0.33_3,3000,2,100,3600,2,2576.088162,0,48.58785152,451,84.96666667,33.8,187,86.50793651,31.67388167,tree
IPW,data_train_enc_0.33_3,3000,3,100,3600,9,2640.422448,14.02610252,3610.385193,402,86.6,33.8,179,87.08513709,31.02453102,tree
IPW,data_train_enc_0.33_3,3000,4,100,3600,9,2704.385032,11.81799871,3620.059846,367,87.76666667,34.53333333,173,87.51803752,31.02453102,tree
IPW,data_train_enc_0.33_4,3000,1,100,3600,2,2581.465693,0,2.742431402,457,84.76666667,32.6,222,83.98268398,33.11688312,tree
IPW,data_train_enc_0.33_4,3000,2,100,3600,2,2623.966204,0,58.85666704,434,85.53333333,32.93333333,212,84.7041847,33.26118326,tree
IPW,data_train_enc_0.33_4,3000,3,100,3600,9,2693.128494,11.52587609,3610.38568,403,86.56666667,33.46666667,205,85.20923521,33.83838384,tree
IPW,data_train_enc_0.33_4,3000,4,100,3600,9,2686.97359,14.82048385,3622.088281,374,87.53333333,33.23333333,198,85.71428571,33.26118326,tree
IPW,data_train_enc_0.33_5,3000,1,100,3600,2,2478.606633,0,3.194339752,487,83.76666667,32,192,86.14718615,34.41558442,tree
IPW,data_train_enc_0.33_5,3000,2,100,3600,2,2541.12689,0,59.16855359,454,84.86666667,32.4,169,87.80663781,33.91053391,tree
IPW,data_train_enc_0.33_5,3000,3,100,3600,9,2613.387997,14.84085529,3611.241146,418,86.06666667,32.76666667,170,87.73448773,33.91053391,tree
IPW,data_train_enc_0.33_5,3000,4,100,3600,9,2668.421581,13.24789867,3621.458671,391,86.96666667,33.73333333,163,88.23953824,33.62193362,tree
IPW,data_train_enc_0.6_1,3000,1,100,3600,2,2543.22261,0,3.464524508,607,79.76666667,59.06666667,258,81.38528139,58.8023088,tree
IPW,data_train_enc_0.6_1,3000,2,100,3600,2,2943.387802,0,34.03012156,511,82.96666667,66.33333333,233,83.18903319,63.78066378,tree
IPW,data_train_enc_0.6_1,3000,3,100,3600,2,3235.582865,0,773.3472221,443,85.23333333,68.86666667,199,85.64213564,66.52236652,tree
IPW,data_train_enc_0.6_1,3000,4,100,3600,9,3230.911186,2.988708118,3621.930056,463,84.56666667,68.13333333,207,85.06493506,65.36796537,tree
IPW,data_train_enc_0.6_2,3000,1,100,3600,2,2535.187192,0,2.506333351,458,84.73333333,68.23333333,221,84.05483405,66.73881674,tree
IPW,data_train_enc_0.6_2,3000,2,100,3600,2,2863.333526,0,40.3341248,490,83.66666667,65.8,254,81.67388167,64.93506494,tree
IPW,data_train_enc_0.6_2,3000,3,100,3600,2,3097.89566,0,1796.359686,429,85.7,68.16666667,213,84.63203463,68.03751804,tree
IPW,data_train_enc_0.6_2,3000,4,100,3600,9,3118.47608,2.264778392,3621.930875,424,85.86666667,68.2,213,84.63203463,67.89321789,tree
IPW,data_train_enc_0.6_3,3000,1,100,3600,2,2540.842182,0,3.675323009,596,80.13333333,60.06666667,269,80.59163059,56.63780664,tree
IPW,data_train_enc_0.6_3,3000,2,100,3600,2,2873.411441,0.009503298,20.10751724,532,82.26666667,66.1,212,84.7041847,64.28571429,tree
IPW,data_train_enc_0.6_3,3000,3,100,3600,2,3119.137469,0,536.1312699,466,84.46666667,69.16666667,179,87.08513709,65.94516595,tree
IPW,data_train_enc_0.6_3,3000,4,100,3600,9,3162.212607,1.680542229,3622.385597,459,84.7,69.13333333,170,87.73448773,65.44011544,tree
IPW,data_train_enc_0.6_4,3000,1,100,3600,2,2538.300888,0,3.13305831,457,84.76666667,67.43333333,222,83.98268398,68.47041847,tree
IPW,data_train_enc_0.6_4,3000,2,100,3600,2,2857.5715,0,43.70339561,524,82.53333333,68.06666667,245,82.32323232,67.24386724,tree
IPW,data_train_enc_0.6_4,3000,3,100,3600,2,3097.481818,0,518.608634,440,85.33333333,67.63333333,202,85.42568543,69.19191919,tree
IPW,data_train_enc_0.6_4,3000,4,100,3600,9,3144.908954,1.678521809,3620.034384,432,85.6,67.36666667,205,85.20923521,68.25396825,tree
IPW,data_train_enc_0.6_5,3000,1,100,3600,2,2517.07998,0,2.792925835,487,83.76666667,67.83333333,192,86.14718615,67.6046176,tree
IPW,data_train_enc_0.6_5,3000,2,100,3600,2,2898.077488,0,16.45577908,514,82.86666667,65.76666667,230,83.40548341,65.00721501,tree
IPW,data_train_enc_0.6_5,3000,3,100,3600,2,3155.040213,0,1255.1363,453,84.9,67.8,189,86.36363636,68.83116883,tree
IPW,data_train_enc_0.6_5,3000,4,100,3600,9,3196.893236,2.311019277,3621.707583,454,84.86666667,68.1,186,86.58008658,68.75901876,tree
IPW,data_train_enc_0.85_1,3000,1,100,3600,2,3812.128694,0,5.06662488,885,70.5,70.16666667,396,71.42857143,70.49062049,tree
IPW,data_train_enc_0.85_1,3000,2,100,3600,2,4485.072081,0,166.773505,1267,57.76666667,58.26666667,579,58.22510823,58.44155844,tree
IPW,data_train_enc_0.85_1,3000,3,100,3600,9,4969.055664,25.59464926,3610.185828,1001,66.63333333,67.63333333,476,65.65656566,66.08946609,tree
IPW,data_train_enc_0.85_1,3000,4,100,3600,9,3826.414791,70.73643609,3621.622256,911,69.63333333,69.43333333,406,70.70707071,70.12987013,tree
IPW,data_train_enc_0.85_2,3000,1,100,3600,2,3754.169326,0,8.032158375,878,70.73333333,70.5,403,70.92352092,69.76911977,tree
IPW,data_train_enc_0.85_2,3000,2,100,3600,2,4640.752057,0,90.51486444,1161,61.3,63.43333333,527,61.97691198,62.91486291,tree
IPW,data_train_enc_0.85_2,3000,3,100,3600,9,5007.262446,30.83556414,3610.252693,834,72.2,69.6,377,72.7994228,70.85137085,tree
IPW,data_train_enc_0.85_2,3000,4,100,3600,9,3959.905863,65.48783543,3622.334701,714,76.2,69.2,351,74.67532468,67.53246753,tree
IPW,data_train_enc_0.85_3,3000,1,100,3600,2,3775.002011,0,4.692564011,902,69.93333333,69.46666667,379,72.65512266,72.00577201,tree
IPW,data_train_enc_0.85_3,3000,2,100,3600,2,4563.181363,0,145.2183321,1153,61.56666667,62.53333333,535,61.3997114,64.86291486,tree
IPW,data_train_enc_0.85_3,3000,3,100,3600,9,5034.569902,27.75292893,3611.198343,752,74.93333333,75.16666667,353,74.53102453,76.76767677,tree
IPW,data_train_enc_0.85_3,3000,4,100,3600,9,4160.060108,56.48473857,3621.490603,645,78.5,76.06666667,308,77.77777778,76.19047619,tree
IPW,data_train_enc_0.85_4,3000,1,100,3600,2,3807.988267,0,5.831630945,872,70.93333333,71.1,409,70.49062049,68.47041847,tree
IPW,data_train_enc_0.85_4,3000,2,100,3600,2,4527.890215,0,105.5662234,1167,61.1,63.3,521,62.40981241,63.2034632,tree
IPW,data_train_enc_0.85_4,3000,3,100,3600,9,4911.612429,29.30051894,3609.434443,887,70.43333333,69.5,393,71.64502165,67.82106782,tree
IPW,data_train_enc_0.85_4,3000,4,100,3600,9,4005.004519,62.42162677,3623.792384,1168,61.06666667,57.93333333,539,61.11111111,55.84415584,tree
IPW,data_train_enc_0.85_5,3000,1,100,3600,2,3794.279444,0,5.7689538,867,71.1,70.43333333,414,70.12987013,69.91341991,tree
IPW,data_train_enc_0.85_5,3000,2,100,3600,2,4626.924536,0,94.08188844,1129,62.36666667,63.4,559,59.66810967,62.98701299,tree
IPW,data_train_enc_0.85_5,3000,3,100,3600,9,4962.173195,31.22303018,3610.102032,980,67.33333333,68.7,439,68.32611833,70.995671,tree
IPW,data_train_enc_0.85_5,3000,4,100,3600,9,4087.182726,60.25958348,3621.058354,1129,62.36666667,57.03333333,526,62.04906205,57.5036075,tree
