,V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred,reg0,reg1
18,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5919970217220041,0.58651207454427,1,0.9,0.58651207454427,0.8086451628177349,0.5831321174140698,0.589503918989876
19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.593270718596881,0.5576634687796921,1,0.9,0.5576634687796921,0.7268018460605841,0.5828447588358465,0.5759435465134691
20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.594184223653295,0.615827768249005,1,0.9,0.615827768249005,0.8357461274426908,0.5968582800285935,0.6072375093298814
21,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.555653536156729,0.5567569148699449,1,0.9,0.5567569148699449,0.798246120802742,0.5690958195689932,0.5749340016476803
22,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.6508460857675551,0.5756803028691391,1,0.9,0.5756803028691391,0.468503658004539,0.6305104217837195,0.5872448039095844
23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7511716889148959,0.597947745051635,0,0.9,0.7511716889148959,0.988659047038732,0.7708587693942898,0.5892115783999361
24,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.574391704749301,0.580979511663115,1,0.9,0.580979511663115,0.73829226166864,0.5768787755608982,0.5722411783837137
25,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.619121203273515,0.595071444962202,0,0.9,0.619121203273515,0.5999095105502951,0.6434803303262705,0.5909415835396122
26,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.690199457717398,0.647964859092695,0,0.9,0.690199457717398,0.660471741520526,0.7019393660317008,0.6362573926489299
27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5448774401315479,0.414538303942262,0,0.9,0.5448774401315479,0.960658685322572,0.550243811468814,0.4265384284237176
28,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.551128282926134,0.483573191037997,1,0.1,0.483573191037997,0.0841005260221493,0.5383715233338952,0.4742643702452598
29,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.7130259738783659,0.6953720207623539,1,0.9,0.6953720207623539,0.61968618303472,0.7173506886804537,0.6833328169688677
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8869931709472241,0.8788306003190981,1,0.9,0.8788306003190981,0.903437666852416,0.889305300032539,0.8888687750389248
31,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7346183714673051,0.635135037398209,0,0.9,0.7346183714673051,0.6362608463891469,0.7037277834844244,0.640925694196572
32,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5581873166473741,0.5472030515422079,1,0.9,0.5472030515422079,0.6414400884236761,0.5591101621270724,0.5431018666582834
33,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5298495016602239,0.45971466087590596,0,0.9,0.5298495016602239,0.5640912864161359,0.4979884542993534,0.4637738290752868
34,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.41288034743031504,0.299760418735872,0,0.9,0.41288034743031504,0.945334616602582,0.3929043104168196,0.2943535361288218
35,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5991779058783879,0.509351545518457,0,0.9,0.5991779058783879,0.7442881697955,0.5743640885141571,0.5094550469258993
36,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.754351433035272,0.689806734215624,0,0.9,0.754351433035272,0.7715994916624179,0.7694434734442515,0.6813595718625316
37,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.350949388800829,0.32223355340429805,0,0.9,0.350949388800829,0.530562537252372,0.34838429406123217,0.3325493261828752
38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.762418299066598,0.746253253597797,1,0.9,0.746253253597797,0.862013685370955,0.7638033318055774,0.7639124532851733
39,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435775497637424,0.460105678023299,1,0.9,0.460105678023299,0.814071910682664,0.426285821883673,0.44886672858343846
40,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.780828541625923,0.705835686295522,0,0.9,0.780828541625923,0.6843551428585279,0.7944797403394831,0.7167182031779491
41,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.516652558690494,0.5024337049643189,0,0.9,0.516652558690494,0.6689913210059051,0.5381361306694417,0.48721912898659253
42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.683767019015675,0.655312009402652,1,0.9,0.655312009402652,0.7497118540769051,0.6760355590211569,0.6635184698904822
43,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5930642023635619,0.553026317046047,0,0.1,0.5930642023635619,0.5764205831870091,0.5670890893676845,0.5599773210800696
44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34037217765224503,0.303253873647411,0,0.9,0.34037217765224503,0.802877810228218,0.3481675323275946,0.29550759249327146
45,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5376810625665099,0.4732347915349871,0,0.9,0.5376810625665099,0.8368377919693031,0.5444412913802701,0.46614784266582154
46,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.743047284963405,0.6883587465277441,1,0.9,0.6883587465277441,0.586057923220074,0.7498318284795161,0.708629405265486
47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.717624563877631,0.697287789784362,1,0.9,0.697287789784362,0.768605756085631,0.719313976281435,0.7055768067667851
48,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6029262275127739,0.5431218108400171,0,0.9,0.6029262275127739,0.619625224226411,0.6111855087429628,0.5593925935056676
49,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.809219310784587,0.806241393680122,1,0.9,0.806241393680122,0.791854601257987,0.8148637123576548,0.7957727177770451
50,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41978597412048996,0.42752484583277,1,0.9,0.42752484583277,0.674346612574824,0.4315131146414177,0.43206674244448284
51,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.48844844705897994,0.42045622576769703,0,0.9,0.48844844705897994,0.800927763535398,0.49514135123364184,0.428600360758552
52,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7629864905221129,0.7114105514930941,1,0.9,0.7114105514930941,0.570998757932628,0.7640902102675993,0.7197316836923529
53,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.538898125155152,0.4310528865542179,0,0.9,0.538898125155152,0.92399144165688,0.5481321583541219,0.44467813405719914
54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.665841837927575,0.729986955621303,0,0.1,0.665841837927575,0.20401572246616,0.6851464019426764,0.7145846119270731
55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.690411106097823,0.7347406698095301,1,0.9,0.7347406698095301,0.9762411922327858,0.6716570710248319,0.7348289258989406
56,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40592284932854794,0.352410554775381,0,0.9,0.40592284932854794,0.6893580094911089,0.3968583948382428,0.3569364854615306
57,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7470621830264409,0.61699476031683,0,0.9,0.7470621830264409,0.92538210994538,0.7456794725871554,0.6225197599997414
58,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5868575803609329,0.570176946285109,1,0.9,0.570176946285109,0.716367080356415,0.5855857678288141,0.5769261295050949
59,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.565793361225718,0.518760058868729,0,0.9,0.565793361225718,0.619056639404714,0.5615193074037034,0.5146056982380975
60,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5582584522944449,0.682233027633975,1,0.9,0.682233027633975,0.990728417745848,0.5719561925251979,0.6722528641728202
61,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.595228908574334,0.567127691552803,0,0.9,0.595228908574334,0.5841732345121989,0.6120937973501628,0.5644674982775344
62,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.81855122530772,0.7818960806059441,0,0.1,0.81855122530772,0.572099898658709,0.8256864404859536,0.7940384090806342
63,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.642364386423866,0.5822711759984921,0,0.1,0.642364386423866,0.8092986404591009,0.6287958591148451,0.5830184583974786
64,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.614677192728969,0.532225306013134,0,0.9,0.614677192728969,0.8560731398789642,0.6212678762570166,0.5312755603515357
65,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.450246202761454,0.455533190819771,1,0.9,0.455533190819771,0.568699392361568,0.4570123729279676,0.4421235953544613
66,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.525918899449726,0.385833221062716,0,0.9,0.525918899449726,0.979080600165188,0.519432611234833,0.38001213302131365
67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.663098644651613,0.6966481076414891,1,0.9,0.6966481076414891,0.9356169314859591,0.6621152971689279,0.6963372546801216
68,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6268442837421391,0.58669478582932,1,0.9,0.58669478582932,0.510499193494254,0.6224839372769385,0.5848286987699366
69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.695957951325463,0.7817861453998292,1,0.9,0.7817861453998292,0.9831339669571979,0.7143668691204409,0.783452988777849
70,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.594340897081766,0.5689576017892479,1,0.9,0.5689576017892479,0.673734867528244,0.5952573019513506,0.5798728807953123
71,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7460928639986829,0.628525751072631,0,0.9,0.7460928639986829,0.860436560794721,0.7271507490832019,0.6258731049418907
72,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6945397297561291,0.669232250543994,1,0.9,0.669232250543994,0.712646711708847,0.6894405714702158,0.6701987750159605
73,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5833709545380711,0.46910609577759205,0,0.9,0.5833709545380711,0.8929013581903841,0.5691839179487724,0.474530435171782
74,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.728219407607494,0.5558678911956441,1,0.1,0.5558678911956441,0.0159706613114983,0.6948435645946204,0.5657733346576092
75,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.487656856904863,0.461553519156633,1,0.9,0.461553519156633,0.616962387810065,0.4661765500998202,0.4561522483116556
76,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.57841618331404,0.49466811023373797,0,0.9,0.57841618331404,0.7576275242857221,0.5883414219839251,0.5200283332520785
77,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5752141332752839,0.561463492867496,1,0.9,0.561463492867496,0.442685030211747,0.5840586619907533,0.5422991680180672
78,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.694319719046217,0.651773294375564,0,0.1,0.694319719046217,0.8043946596064341,0.6930103887662615,0.6419184969269581
79,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.610970315482232,0.538222759448954,0,0.9,0.610970315482232,0.8126898052646271,0.6189511557647323,0.5382502161742364
80,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.586820100724823,0.515730330509108,0,0.9,0.586820100724823,0.7996391685414208,0.577043613726716,0.5028024134008979
81,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.700184014704763,0.6145614109405689,0,0.9,0.700184014704763,0.647395202290107,0.6858248742409295,0.6233644493522033
82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.705944402615095,0.7119241157622901,1,0.9,0.7119241157622901,0.885211395707677,0.7111419461223382,0.7224046044398741
83,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.700447048648282,0.572462684651837,0,0.9,0.700447048648282,0.9691539556555171,0.6976903456950018,0.5524603984641014
84,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.501712747328887,0.521953226635829,1,0.9,0.521953226635829,0.735723943427497,0.5366037139892227,0.5354857647495501
85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.659153566474408,0.65111883432099,1,0.9,0.65111883432099,0.591678710713167,0.6603852312743566,0.6285126705177249
86,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.532895652593803,0.5364160209140441,0,0.1,0.532895652593803,0.313031157565406,0.5033499514336435,0.5338567078711304
87,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.38202186015831296,0.349730844976803,0,0.9,0.38202186015831296,0.659142694924989,0.3874346375056833,0.3523814716056395
88,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41703541132961996,0.39929478879978797,1,0.9,0.39929478879978797,0.665506454844414,0.41392597884254384,0.4150337722654277
89,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.58941994137,0.56010994055061,0,0.1,0.58941994137,0.7138841660996179,0.583802656803822,0.5576483312075928
90,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.328782400166236,0.287289067807964,0,0.9,0.328782400166236,0.7498727982587209,0.3394328526155862,0.2964265285240438
91,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.6422589066266221,0.6295288449658499,1,0.9,0.6295288449658499,0.898797325401465,0.6289583523500666,0.6522384409348649
92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.685287394491737,0.713628579112636,1,0.9,0.713628579112636,0.88204543970176,0.7058014184963546,0.7166963305940242
93,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.7000442080369019,0.7011084623186921,1,0.9,0.7011084623186921,0.7463508660446891,0.7009895758219657,0.6855432560763945
94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6929987614432961,0.7198571865742719,1,0.9,0.7198571865742719,0.947319048585727,0.6968329041626355,0.7338153003745724
95,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.534687792189832,0.5285258363085871,1,0.9,0.5285258363085871,0.722399881453511,0.5317372431111651,0.5291515869878025
96,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.540915018408738,0.434237725390168,0,0.9,0.540915018408738,0.941495254741935,0.5283301655321021,0.41873175800203993
97,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4269940180005711,0.34817136717333697,0,0.9,0.4269940180005711,0.777996819677153,0.43481514925717246,0.37808493962856743
98,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5857880837639711,0.49828840234804495,0,0.9,0.5857880837639711,0.939182835859503,0.5943149858548961,0.4795110126565265
99,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.676144865831845,0.6233741810290121,1,0.1,0.6233741810290121,0.0743219336710468,0.6852205145728715,0.6030336967472955
100,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.684464077639996,0.5857474225943511,0,0.9,0.684464077639996,0.8320518216201159,0.6902037496985577,0.5987895262032293
101,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.41827141468047796,0.4044100665461479,1,0.9,0.4044100665461479,0.502695497648783,0.4233173408672277,0.40405332010004164
102,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.527026403567029,0.45111925755352206,0,0.9,0.527026403567029,0.8840008916578209,0.5256702241441684,0.4378133173239091
103,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.46684952963051496,0.45298762111970203,1,0.9,0.45298762111970203,0.5511913246616539,0.4655797113667371,0.44781880513612743
104,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.48813184724031394,0.4223411697685321,0,0.9,0.48813184724031394,0.8139383793213579,0.4920917478929519,0.4234403257555151
105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.654015499846723,0.6920979367291279,1,0.9,0.6920979367291279,0.9643304241079749,0.6558448264365795,0.7085162420093496
106,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.700697518328511,0.6837866810130171,1,0.9,0.6837866810130171,0.7545152097162942,0.6907864965404505,0.6775813402597609
107,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.61917291261463,0.6445928397205071,1,0.9,0.6445928397205071,0.8288986784433149,0.6286335397356337,0.6345251149725738
108,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.711317167821562,0.632420702282887,1,0.9,0.632420702282887,0.611136359262079,0.6840450674353444,0.6522144322465844
109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.7292473582421771,0.77641073007521,1,0.9,0.77641073007521,0.9546573641489291,0.7340728288129661,0.7719818687881292
110,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.499091433475651,0.41211050662319504,0,0.9,0.499091433475651,0.8042943828589301,0.4675401419005865,0.40306144731149995
111,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.650712313354793,0.529935865849687,0,0.9,0.650712313354793,0.77188640572318,0.6310918599402878,0.5563599909874853
112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.691849880645342,0.716170785049426,1,0.9,0.716170785049426,0.929003793545087,0.6999670680349475,0.7275091221096804
113,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.311411772935009,0.26062602819916303,0,0.9,0.311411772935009,0.78403174058768,0.3098657593719633,0.26422222699450837
114,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5876756952612701,0.514284719300161,0,0.9,0.5876756952612701,0.656737196217145,0.5777567567354943,0.5245787975417788
115,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.45150135253110996,0.41422938935539605,0,0.9,0.45150135253110996,0.7098180419888499,0.4430461727166898,0.395852271424582
116,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.405480260727975,0.363381467284834,0,0.9,0.405480260727975,0.668435705070295,0.39706716558959537,0.3598842592471799
117,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.732010888671131,0.6441181594956171,0,0.9,0.732010888671131,0.719598747619856,0.7283431682152597,0.6521405219872832
118,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.562989492197063,0.530939602986036,1,0.9,0.530939602986036,0.6841232409243989,0.5854499657630688,0.572385160026044
119,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5675406771975949,0.495181667140145,0,0.9,0.5675406771975949,0.636544555111485,0.5500232444419835,0.5020716355338358
120,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.754422611359702,0.658042392702609,0,0.9,0.754422611359702,0.8034273673117169,0.7317065720454776,0.6418023784500505
121,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.398016494674305,0.4505823406283379,1,0.9,0.4505823406283379,0.937046055794515,0.3829704545365707,0.4449156019503877
122,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.432567581193065,0.41969706131882006,0,0.9,0.432567581193065,0.6283825544925279,0.4367592651921096,0.4007860728286182
123,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.9128669304951049,0.80956396465893,0,0.9,0.9128669304951049,0.713568361266266,0.9049947406754506,0.8125374840867151
124,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.621265193739588,0.553420069201055,0,0.9,0.621265193739588,0.612824487539719,0.6071072872142562,0.5565358627728985
125,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6285171182496669,0.6405916295720839,1,0.9,0.6405916295720839,0.7630939846379091,0.6345484194751124,0.6281370387924496
126,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7315733206514441,0.6670871984443429,0,0.9,0.7315733206514441,0.6313117534565921,0.7427157321067259,0.676750665956309
127,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.604967364260409,0.568532371529477,0,0.9,0.604967364260409,0.584883961412598,0.6184184168579441,0.5700954880702799
128,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.570682628989407,0.478944953303899,0,0.9,0.570682628989407,0.8310720210974241,0.5556507193165645,0.47746851700228776
129,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6839119265027939,0.637930201593166,0,0.9,0.6839119265027939,0.731017205970846,0.6929646726983147,0.6185409122293646
130,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.7010122562677559,0.644018947446522,1,0.9,0.644018947446522,0.44378035229209706,0.7022899945206875,0.6492077997764927
131,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6624591135895179,0.5467957004496189,0,0.9,0.6624591135895179,0.8162486459901122,0.6442879145973587,0.5604562805394743
132,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5937831836979399,0.586354924191341,1,0.9,0.586354924191341,0.696878984220085,0.6020871852070867,0.5891268150590905
133,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.599345990659307,0.48469209621672793,0,0.9,0.599345990659307,0.9659553552014799,0.6043842656035959,0.4711214468186483
134,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.6804628915526719,0.618453021471948,1,0.9,0.618453021471948,0.5801674113834261,0.6539425186548877,0.6213301604549316
135,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.4998196334925061,0.37441899662527295,0,0.9,0.4998196334925061,0.96335025080458,0.488850792856591,0.3689738088910265
136,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6910771490575729,0.632808280717205,0,0.9,0.6910771490575729,0.7215629075238991,0.6928509265610577,0.6198051920545662
