V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred,reg0,reg1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4683986526698521,0.475289985815575,1,0.1,0.475289985815575,0.41676152808335604,0.45478157140959496,0.475289985815575
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,1,0.9,0.375233645428697,0.857936287659392,0.27289269520970394,0.375233645428697
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45484303142062893,0.4294935271099021,0,0.9,0.45484303142062893,0.797998119192408,0.45484303142062893,0.45972798875424
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,0,0.9,0.442385822335734,0.9790765740962641,0.442385822335734,0.40401287421177096
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,1,0.9,0.461288959879474,0.8129379856536519,0.395945158896523,0.461288959879474
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148840995,1,0.9,0.46407809148840995,0.695758796137282,0.427351986428077,0.46407809148840995
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5941300093461179,0.5779306801112679,0,0.9,0.5941300093461179,0.77037929472507,0.5941300093461179,0.5740971482770351
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.9,0.548760020987218,0.851170064420699,0.491500518536954,0.548760020987218
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,1,0.9,0.449246202277731,0.8380998707097791,0.35228088677621605,0.449246202277731
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47745993171388396,0.425127872049118,0,0.9,0.47745993171388396,0.82309141072997,0.47745993171388396,0.45972798875424
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.454619471471584,0.583412838437167,1,0.9,0.583412838437167,0.9585811120777181,0.427351986428077,0.583412838437167
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35745565054682893,0.373127009717767,1,0.9,0.373127009717767,0.503865014231419,0.34248017432768607,0.373127009717767
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.194937347292038,0.277966677839358,1,0.9,0.277966677839358,0.8489837853972879,0.140013547759748,0.277966677839358
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.502758870039902,0.582776732104007,1,0.9,0.582776732104007,0.8612642191632758,0.47794156309522895,0.582776732104007
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.24560331200615398,0.21599429686840801,0,0.9,0.24560331200615398,0.890164263110841,0.24560331200615398,0.169977444398713
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.416779468473567,0.425054850024578,0,0.9,0.416779468473567,0.690627360846451,0.416779468473567,0.43553095584561796
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.489931186873698,0.5354319647978929,1,0.9,0.5354319647978929,0.596353086276449,0.47794156309522895,0.5354319647978929
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.513583752019177,0.610013926614803,0,0.1,0.513583752019177,0.0697200408248553,0.513583752019177,0.6170732434739871
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.438790617644701,0.483472889022577,1,0.9,0.483472889022577,0.535126925856691,0.45478157140959496,0.483472889022577
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.5434970016151189,0.646814971136092,0,0.1,0.5434970016151189,0.0422224961485131,0.5434970016151189,0.6142527754435839
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17147816415493,0.0552607985634011,0,0.9,0.17147816415493,0.995236108604719,0.17147816415493,0.0986859921174327
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.43345543335902603,0.518012229012205,1,0.9,0.518012229012205,0.7102875943456659,0.459915452924796,0.518012229012205
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22381517432233397,0.262655814346854,0,0.9,0.22381517432233397,0.7131563409472759,0.22381517432233397,0.275193841689275
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.564127526429687,0.5589346082110699,0,0.9,0.564127526429687,0.677537203151633,0.564127526429687,0.556715987227809
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5424782477799189,0.5515184921812141,1,0.9,0.5515184921812141,0.630245035299155,0.5582715878649711,0.5515184921812141
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.37086230626876704,0.365851708307086,0,0.9,0.37086230626876704,0.8021813993458091,0.37086230626876704,0.43553095584561796
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.44620697946079796,0.413603827374176,0,0.9,0.44620697946079796,0.82980176350355,0.44620697946079796,0.278982126954298
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18420081151700798,0.15643996545223599,0,0.9,0.18420081151700798,0.902767605751535,0.18420081151700798,0.169977444398713
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7291063762945458,0.815802980738165,1,0.9,0.815802980738165,0.9632532100652741,0.6766525739042181,0.815802980738165
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5556017031864201,0.569612634260459,1,0.9,0.569612634260459,0.504556896299566,0.581856377944909,0.569612634260459
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.433261906347415,0.5519333959428571,1,0.9,0.5519333959428571,0.988240976815913,0.342779121469201,0.5519333959428571
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47602882851209605,0.48088027707110703,0,0.9,0.47602882851209605,0.707980243238025,0.47602882851209605,0.45972798875424
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.358087989479844,0.43977344562202203,1,0.9,0.43977344562202203,0.9321957036931751,0.34493148453302896,0.43977344562202203
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.42822129466855197,0.447221576575933,1,0.9,0.447221576575933,0.63119816953143,0.427351986428077,0.447221576575933
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.509180095163534,0.5542990683310389,1,0.9,0.5542990683310389,0.7795243801504359,0.47794156309522895,0.5542990683310389
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.6805445952709951,0.7361932573020041,1,0.9,0.7361932573020041,0.931744124501615,0.6900846967421751,0.7361932573020041
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.47643897937336,0.623887603970629,1,0.9,0.623887603970629,0.988976125782848,0.427351986428077,0.623887603970629
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.580572068999774,0.529284101799337,0,0.9,0.580572068999774,0.859217341655802,0.580572068999774,0.5740971482770351
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.253440136832804,0.24736497211983,0,0.9,0.253440136832804,0.743278753600433,0.253440136832804,0.289557662284255
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312426880967839,0.31744001067202005,0,0.9,0.312426880967839,0.7297548228714241,0.312426880967839,0.3253316838905119
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.42505584475602703,0.401081323079651,0,0.9,0.42505584475602703,0.8358597824937479,0.42505584475602703,0.278982126954298
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.487120572028276,0.43614375678615,0,0.9,0.487120572028276,0.9142581204644549,0.487120572028276,0.476448435392835
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35822941550148396,0.334209125241292,0,0.9,0.35822941550148396,0.8170542586707191,0.35822941550148396,0.3253316838905119
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.541286625131275,0.474222048377948,0,0.9,0.541286625131275,0.9352673899950691,0.541286625131275,0.476448435392835
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14399797661342498,0.170890307447363,1,0.9,0.170890307447363,0.484887653463265,0.140013547759748,0.170890307447363
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.46381513396269397,0.475993628030858,0,0.9,0.46381513396269397,0.7188643106765659,0.46381513396269397,0.45972798875424
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.643918738739131,0.5940225177648709,0,0.9,0.643918738739131,0.8335795434743031,0.643918738739131,0.5740971482770351
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.66107315590958,0.5740971482770351,1,0.1,0.5740971482770351,0.13786322234343,0.643918738739131,0.5740971482770351
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47794156309522895,0.492162054838113,0,0.9,0.47794156309522895,0.5168080564236479,0.47794156309522895,0.514937839844162
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.19487115121895898,0.128130767803679,1,0.1,0.128130767803679,0.0181790001768091,0.214462951334439,0.128130767803679
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.292555666069959,0.30456653892220004,1,0.1,0.30456653892220004,0.36549084139279997,0.27289269520970394,0.30456653892220004
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7048899562298371,0.6556376975137811,0,0.9,0.7048899562298371,0.7969612219993959,0.7048899562298371,0.5740971482770351
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.40635359131534204,0.47642461784993,1,0.9,0.47642461784993,0.825021347711332,0.427351986428077,0.47642461784993
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.45314552666883795,0.489655173357699,1,0.9,0.489655173357699,0.7483167163045371,0.48209017026517803,0.489655173357699
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.345256296614945,0.328165016746021,0,0.9,0.345256296614945,0.873111775225414,0.345256296614945,0.278982126954298
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.6900846967421751,0.7210975485760799,0,0.1,0.6900846967421751,0.0835508662291123,0.6900846967421751,0.716078622292834
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20897444990731304,0.21730464246182501,0,0.9,0.20897444990731304,0.651243073545272,0.20897444990731304,0.296106274379406
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.287972426193052,0.10332191119173,0,0.9,0.287972426193052,0.999165030939831,0.287972426193052,0.244339437707256
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.473455421225616,0.551847824946696,1,0.9,0.551847824946696,0.9202235270945122,0.48209017026517803,0.551847824946696
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.608562343110568,0.578623459130745,0,0.9,0.608562343110568,0.835065348321729,0.608562343110568,0.5740971482770351
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.347354021037631,0.41237094424277393,0,0.1,0.347354021037631,0.273349024552448,0.347354021037631,0.409391868095738
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.23093104144286397,0.31553290285164504,1,0.9,0.31553290285164504,0.647263355972458,0.222986251563441,0.31553290285164504
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.37832836648672297,0.353303975925884,0,0.9,0.37832836648672297,0.91219923187134,0.37832836648672297,0.278982126954298
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.412578144212415,0.520297975235357,1,0.9,0.520297975235357,0.971210670162675,0.347354021037631,0.520297975235357
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.361165821285674,0.475795325973835,1,0.9,0.475795325973835,0.9911639349436501,0.28170540164644803,0.475795325973835
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.33186454974687296,0.424121489408988,1,0.9,0.424121489408988,0.941972048936961,0.249545624994347,0.424121489408988
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5073770753589629,0.492022174436056,0,0.9,0.5073770753589629,0.7630825153002042,0.5073770753589629,0.45972798875424
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.298198758891747,0.366293309899132,1,0.9,0.366293309899132,0.9162541798426701,0.24547478969014802,0.366293309899132
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312215445852474,0.2879572525391261,0,0.9,0.312215445852474,0.905902074608663,0.312215445852474,0.278982126954298
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.5297545853902379,0.6268748489479029,1,0.9,0.6268748489479029,0.966920269906144,0.513583752019177,0.6268748489479029
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.563493322047055,0.662421389111047,1,0.9,0.662421389111047,0.9432813131780792,0.529050835280757,0.662421389111047
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.422102198084488,0.388720210460644,0,0.9,0.422102198084488,0.925427292580409,0.422102198084488,0.30044161548689896
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.331703294634601,0.311495643237352,0,0.9,0.331703294634601,0.7770452801919631,0.331703294634601,0.3253316838905119
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6106586075909289,0.6373828985606679,1,0.9,0.6373828985606679,0.7106653840598179,0.581856377944909,0.6373828985606679
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.572777084567421,0.5790147040273089,1,0.9,0.5790147040273089,0.621905589080989,0.5582715878649711,0.5790147040273089
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.247556933148624,0.253873396193657,0,0.9,0.247556933148624,0.6572724084912429,0.247556933148624,0.275193841689275
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.32682621691644703,0.31111352455804897,1,0.1,0.31111352455804897,0.0572297493969476,0.334077061913632,0.31111352455804897
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116080675155196,0.0343832979661843,0,0.9,0.116080675155196,0.990716955893076,0.116080675155196,0.0986859921174327
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.334077061913632,0.30067512600160995,0,0.9,0.334077061913632,0.9449319474702379,0.334077061913632,0.31111352455804897
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.721847981727007,0.6411677262536151,0,0.9,0.721847981727007,0.890115360979682,0.721847981727007,0.5740971482770351
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.299471677368498,0.15044885201496802,0,0.9,0.299471677368498,0.998904182944797,0.299471677368498,0.244339437707256
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.392737611450622,0.30044161548689896,1,0.1,0.30044161548689896,0.020874310216585,0.42505584475602703,0.30044161548689896
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210161830510964,0.259064771883031,0,0.1,0.210161830510964,0.485764508795211,0.210161830510964,0.296106274379406
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.542660555257357,0.6076598646167839,1,0.9,0.6076598646167839,0.8684451641414301,0.529050835280757,0.6076598646167839
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.46888089765373403,0.514231249874471,1,0.9,0.514231249874471,0.6696863370177321,0.459915452924796,0.514231249874471
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.364833305121861,0.45401866820088,1,0.9,0.45401866820088,0.8539935909410501,0.34248017432768607,0.45401866820088
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.37317877388176396,0.46894998213034705,1,0.9,0.46894998213034705,0.9455047475054829,0.36319459879773497,0.46894998213034705
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4547765812568221,0.494489049892765,1,0.9,0.494489049892765,0.613803047947725,0.459915452924796,0.494489049892765
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.572395150168989,0.556715987227809,1,0.1,0.556715987227809,0.405824008495876,0.545677249872995,0.556715987227809
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.38219577762558604,0.41338079400211997,1,0.1,0.41338079400211997,0.32290740204164503,0.37832836648672297,0.41338079400211997
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.581856377944909,0.590475261666745,0,0.9,0.581856377944909,0.514437415038632,0.581856377944909,0.579475603243398
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.525417190071679,0.5814574116474011,1,0.9,0.5814574116474011,0.779963378075756,0.47794156309522895,0.5814574116474011
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.30689056900364303,0.530732840639354,1,0.9,0.530732840639354,0.9955439311562149,0.24547478969014802,0.530732840639354
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.545677249872995,0.6020806591425091,0,0.9,0.545677249872995,0.648470655099406,0.545677249872995,0.556715987227809
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5574846243282989,0.568065094011933,0,0.9,0.5574846243282989,0.682989535173878,0.5574846243282989,0.556715987227809
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.5519205865416209,0.6142527754435839,1,0.9,0.6142527754435839,0.9624159940994591,0.513583752019177,0.6142527754435839
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.600781239939079,0.6490441053060041,1,0.9,0.6490441053060041,0.928898233557894,0.568798945020041,0.6490441053060041
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.54489574233974,0.601642551907796,1,0.9,0.601642551907796,0.7885650397734479,0.568798945020041,0.601642551907796
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.42394891533437495,0.45149448396177394,1,0.9,0.45149448396177394,0.627089191801921,0.427351986428077,0.45149448396177394
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.546229082712646,0.431154465038974,0,0.9,0.546229082712646,0.9817741835598871,0.546229082712646,0.5405037668605711
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.40846137997850795,0.373654144408536,0,0.9,0.40846137997850795,0.8319471820540351,0.40846137997850795,0.278982126954298
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45435275450798207,0.36286871542418503,0,0.9,0.45435275450798207,0.932296225922251,0.45435275450798207,0.30044161548689896
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.297189086376205,0.37141173889891105,1,0.9,0.37141173889891105,0.8269926948332329,0.249545624994347,0.37141173889891105
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.592027690315205,0.669860274011443,1,0.9,0.669860274011443,0.8966763071588579,0.581856377944909,0.669860274011443
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.38918447598794603,0.409391868095738,1,0.9,0.409391868095738,0.7124354460110172,0.35228088677621605,0.409391868095738
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.27844125520553903,0.28572112077231,0,0.9,0.27844125520553903,0.866132244965979,0.27844125520553903,0.278982126954298
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.631513692588716,0.740978541177031,1,0.9,0.740978541177031,0.944960355758789,0.6900846967421751,0.740978541177031
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.36041761662750804,0.244339437707256,1,0.1,0.244339437707256,0.013709336015504,0.31511919096918,0.244339437707256
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20818791327428401,0.21985952742081102,0,0.9,0.20818791327428401,0.809224063133047,0.20818791327428401,0.296106274379406
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19820004123435603,0.215226211799365,0,0.9,0.19820004123435603,0.7009063574960661,0.19820004123435603,0.296106274379406
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.274698904760306,0.197530305204844,0,0.9,0.274698904760306,0.975791747911315,0.274698904760306,0.31111352455804897
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7610415138052571,0.710541076109174,0,0.9,0.7610415138052571,0.8402882270371529,0.7610415138052571,0.5740971482770351
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.453086859893028,0.498481774443967,1,0.9,0.498481774443967,0.7456563743041029,0.459915452924796,0.498481774443967
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47665656339355,0.443392747721504,0,0.9,0.47665656339355,0.8235554125766801,0.47665656339355,0.45972798875424
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.410437035971698,0.40419077340247,0,0.9,0.410437035971698,0.7513479353733471,0.410437035971698,0.43553095584561796
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22417062860339398,0.273216513805425,1,0.9,0.273216513805425,0.8083406894904649,0.140013547759748,0.273216513805425
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.28332866299855897,0.197772385841548,0,0.9,0.28332866299855897,0.9423086876282041,0.28332866299855897,0.31111352455804897
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.342779121469201,0.32502711798087797,0,0.9,0.342779121469201,0.7986220741843559,0.342779121469201,0.3253316838905119
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.38159143743028795,0.48026280367504603,1,0.9,0.48026280367504603,0.9561296475685079,0.34493148453302896,0.48026280367504603
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.414775990048091,0.488380375410687,1,0.9,0.488380375410687,0.8969740709926559,0.37456033785845705,0.488380375410687
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.519972332125521,0.572674253704009,1,0.9,0.572674253704009,0.8809636189884069,0.47794156309522895,0.572674253704009
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.403929256999594,0.447581992800451,1,0.9,0.447581992800451,0.810379422402864,0.34248017432768607,0.447581992800451
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5928626944125699,0.615111769325107,1,0.9,0.615111769325107,0.7347030242735699,0.581856377944909,0.615111769325107
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5041694409320779,0.500066736933084,1,0.9,0.500066736933084,0.6248116820121811,0.491500518536954,0.500066736933084
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.621372290593588,0.697224791640911,1,0.9,0.697224791640911,0.9064685292111581,0.600814019351428,0.697224791640911
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.29852375729389896,0.3590340023062801,1,0.9,0.3590340023062801,0.874054648497413,0.249545624994347,0.3590340023062801
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.140013547759748,0.13698971598777,0,0.9,0.140013547759748,0.6428648648273411,0.140013547759748,0.170890307447363
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5846502278764261,0.579475603243398,1,0.9,0.579475603243398,0.520447603273373,0.581856377944909,0.579475603243398
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.321316088365489,0.458028924177868,1,0.9,0.458028924177868,0.981763194366494,0.249545624994347,0.458028924177868
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.326514719619496,0.3253316838905119,1,0.1,0.3253316838905119,0.317487064804442,0.29604308362791,0.3253316838905119
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.54175914190806,0.550201451975789,1,0.9,0.550201451975789,0.640547978610968,0.5465979268053429,0.550201451975789
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.797095581035743,0.8889763446257758,1,0.9,0.8889763446257758,0.9767022463059971,0.7048899562298371,0.8889763446257758
