seed,split,randomization,white_realized_outcome_oos,non_white_realized_outcome_oos,realized_outcome_oos,white_dr_outcome,non_white_dr_outcome,dr_outcome,tree_depth,tree,fairness,dr_disparity,realized_disparity,method
2,3,0.33,0.8284993694829761,0.8457478792389709,0.8358791431375973,0.8179036993540874,0.8279036993540845,0.8222270326874164,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.46360732407834904, 1: 0.536392675921651, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,-0.0099999999999971,-0.0172485097559947,DM
2,3,0.33,0.8284993694829761,0.8569999272629111,0.8406933310728032,0.8179036993540874,0.8379036993540845,0.826550366020749,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.3047391222165232, 1: 0.6952608777834768, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0199999999999971,-0.0285005577799349,DM
2,3,0.33,0.8284993694829761,0.8682519752868512,0.8455075190080114,0.8179036993540874,0.8479036993540844,0.8308736993540824,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.14587092035468696, 1: 0.854129079645313, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.029999999999997,-0.039752605803875,DM
2,4,0.33,0.8193224592220828,0.8590831918505942,0.8362193362193362,0.820706297822254,0.8637970791698741,0.8393933333333328,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.0430907813476201,-0.0397607326285114,DM
2,4,0.33,0.8193224592220828,0.8307239165186768,0.8241676672651527,0.820706297822254,0.8307062978222489,0.8250429644889133,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.49128274030878927, 1: 0.5087172596912107, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,-0.0099999999999949,-0.011401457296594,DM
2,4,0.33,0.8193224592220828,0.8392940602798662,0.8278096691954115,0.820706297822254,0.8407062978222499,0.8293796311555803,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.3428176027987916, 1: 0.6571823972012084, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0199999999999959,-0.0199716010577833,DM
2,4,0.33,0.8193224592220828,0.8448729565828046,0.8301804988652778,0.820706297822254,0.8507062978222533,0.8337162978222492,2,"{'branching': ['VKORC1.A.A', 'Unknown.Race', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.14946122451297936, 1: 0.8505387754870206, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0299999999999992,-0.0255504973607217,DM
2,5,0.33,0.8289308176100629,0.883248730964467,0.8520923520923521,0.8180364491475666,0.8512240184757539,0.8324066666666666,2,"{'branching': ['Weight4', 'Weight1', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0000000000000004, 2: 0.0}, {0: 1.0000000000000018, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.0331875693281873,-0.054317913354404,DM
2,5,0.33,0.8289308176100629,0.8602693699961617,0.8422937934110618,0.8180364491475666,0.8280364491475625,0.8223664491475593,2,"{'branching': ['VKORC1.A.A', 'Unknown.Race', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.2611692756205677, 1: 0.7388307243794323, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,-0.0099999999999959,-0.0313385523860987,DM
2,5,0.33,0.8289308176100629,0.873093191320743,0.8477619596468681,0.8180364491475666,0.8380364491475625,0.8266964491475606,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.19361044933679616, 1: 0.8063895506632038, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0199999999999959,-0.0441623737106801,DM
2,5,0.33,0.8289308176100629,0.8797152468622154,0.850585649996802,0.8180364491475666,0.8480364491475609,0.8310264491475597,2,"{'branching': ['VKORC1.A.A', 'Black.or.African.American', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.017697365291792666, 1: 0.9823026347082073, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0299999999999943,-0.0507844292521524,DM
3,1,0.33,0.8067331670822943,0.8595890410958903,0.829004329004329,0.8414462809917428,0.8636753445635567,0.851123333333331,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.000000000000001, 2: 0.0}, {0: 0.9999999999999986, 1: 1.4432899320127035e-15, 2: 0.0}]}",1.0,-0.0222290635718138,-0.052855874013596,DM
3,1,0.33,0.805841699208332,0.8457884967108039,0.8226735388486247,0.8398255987118814,0.8498255987118801,0.8441789320452042,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9675019438673825, 1: 0.032498056132617435, 2: 0.0}]}",0.01,-0.0099999999999986,-0.0399467975024718,DM
3,1,0.33,0.8065706739730198,0.8570735344440985,0.8278503785293757,0.8411508696701548,0.861150869670149,0.8498575363368177,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9940763875619166, 1: 0.00592361243808337, 2: 0.0}]}",0.02,-0.0199999999999941,-0.0505028604710786,DM
3,1,0.33,0.8067331670822943,0.8595890410958904,0.829004329004329,0.8414462809917428,0.863675344563557,0.8511233333333311,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0222290635718142,-0.0528558740135961,DM
3,2,0.33,0.8348157560355781,0.8580968280467446,0.8448773448773449,0.8294709848621012,0.8594377507583475,0.8423666831194463,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.0299667658962462,-0.0232810720111664,DM
3,2,0.33,0.8271918678526048,0.8490066891756454,0.8366197740376706,0.8314986798304381,0.8414986798304311,0.8358020131637635,2,"{'branching': ['VKORC1.A.A', 'Asian', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.14978231233862216, 1: 0.8502176876613778, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",0.01,-0.009999999999993,-0.0218148213230405,DM
3,2,0.33,0.8271918678526048,0.8347245409015025,0.8304473304473304,0.8314986798304381,0.8478212134581993,0.8385228101349127,2,"{'branching': ['Age3.4', 'VKORC1.A.A', 'Asian'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0163225336277611,-0.0075326730488977,DM
3,2,0.33,0.8348157560355781,0.8580968280467446,0.8448773448773449,0.8294709848621012,0.8594377507583475,0.8423666831194463,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0299667658962462,-0.0232810720111664,DM
3,3,0.33,0.8234552332912989,0.8549747048903878,0.836940836940837,0.8395772166764597,0.8582189668465735,0.8476366666666669,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.0186417501701138,-0.0315194715990889,DM
3,3,0.33,0.8227691906500215,0.8456857974331463,0.8325740592087459,0.8384864110588989,0.8484864110588968,0.8428097443922331,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.977332007727807, 1: 0.022667992272192978, 2: 0.0}]}",0.01,-0.0099999999999979,-0.0229166067831247,DM
3,3,0.33,0.8234552332912989,0.8549747048903878,0.836940836940837,0.8395772166764597,0.8582189668465735,0.8476366666666669,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0186417501701138,-0.0315194715990889,DM
3,3,0.33,0.8234552332912989,0.8549747048903878,0.836940836940837,0.8395772166764597,0.8582189668465735,0.8476366666666669,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0186417501701138,-0.0315194715990889,DM
3,4,0.33,0.8168130489335006,0.8556876061120543,0.8333333333333334,0.8414243672748764,0.8475710991545017,0.8440900000000008,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.0061467318796253,-0.0388745571785537,DM
3,4,0.33,0.8168130489335006,0.8556876061120545,0.8333333333333334,0.8414243672748764,0.847571099154502,0.8440900000000008,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.942890293094024e-16, 1: 0.9999999999999996, 2: 0.0}, {0: 1.0000000000000033, 1: 0.0, 2: 0.0}]}",0.01,-0.0061467318796256,-0.0388745571785539,DM
3,4,0.33,0.8168130489335006,0.8556876061120543,0.8333333333333334,0.8414243672748764,0.8475710991545017,0.8440900000000008,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,-0.0061467318796253,-0.0388745571785537,DM
3,4,0.33,0.8168130489335006,0.8556876061120543,0.8333333333333334,0.8414243672748764,0.8475710991545017,0.8440900000000008,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,-0.0061467318796253,-0.0388745571785537,DM
3,5,0.33,0.8314465408805032,0.8781725888324873,0.8513708513708513,0.8268783068783141,0.8375211701308731,0.8314866666666668,2,"{'branching': ['Weight4', 'Height5', 'VKORC1.A.A'], 'leaves': [{0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,-0.010642863252559,-0.046726047951984,DM
