seed,split,randomization,white_realized_outcome_oos,non_white_realized_outcome_oos,realized_outcome_oos,white_dr_outcome,non_white_dr_outcome,dr_outcome,tree_depth,tree,fairness,method,dr_disparity,realized_disparity
1,2,0.33,0.8269255716863784,0.8177232737134453,0.8229485323748432,0.8278620853440103,0.8378620853440055,0.832165418677336,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.9382774022534711, 1: 0.06172259774652886, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",0.01,DM,-0.009999999999995235,0.009202297972933038
1,2,0.33,0.8285739518328208,0.8279688655046221,0.8283124462696232,0.8288137143744208,0.8488137143744124,0.8374203810410812,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.9632250017775101, 1: 0.03677499822248986, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",0.02,DM,-0.01999999999999169,0.0006050863281986674
1,2,0.33,0.8302223319792655,0.8382144572958005,0.8336763601644074,0.8297653434048323,0.8597653434048333,0.8426753434048221,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.9881726013015605, 1: 0.011827398698439476, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",0.03,DM,-0.030000000000001026,-0.007992125316534926
1,2,0.33,0.8271771711800617,0.8445771384679261,0.8346970704624803,0.828355505793534,0.8683555057935303,0.8455688391268571,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9797686743741623, 1: 0.020231325625837716, 2: 0.0}]}",0.04,DM,-0.03999999999999626,-0.017399967287864415
1,2,0.33,0.8284625158831004,0.8530884808013356,0.8391053391053391,0.8291047396138147,0.8774903175832713,0.849926666666664,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.05,DM,-0.04838557796945664,-0.02462596491823521
1,2,0.33,0.8284625158831004,0.8530884808013356,0.8391053391053391,0.8291047396138147,0.8774903175832713,0.849926666666664,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 5.551115123125783e-17, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.06,DM,-0.04838557796945664,-0.02462596491823521
1,2,0.33,0.8284625158831004,0.8530884808013356,0.8391053391053391,0.8291047396138147,0.8774903175832713,0.849926666666664,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.07,DM,-0.04838557796945664,-0.02462596491823521
1,2,0.33,0.8284625158831004,0.8530884808013356,0.8391053391053391,0.8291047396138147,0.8774903175832713,0.849926666666664,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.08,DM,-0.04838557796945664,-0.02462596491823521
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,DM,-0.03179131932355439,-0.05134513842666333
1,3,0.33,0.8243346092678889,0.854453026740656,0.8372207720105663,0.8304954522548395,0.840495452254836,0.8348187855881656,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9451748845103793, 1: 0.05482511548962065, 2: 0.0}]}",0.01,DM,-0.009999999999996567,-0.03011841747276711
1,3,0.33,0.8256671243506395,0.8655264485756399,0.8427209333444532,0.8315264900383965,0.8515264900383948,0.8401731567050541,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9703340383346961, 1: 0.029665961665303834, 2: 0.0}]}",0.02,DM,-0.01999999999999824,-0.03985932422500038
1,3,0.33,0.8269996394333898,0.8765998704106298,0.8482210946783395,0.8325575278219552,0.8625575278219498,0.8455275278219473,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9954931921590158, 1: 0.004506807840984225, 2: 0.0}]}",0.03,DM,-0.029999999999994587,-0.04960023097723998
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.04,DM,-0.03179131932355439,-0.05134513842666333
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.05,DM,-0.03179131932355439,-0.05134513842666333
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.06,DM,-0.03179131932355439,-0.05134513842666333
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.07,DM,-0.03179131932355439,-0.05134513842666333
1,3,0.33,0.8272383354350568,0.8785834738617201,0.8492063492063492,0.8327422196124558,0.8645335389360101,0.8464866666666653,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.08,DM,-0.03179131932355439,-0.05134513842666333
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8017565872020075,0.8360613485150378,0.8163348732145442,0.8336080047086593,0.843608004708656,0.8379446713753191,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.258374749314653, 1: 0.741625250685347, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,DM,-0.00999999999999679,-0.034304761313030285
1,4,0.33,0.8017565872020075,0.8445533118720652,0.8199436512933949,0.8336080047086593,0.8536080047086523,0.8422813380419841,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.12319187317172509, 1: 0.8768081268282749, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,DM,-0.019999999999993023,-0.042796724670057684
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.04,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.05,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.06,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.07,DM,-0.028932124924049174,-0.04175249716146934
1,4,0.33,0.8105395232120451,0.8522920203735145,0.8282828282828283,0.8342731018246097,0.8632052267486588,0.8468199999999992,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.08,DM,-0.028932124924049174,-0.04175249716146934
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,DM,-0.03271165039448054,-0.07167257286977613
1,5,0.33,0.8176100628930818,0.8810648277158353,0.844667614127027,0.8207701352145866,0.8307701352145827,0.8251001352145785,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.3026672594100155, 1: 0.6973327405899845, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,DM,-0.009999999999996012,-0.06345476482275347
1,5,0.33,0.8281331839697365,0.88643251676506,0.8529924232785626,0.8207873629895903,0.8407873629895845,0.8294473629895837,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9673176251188098, 1: 0.03268237488119016, 2: 0.0}]}",0.02,DM,-0.019999999999994134,-0.05829933279532351
1,5,0.33,0.8297502008100037,0.8985699929158361,0.8590954368378142,0.8217773936705407,0.8517773936705388,0.8347673936705394,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9930281928790634, 1: 0.006971807120936635, 2: 0.0}]}",0.03,DM,-0.02999999999999814,-0.06881979210583233
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.04,DM,-0.03271165039448054,-0.07167257286977613
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.05,DM,-0.03271165039448054,-0.07167257286977613
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.06,DM,-0.03271165039448054,-0.07167257286977613
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.07,DM,-0.03271165039448054,-0.07167257286977613
1,5,0.33,0.8301886792452831,0.9018612521150592,0.8607503607503607,0.8220458553791955,0.854757505773676,0.8362099999999987,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9999999999999999, 1: 1.196959198423997e-16, 2: 0.0}]}",0.08,DM,-0.03271165039448054,-0.07167257286977613
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,DM,-0.03790190041059904,-0.043179721928056636
2,1,0.33,0.827930174563591,0.8360617802335847,0.8313564788285811,0.8252833530106313,0.8352833530106283,0.8296366863439604,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.457071227892339, 1: 0.542928772107661, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,DM,-0.009999999999997011,-0.008131605669993713
2,1,0.33,0.827930174563591,0.8474375068048484,0.8361497142669794,0.8252833530106313,0.8452833530106281,0.8339900196772937,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.2950364884382516, 1: 0.7049635115617484, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,DM,-0.019999999999996798,-0.019507332241257447
2,1,0.33,0.827930174563591,0.8588132333761123,0.8409429497053756,0.8252833530106313,0.855283353010629,0.838343353010627,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.133001748984147, 1: 0.866998251015853, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,DM,-0.029999999999997695,-0.03088305881252129
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.04,DM,-0.03790190041059904,-0.043179721928056636
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.05,DM,-0.03790190041059904,-0.043179721928056636
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0000000000000018, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.06,DM,-0.03790190041059904,-0.043179721928056636
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.07,DM,-0.03790190041059904,-0.043179721928056636
2,1,0.33,0.8266832917705735,0.8698630136986302,0.8448773448773449,0.8255667060212571,0.8634686064318562,0.842066666666667,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.08,DM,-0.03790190041059904,-0.043179721928056636
2,2,0.33,0.8360864040660737,0.8714524207011686,0.8513708513708513,0.8214862492685852,0.8529976762199873,0.8350466666666656,2,"{'branching': ['Weight4', 'Height4', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,DM,-0.03151142695140219,-0.035366016635094866
2,2,0.33,0.8360864040660737,0.8453493058584997,0.8400896350716031,0.8214862492685852,0.8314862492685791,0.8257895826019097,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.3553583134263225, 1: 0.6446416865736775, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.01,DM,-0.009999999999993903,-0.009262901792425948
2,2,0.33,0.8360864040660737,0.8500644001579245,0.8421273994910509,0.8214862492685852,0.8414862492685796,0.8300929159352433,2,"{'branching': ['VKORC1.A.A', 'Asian', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.49274708866935124, 1: 0.5072529113306488, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.02,DM,-0.019999999999994467,-0.013977996091850797
2,2,0.33,0.8360864040660737,0.8696183744810835,0.8505782152338877,0.8214862492685852,0.8514862492685801,0.8343962492685763,2,"{'branching': ['Weight4', 'Black.or.African.American', 'VKORC1.A.A'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.024968038314351793, 1: 0.9750319616856482, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",0.03,DM,-0.02999999999999492,-0.03353197041500977
