seed,split,randomization,white_realized_outcome_oos,non_white_realized_outcome_oos,realized_outcome_oos,white_dr_outcome,non_white_dr_outcome,dr_outcome,tree_depth,tree,fairness,method
3,1,0.33,0.8054862842892768,0.8493150684931506,0.823953823953824,0.8669066713520555,0.8896225077307259,0.8767956321222411,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.1102230246251565e-16, 1: 0.9999999999999999, 2: 0.0}, {0: 0.9999999999999998, 1: 2.220446049250313e-16, 2: 0.0}]}",1.0,IPW
3,2,0.33,0.829733163913596,0.8564273789649416,0.8412698412698413,0.8338581306750805,0.8442795836798902,0.8383428292848186,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age1.2'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,3,0.33,0.8360655737704918,0.8583473861720068,0.8455988455988456,0.8842392122241427,0.8753202887224718,0.8803832642969237,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 6.661338147750939e-16, 1: 0.9999999999999993, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
3,4,0.33,0.821831869510665,0.8455008488964346,0.8318903318903319,0.8930741373917479,0.8727478346682095,0.8842592974439709,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Height4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
3,5,0.33,0.8327044025157233,0.8764805414551607,0.8513708513708513,0.848498798660604,0.8957033352708362,0.8689383630128411,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age1.2'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,1,0.33,0.8154613466334164,0.8698630136986302,0.8383838383838383,0.8343871007113216,0.8678699642704627,0.8489633073140614,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
4,2,0.33,0.832274459974587,0.8480801335559266,0.8391053391053391,0.8287866378299312,0.9210190711434548,0.86847732829918,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0000000000000002, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,3,0.33,0.8297604035308953,0.8718381112984823,0.8477633477633477,0.8289813129792293,0.8992136836755873,0.8593451079102827,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
4,4,0.33,0.8180677540777918,0.8675721561969439,0.8391053391053391,0.8086938186626333,0.899968997768679,0.8482768213349581,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
4,5,0.33,0.8452830188679246,0.8849407783417935,0.8621933621933622,0.8272891743982542,0.8943532569479639,0.8563279221422813,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,1,0.33,0.830423940149626,0.8664383561643836,0.8455988455988456,0.8625131709053846,0.8969582907821887,0.8775082797584114,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 3.3306690738754696e-16, 1: 0.9999999999999997, 2: 0.0}]}",1.0,IPW
5,2,0.33,0.8449809402795425,0.8530884808013356,0.8484848484848485,0.8751858206948867,0.8873336792585444,0.8804134491634521,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,3,0.33,0.8348045397225725,0.8785834738617201,0.8535353535353535,0.8437147662340291,0.8855546734627888,0.8618035527925997,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Age1.2'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,4,0.33,0.8306148055207027,0.8505942275042445,0.8391053391053391,0.8775896198116437,0.8709632219031056,0.8747159719186429,2,"{'branching': ['VKORC1.A.A', 'X.2..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
5,5,0.33,0.8465408805031447,0.8984771573604061,0.8686868686868687,0.8609987890572551,0.8522744827295342,0.8572211644173523,2,"{'branching': ['VKORC1.A.A', 'X.3..3', 'Weight4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
1,1,r0.06,0.7107231920199502,0.75,0.7272727272727273,1.5291030270281352,1.1479759498255298,1.3631857060859376,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,2,r0.06,0.7280813214739518,0.7445742904841403,0.7352092352092352,1.4792538847620966,1.1985248186379165,1.3584468099733444,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,3,r0.06,0.7074401008827238,0.7774030354131535,0.7373737373737373,1.533390746877343,1.1686022744121616,1.3756805306148656,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,4,r0.06,0.7289836888331243,0.7640067911714771,0.7438672438672439,1.5683654512068088,1.1464603556917201,1.3853992747851014,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.9999999999999998, 1: 3.3306690738754696e-16, 2: 0.0}, {0: 3.3306690738754696e-16, 1: 0.9999999999999996, 2: 0.0}]}",1.0,IPW
1,5,r0.06,0.7886792452830189,0.8494077834179357,0.8145743145743146,1.4524205760285354,1.072731037273497,1.2880150057476176,2,"{'branching': ['Asian', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,1,r0.06,0.6321695760598504,0.773972602739726,0.6919191919191919,1.331158055982656,1.4373919680352496,1.377405219029561,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,2,r0.06,0.6823379923761118,0.8781302170283807,0.766955266955267,1.4926134794820551,1.3452974425992468,1.4292184782768242,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,3,r0.06,0.6683480453972257,0.8701517706576728,0.7546897546897547,1.4970685631315699,1.3325602963814975,1.4259461558065716,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,4,r0.06,0.6700125470514429,0.8709677419354839,0.7554112554112554,1.5426605350712324,1.344014835428202,1.4565145166593478,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,5,r0.06,0.690566037735849,0.8934010152284264,0.7770562770562771,1.4961765478654785,1.3759006713687867,1.4440970933424284,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0000000000000002, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,1,r0.06,0.7905236907730673,0.8373287671232876,0.8102453102453102,1.568005840830571,1.1831065231726756,1.400446337876805,2,"{'branching': ['Asian', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,2,r0.06,0.6759847522236341,0.7445742904841403,0.7056277056277056,1.4325664815251795,1.3435748874644113,1.3942704322143458,2,"{'branching': ['Weight2', 'Age7', 'Age3.4'], 'leaves': [{0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,3,r0.06,0.7906683480453972,0.8330522765598651,0.8088023088023089,1.5419769953703253,1.1731573079581428,1.382523950512459,2,"{'branching': ['Asian', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,4,r0.06,0.7176913425345044,0.7504244482173175,0.7316017316017316,1.574027398643934,1.1928615052801623,1.4087284562218332,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 3.885780586188048e-15, 1: 0.9999999999999962, 2: 0.0}]}",1.0,IPW
3,5,r0.06,0.7962264150943397,0.8494077834179357,0.8189033189033189,1.5203047808267365,1.103085322334974,1.339648755299748,2,"{'branching': ['Asian', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 5.551115123125783e-17, 1: 0.9999999999999999, 2: 0.0}]}",1.0,IPW
4,1,r0.06,0.6334164588528678,0.7671232876712328,0.6897546897546898,1.3686149641821383,1.5120841392646662,1.4310718784014114,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,2,r0.06,0.6429479034307497,0.7646076794657763,0.6955266955266955,1.3564746678373862,1.4740891261820963,1.4070880897450835,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,3,r0.06,0.7288776796973518,0.7672849915682968,0.7453102453102453,1.4142895417938246,1.4508158597064706,1.4300810865713975,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,4,r0.06,0.6286072772898369,0.7724957555178268,0.6897546897546898,1.3723256150215792,1.5371250655606796,1.4437936434053933,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,5,r0.06,0.6779874213836478,0.7461928934010152,0.7070707070707071,1.3723500004114886,1.5511264532542908,1.449760204492441,2,"{'branching': ['Weight2', 'Age7', 'Age3.4'], 'leaves': [{0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,1,r0.06,0.7194513715710723,0.7517123287671232,0.733044733044733,1.378354118270938,1.4162770937867062,1.3948632536121044,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,2,r0.06,0.6709021601016518,0.7946577629382304,0.7243867243867244,1.5577504140264018,1.3001775119073047,1.4469082084811424,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Height3'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
5,3,r0.06,0.6759142496847415,0.8802698145025295,0.7633477633477633,1.5503418698540792,1.283725700384406,1.4350748125867079,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,4,r0.06,0.6762860727728983,0.7640067911714771,0.7135642135642135,1.4255276382815685,1.4279746832190843,1.42658884010278,2,"{'branching': ['Weight2', 'X.1..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,5,r0.06,0.6716981132075471,0.7326565143824028,0.6976911976911977,1.4216964826382388,1.4998972507347175,1.4555574152240167,2,"{'branching': ['Weight2', 'Age7', 'Age3.4'], 'leaves': [{0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,1,r0.11,0.6982758620689655,0.7578397212543554,0.7229437229437229,1.5194521624498756,1.0421276980992145,1.3100658307547297,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,2,r0.11,0.7122207621550591,0.7568,0.7323232323232324,1.5445989536174132,1.0230636931414745,1.3246849187833944,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 5.551115123125783e-17, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,3,r0.11,0.7098844672657253,0.729818780889621,0.7186147186147186,1.4966228757036009,1.1021920961094944,1.3279379789638595,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,4,r0.11,0.7048114434330299,0.7568881685575365,0.727994227994228,1.51714684178786,1.0772391066385436,1.3304793261728736,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
1,5,r0.11,0.7150259067357513,0.749185667752443,0.7301587301587301,1.5572267463869636,1.0043409670908152,1.3220659949263198,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 0.9999999999999997, 1: 3.3306690738754696e-16, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,1,r0.11,0.6795511221945137,0.8801369863013698,0.7640692640692641,1.4126945003160307,1.3825673842257469,1.3995791624447025,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,2,r0.11,0.6645489199491741,0.8130217028380634,0.7287157287157288,1.4128345674289298,1.3453157778103462,1.3837789816297015,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Height3'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
2,3,r0.11,0.6683480453972257,0.8701517706576728,0.7546897546897547,1.4207121783447745,1.375064961358606,1.4009773648677792,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,4,r0.11,0.6700125470514429,0.8709677419354839,0.7554112554112554,1.4512933986085652,1.3670065987868039,1.41474102308585,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 2.7755575615628914e-16, 1: 1.0, 2: 0.0}, {0: 1.0000000000000007, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
2,5,r0.11,0.660377358490566,0.8071065989847716,0.7229437229437229,1.4354516708998581,1.3802920158159602,1.4115675402484795,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Weight3'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
3,1,r0.11,0.7166454891994918,0.7362270450751253,0.7251082251082251,1.536834392116458,1.1405972350076552,1.3663203355073126,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 2.220446049250313e-16, 1: 0.9999999999999998, 2: 0.0}]}",1.0,IPW
3,2,r0.11,0.7146596858638743,0.7443729903536977,0.727994227994228,1.460344765215338,1.2146081604580024,1.3564800936045693,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,3,r0.11,0.7810126582278482,0.8238255033557047,0.7994227994227994,1.5332137893750046,1.1664647935103996,1.3750227224920928,2,"{'branching': ['Asian', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
3,4,r0.11,0.7227848101265822,0.75,0.7344877344877345,1.5523822764604323,1.1944285319620203,1.3979848946667908,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
