"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
-1,"1",-1,"1",-1,"1",1,"0",-1,"0",0.250969529141175,0.161491146072868,"0",0.924141819978756,0.250969529141175,0.933655956772472
1,"1",1,"1",-1,"1",1,"0",1,"1",0.6511937653528,0.770488236292409,"1",0.731058578630005,0.770488236292409,0.553759713684762
1,"1",-1,"1",-1,"1",1,"0",1,"0",0.439957662852717,0.637944625037081,"0",0.731058578630005,0.439957662852717,0.909247086427902
-1,"0",1,"0",1,"0",1,"0",-1,"0",0.674908823270268,0.435999212264975,"1",0.817574476193644,0.435999212264975,0.814979333067394
1,"0",-1,"1",1,"1",1,"0",-1,"1",0.434141206919446,0.632353096372931,"1",0.268941421369995,0.632353096372931,0.545806453138989
-1,"0",1,"1",1,"0",-1,"0",-1,"0",0.487504150991994,0.30470800527643,"0",0.622459331201855,0.487504150991994,0.720248881439807
-1,"1",1,"0",-1,"0",-1,"0",-1,"0",0.26903252700174,0.155799682757693,"1",0.0758581800212435,0.155799682757693,0.0513923438146245
-1,"0",1,"1",-1,"1",1,"0",-1,"0",0.494253031084866,0.299219933157234,"0",0.622459331201855,0.494253031084866,0.493637934620734
1,"1",-1,"1",1,"1",-1,"0",-1,"0",0.218730310578601,0.480908196459066,"0",0.952574126822433,0.218730310578601,0.971452204611769
-1,"1",1,"1",1,"1",-1,"0",1,"1",0.692454306086979,0.455836670276618,"1",0.817574476193644,0.455836670276618,0.715776069871672
-1,"0",-1,"1",1,"1",-1,"0",-1,"1",0.27383243205204,0.161637379583254,"0",0.924141819978756,0.27383243205204,0.673638497748558
1,"1",1,"0",1,"1",1,"1",-1,"1",0.729938204268418,0.862144364187157,"0",0.119202922022118,0.729938204268418,0.117340361763508
-1,"0",1,"0",-1,"0",1,"0",1,"1",0.685707032813859,0.453478506090188,"0",0.182425523806356,0.685707032813859,0.126687501761428
1,"1",1,"1",-1,"1",1,"0",1,"0",0.632871627297973,0.776517027103356,"1",0.731058578630005,0.776517027103356,0.328927596804201
-1,"1",1,"0",-1,"0",-1,"0",1,"0",0.472774026493243,0.308062659181682,"0",0.622459331201855,0.472774026493243,0.85574419580745
1,"1",-1,"1",1,"1",-1,"1",-1,"0",0.343522934757169,0.567820823391379,"0",0.880797077977882,0.343522934757169,0.9493520247314
-1,"1",1,"0",1,"0",-1,"1",-1,"0",0.570687364518189,0.375369509266817,"1",0.622459331201855,0.375369509266817,0.331144428698782
-1,"0",-1,"0",1,"1",-1,"0",1,"1",0.489044963692313,0.321307827071318,"1",0.377540668798145,0.321307827071318,0.756770121046836
-1,"0",-1,"1",1,"0",1,"1",1,"1",0.799739835880678,0.535787701737214,"1",0.924141819978757,0.535787701737214,0.861404894220531
1,"1",1,"0",1,"0",-1,"0",1,"0",0.626826139723722,0.775129642310123,"0",0.268941421369995,0.626826139723722,0.723035249452559
1,"1",1,"0",1,"0",1,"0",1,"1",0.83335078084806,0.929553736106211,"1",0.952574126822433,0.929553736106211,0.841991206631235
-1,"0",-1,"1",-1,"1",-1,"0",-1,"0",0.077310480453515,0.00710335981243731,"0",0.989013057369407,0.077310480453515,0.963376748328786
1,"0",-1,"0",1,"0",1,"1",1,"1",0.733581609313445,0.862159724632524,"1",0.880797077977882,0.862159724632524,0.85274322566104
1,"0",-1,"0",-1,"1",1,"1",-1,"0",0.316573437451392,0.562168864874866,"1",0.119202922022118,0.562168864874866,0.26107618173738
-1,"0",1,"1",-1,"0",-1,"0",1,"1",0.489755275847433,0.301126069680642,"0",0.622459331201855,0.489755275847433,0.621947282785875
1,"0",-1,"1",-1,"0",-1,"1",-1,"1",0.11235553117444,0.420457130860626,"0",0.982013790037908,0.11235553117444,0.968427721560691
-1,"1",1,"0",1,"0",-1,"1",1,"0",0.790762238014779,0.516507758317835,"0",0.0758581800212434,0.790762238014779,0.393622788095974
-1,"0",1,"0",-1,"1",1,"0",1,"1",0.664661079511308,0.447673858833613,"1",0.817574476193644,0.447673858833613,0.943433171697492
1,"0",1,"0",-1,"1",-1,"0",-1,"0",0.220702979761438,0.475017371991414,"0",0.952574126822433,0.220702979761438,0.851833132975733
-1,"1",1,"0",-1,"1",-1,"1",-1,"1",0.380631605599247,0.223831969001822,"0",0.817574476193644,0.380631605599247,0.624039288913713
1,"0",1,"1",1,"1",1,"0",-1,"1",0.644419590227013,0.773456733381194,"1",0.731058578630005,0.773456733381194,0.855100416394407
-1,"0",-1,"1",1,"1",1,"1",1,"1",0.783463590606986,0.534606146861314,"1",0.924141819978757,0.534606146861314,0.937645766332886
-1,"0",1,"1",-1,"1",-1,"0",1,"0",0.492351547560166,0.315468075367561,"1",0.377540668798145,0.315468075367561,0.367443127294248
-1,"1",1,"1",1,"1",1,"1",-1,"1",0.797782521016138,0.519126265944671,"1",0.924141819978757,0.519126265944671,0.889789045444307
-1,"1",1,"1",-1,"0",-1,"0",1,"0",0.474244186536913,0.306414260260717,"0",0.622459331201855,0.474244186536913,0.924491673576023
-1,"0",1,"1",1,"1",-1,"1",1,"1",0.799492417303756,0.514966343065382,"1",0.924141819978757,0.514966343065382,0.930745879491192
1,"0",1,"1",1,"0",1,"1",1,"0",0.945821435678641,0.994437324455247,"1",0.982013790037908,0.994437324455247,0.844774016160412
1,"1",1,"1",-1,"1",1,"0",1,"0",0.623567921475645,0.768934577587252,"0",0.268941421369995,0.623567921475645,0.671072403195799
1,"1",1,"1",1,"0",1,"1",1,"1",0.949891861836003,1,"1",0.982013790037908,1,0.824166212824632
1,"0",-1,"1",-1,"1",1,"0",1,"0",0.430561038774733,0.626439799977772,"0",0.731058578630005,0.430561038774733,0.773154468772467
-1,"0",-1,"0",-1,"1",-1,"0",-1,"0",0.0543401309595756,0,"0",0.989013057369407,0.0543401309595756,0.927246570461199
-1,"1",1,"0",1,"0",1,"1",-1,"1",0.79177395740951,0.527421503339823,"1",0.924141819978757,0.527421503339823,0.87321323125074
1,"1",-1,"1",-1,"1",-1,"0",1,"1",0.208959506456395,0.496698171226138,"0",0.952574126822433,0.208959506456395,0.956032347947123
1,"1",-1,"0",-1,"1",1,"0",1,"0",0.4265723426661,0.63353785118247,"0",0.731058578630005,0.4265723426661,0.829184483444749
