"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
-1,"1",-1,"0",-1,"1",-1,"0",1,"1",0.299636477370103,0.0780107982494989,"0",0.924141819978756,0.299636477370103,0.907357192325673
1,"0",-1,"0",-1,"1",1,"1",1,"1",0.572320048025805,0.670719397014758,"1",0.5,0.670719397014758,0.867027160312485
-1,"0",-1,"1",-1,"0",1,"0",1,"0",0.520391907443819,0.230909081837753,"0",0.622459331201855,0.520391907443819,0.484549830846724
1,"1",-1,"1",1,"0",1,"0",1,"1",0.663159088358674,0.751953016786449,"1",0.731058578630005,0.751953016786449,0.539955433147407
1,"1",-1,"0",-1,"0",-1,"1",-1,"0",0.121362056276406,0.349170028958043,"0",0.982013790037908,0.121362056276406,0.999447062269536
-1,"1",1,"1",1,"0",-1,"0",1,"0",0.735310736235794,0.401921562813156,"0",0.182425523806356,0.735310736235794,0.484519265601581
-1,"1",1,"0",1,"1",1,"1",-1,"1",0.854394330466323,0.466268153362666,"1",0.924141819978757,0.466268153362666,0.990755856036134
1,"1",-1,"1",-1,"0",-1,"0",-1,"1",0.016557258040193,0.256062414290664,"0",0.993307149075715,0.016557258040193,0.999678744155963
-1,"0",1,"0",-1,"1",-1,"1",1,"1",0.618112306320951,0.316780843782378,"1",0.622459331201855,0.316780843782378,0.927625276174335
1,"1",-1,"0",-1,"0",1,"0",-1,"0",0.226582551560995,0.430437911534027,"0",0.952574126822433,0.226582551560995,0.998825544348474
1,"1",-1,"1",1,"1",-1,"1",1,"1",0.576340441903033,0.675159419852762,"1",0.5,0.675159419852762,0.799606075903466
1,"1",1,"1",1,"1",1,"1",1,"0",1,0.998528380426194,"1",0.982013790037908,0.998528380426194,0.994369330378963
1,"0",1,"1",1,"1",-1,"1",-1,"0",0.576647482518829,0.681628388857866,"1",0.5,0.681628388857866,0.644666630331194
1,"0",-1,"0",1,"0",-1,"0",1,"1",0.485589334177472,0.598040674473589,"0",0.731058578630005,0.485589334177472,0.947367576269233
1,"0",-1,"1",1,"1",1,"1",-1,"0",0.557564919075396,0.669713398884304,"1",0.5,0.669713398884304,0.89804651244387
-1,"1",-1,"1",-1,"0",1,"1",-1,"1",0.397402943941407,0.155082659641417,"0",0.817574476193644,0.397402943941407,0.597936449912271
1,"1",-1,"1",1,"1",-1,"1",-1,"1",0.327311100311529,0.510472685847433,"0",0.880797077977882,0.327311100311529,0.758537755475789
-1,"0",1,"0",1,"0",-1,"0",-1,"0",0.505120805293954,0.226842725399199,"0",0.622459331201855,0.505120805293954,0.920196421035337
-1,"1",1,"0",-1,"1",1,"1",1,"0",0.846031022515737,0.47574813133582,"1",0.924141819978757,0.47574813133582,0.978676569293781
1,"0",-1,"0",1,"0",1,"0",-1,"0",0.45112543508204,0.588647806946716,"0",0.731058578630005,0.45112543508204,0.957745212390887
1,"0",1,"1",-1,"1",-1,"1",1,"0",0.575456494807183,0.670052192082252,"0",0.5,0.575456494807183,0.372464250422952
1,"1",-1,"1",-1,"1",-1,"0",-1,"0",0,0.270916377475393,"0",0.993307149075715,0,0.998930409900043
-1,"0",1,"1",1,"1",-1,"0",1,"0",0.714864434958129,0.393621805913231,"1",0.817574476193644,0.393621805913231,0.955294821886401
1,"0",1,"1",1,"0",1,"1",-1,"1",0.77498022126816,0.842340134822859,"1",0.880797077977882,0.842340134822859,0.921594065933926
-1,"0",1,"0",1,"1",1,"0",1,"0",0.922534281077033,0.540122336419629,"1",0.970687769248644,0.540122336419629,0.99413676069817
1,"1",-1,"1",1,"0",1,"0",1,"1",0.675649953775708,0.753178232183528,"1",0.731058578630005,0.753178232183528,0.539955433147407
-1,"1",-1,"1",1,"1",-1,"1",1,"1",0.613124028109092,0.324535155752867,"1",0.622459331201855,0.324535155752867,0.974411925230905
-1,"0",-1,"1",1,"1",1,"0",1,"0",0.726986394798225,0.387004762503141,"1",0.817574476193644,0.387004762503141,0.990453221928444
1,"1",-1,"0",1,"1",1,"1",1,"0",0.779989886114542,0.826706101897696,"1",0.880797077977882,0.826706101897696,0.935896756614579
1,"0",-1,"0",-1,"1",-1,"1",-1,"0",0.130972649413165,0.352862832233213,"0",0.982013790037908,0.130972649413165,0.989010059411988
1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.345108535206142,0.512543310542961,"0",0.880797077977882,0.345108535206142,0.993112928838854
-1,"1",1,"0",-1,"0",1,"0",-1,"0",0.517225236505173,0.235009406388112,"0",0.622459331201855,0.517225236505173,0.952477351511341
1,"1",-1,"1",1,"1",1,"1",1,"0",0.802938795403226,0.841285312307703,"1",0.880797077977882,0.841285312307703,0.975441650561023
-1,"1",-1,"0",-1,"1",1,"0",-1,"0",0.290272007063347,0.0763544952002971,"1",0.0758581800212435,0.0763544952002971,0.0750007942795902
-1,"0",1,"1",1,"1",-1,"1",-1,"1",0.616400096900227,0.321458445649799,"1",0.622459331201855,0.321458445649799,0.974058220731403
1,"0",-1,"1",-1,"0",-1,"0",1,"1",0.230385362284018,0.433098409669647,"0",0.952574126822433,0.230385362284018,0.988926416380741
1,"1",-1,"1",-1,"1",1,"0",1,"1",0.444940653062969,0.59242107468674,"1",0.268941421369995,0.59242107468674,0.385857210680695
-1,"0",-1,"1",1,"0",-1,"0",-1,"1",0.274738368348545,0.0773484316640547,"0",0.924141819978756,0.274738368348545,0.896800239409787
1,"0",1,"1",-1,"0",-1,"0",1,"1",0.455028165199308,0.579841114009881,"0",0.731058578630005,0.455028165199308,0.952574833031888
-1,"1",1,"0",-1,"0",1,"0",1,"1",0.732863314941241,0.388819019581398,"0",0.182425523806356,0.732863314941241,0.424404167979983
-1,"1",-1,"1",1,"1",1,"1",1,"1",0.830139480388279,0.483702342738619,"1",0.924141819978757,0.483702342738619,0.998784978617474
-1,"0",1,"1",-1,"1",-1,"1",-1,"1",0.383345706446769,0.157237976197059,"0",0.817574476193644,0.383345706446769,0.264426843045111
-1,"1",-1,"0",-1,"0",1,"1",1,"0",0.620135402157012,0.308465603582267,"0",0.377540668798145,0.620135402157012,0.411747684412753
1,"1",-1,"1",1,"1",1,"0",-1,"0",0.444458329330151,0.595735544588473,"1",0.268941421369995,0.595735544588473,0.237794641403139
1,"1",1,"1",-1,"1",-1,"1",-1,"1",0.348982804981458,0.512786672348825,"0",0.880797077977882,0.348982804981458,0.90509542859343
1,"1",-1,"0",1,"1",-1,"1",1,"1",0.57842899786841,0.674384372545268,"1",0.5,0.674384372545268,0.594597886802937
-1,"1",-1,"0",1,"1",1,"0",-1,"1",0.510727636045279,0.231507151118492,"0",0.622459331201855,0.510727636045279,0.296441196778499
1,"0",1,"1",-1,"0",-1,"0",1,"0",0.447056011274831,0.597402698305499,"0",0.731058578630005,0.447056011274831,0.977557079356701
-1,"1",-1,"0",-1,"0",1,"0",1,"0",0.516122773835837,0.230904098185904,"0",0.622459331201855,0.516122773835837,0.876683108550035
-1,"0",1,"1",-1,"0",-1,"1",-1,"1",0.394206610215778,0.150504535062967,"1",0.182425523806356,0.150504535062967,0.277976271152527
1,"0",-1,"1",1,"1",1,"0",-1,"0",0.432405607374278,0.6089957428992,"0",0.731058578630005,0.432405607374278,0.535546992912042
1,"0",-1,"0",1,"0",1,"0",1,"0",0.66564474147979,0.746626545238552,"1",0.731058578630005,0.746626545238552,0.356095717976577
-1,"0",-1,"0",1,"0",1,"1",1,"1",0.848626646468262,0.471433011767176,"1",0.924141819978757,0.471433011767176,0.991471039859043
1,"1",1,"1",1,"0",-1,"1",-1,"0",0.568483397678525,0.675006259331429,"0",0.5,0.568483397678525,0.917155450322075
1,"0",-1,"1",1,"0",1,"1",1,"1",0.792526784017666,0.823104836916104,"1",0.880797077977882,0.823104836916104,0.970707024734348
1,"1",-1,"1",1,"1",1,"0",-1,"1",0.457905412076363,0.580031120937798,"0",0.731058578630005,0.457905412076363,0.596461486868168
1,"0",1,"1",-1,"0",1,"1",1,"0",0.810526021666386,0.826608061215056,"1",0.880797077977882,0.826608061215056,0.834259622452655
1,"1",-1,"1",-1,"0",-1,"0",1,"0",0.24048115745132,0.435482152519466,"0",0.952574126822433,0.24048115745132,0.998145906646646
-1,"0",-1,"0",1,"0",-1,"1",1,"0",0.61005069359572,0.303579899276868,"1",0.622459331201855,0.303579899276868,0.712915508495873
1,"0",-1,"0",1,"1",1,"0",1,"0",0.680154894396578,0.766096765451342,"0",0.268941421369995,0.680154894396578,0.200166012849612
1,"0",-1,"0",1,"0",-1,"1",-1,"0",0.358456412116019,0.522559438797525,"0",0.880797077977882,0.358456412116019,0.979663678987118
-1,"0",1,"1",-1,"0",-1,"1",1,"1",0.607157864182274,0.307368304059386,"1",0.622459331201855,0.307368304059386,0.828351862940209
1,"1",1,"0",1,"1",1,"1",1,"0",0.999136893499534,1,"1",0.982013790037908,1,0.984828548355041
-1,"1",1,"1",-1,"0",-1,"0",-1,"1",0.294277001184877,0.0872439692124909,"0",0.924141819978756,0.294277001184877,0.986547360168896
-1,"0",1,"0",1,"1",1,"1",-1,"1",0.828830355638391,0.469739455695499,"1",0.924141819978757,0.469739455695499,0.996654733985703
-1,"0",1,"0",1,"1",-1,"1",1,"1",0.839383936510219,0.475432458987785,"1",0.924141819978757,0.475432458987785,0.994252931129649
1,"0",-1,"1",1,"1",-1,"1",-1,"0",0.352000511276959,0.527483313078191,"0",0.880797077977882,0.352000511276959,0.710201929190366
