"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
-1,"1",-1,"1",-1,"1",-1,"0",-1,"1",0.051336137570488,0.00641314282923516,"1",0.0109869426305932,0.00641314282923516,0.00764347948559629
1,"0",1,"0",-1,"0",1,"0",-1,"1",0.433568730368632,0.69443792314036,"0",0.731058578630005,0.433568730368632,0.917066921154191
1,"0",-1,"1",1,"1",-1,"0",1,"0",0.42325980925843,0.68494319384059,"0",0.731058578630005,0.42325980925843,0.709284511532296
-1,"0",1,"0",-1,"0",1,"0",-1,"0",0.471024837199449,0.335801902172005,"0",0.622459331201855,0.471024837199449,0.856990789227155
-1,"0",-1,"1",-1,"0",1,"0",-1,"0",0.244297704634888,0.167505028869009,"0",0.924141819978756,0.244297704634888,0.946282800873898
-1,"1",1,"0",-1,"0",-1,"0",-1,"1",0.265393087732723,0.158479921013316,"0",0.924141819978756,0.265393087732723,0.974389501182839
1,"1",-1,"0",1,"0",1,"0",-1,"1",0.402491425411347,0.690125107044472,"0",0.731058578630005,0.402491425411347,0.819446113570176
-1,"1",1,"1",-1,"1",-1,"0",1,"0",0.493865329704458,0.331504733279631,"0",0.622459331201855,0.493865329704458,0.667489139395223
-1,"1",-1,"0",-1,"0",-1,"0",-1,"0",0.0535377473156454,0,"0",0.989013057369407,0.0535377473156454,0.991534564602652
1,"0",1,"1",-1,"1",1,"1",1,"1",0.713173657728463,0.92344596882289,"1",0.880797077977882,0.92344596882289,0.80617811413607
-1,"0",-1,"0",-1,"1",-1,"0",1,"0",0.257066810995817,0.172574471524226,"0",0.924141819978756,0.257066810995817,0.964816006622638
1,"1",-1,"1",-1,"1",-1,"0",-1,"0",0,0.375959887252929,"0",0.993307149075715,0,0.989152855249111
-1,"0",-1,"0",1,"1",-1,"0",-1,"0",0.243291820390432,0.163137762355784,"0",0.924141819978756,0.243291820390432,0.966765650052319
1,"1",-1,"0",-1,"0",1,"0",-1,"0",0.218014040193605,0.52335729834758,"0",0.952574126822433,0.218014040193605,0.95476665538971
-1,"1",-1,"0",-1,"0",-1,"0",-1,"1",0.0458546578301523,0.00759865600617382,"0",0.989013057369407,0.0458546578301523,0.994760196889264
1,"1",1,"0",1,"0",1,"1",-1,"1",0.731057461807241,0.92215991038513,"1",0.880797077977882,0.92215991038513,0.812192283238428
-1,"0",1,"0",1,"1",1,"1",1,"0",1,0.713624172375113,"1",0.989013057369407,0.713624172375113,0.971497944864928
-1,"1",-1,"1",1,"0",1,"0",1,"0",0.656454874470815,0.481085920482332,"1",0.817574476193644,0.481085920482332,0.8465977786905
-1,"0",1,"1",-1,"0",1,"0",1,"0",0.668366611746924,0.474044760048518,"0",0.182425523806356,0.668366611746924,0.306270108695592
-1,"1",1,"1",-1,"1",1,"1",-1,"0",0.576362555523367,0.413686779391558,"1",0.622459331201855,0.413686779391558,0.607531213581936
1,"1",1,"1",-1,"0",1,"1",-1,"1",0.514496159014423,0.764768061540125,"1",0.5,0.764768061540125,0.493362612920674
1,"0",-1,"0",1,"1",-1,"1",1,"0",0.516495339321728,0.764181946718153,"1",0.5,0.764181946718153,0.487122403750368
1,"0",-1,"1",-1,"1",1,"0",1,"1",0.407572534945773,0.699612846100014,"1",0.268941421369995,0.699612846100014,0.174862116601467
-1,"0",1,"0",-1,"0",-1,"0",-1,"0",0.26930690737672,0.167519528920637,"0",0.924141819978756,0.26930690737672,0.974264737613493
1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.309638270400419,0.589555467744688,"0",0.880797077977882,0.309638270400419,0.809136944860754
-1,"0",1,"0",-1,"1",-1,"0",-1,"1",0.265000974526951,0.1701169448467,"0",0.924141819978756,0.265000974526951,0.986155240747886
1,"0",1,"0",-1,"1",-1,"1",-1,"0",0.321358698612396,0.611958359039211,"0",0.880797077977882,0.321358698612396,0.927109657898922
1,"1",1,"1",1,"0",-1,"1",1,"1",0.729513392672863,0.922589019188372,"1",0.880797077977882,0.922589019188372,0.902836735953317
1,"0",-1,"0",-1,"1",1,"1",-1,"0",0.320244173542182,0.616837049609597,"1",0.119202922022118,0.616837049609597,0.0905266079369475
-1,"0",1,"1",1,"1",1,"0",1,"0",0.868550636939127,0.648915094130367,"1",0.970687769248644,0.648915094130367,0.936343031298833
1,"1",-1,"0",-1,"0",1,"1",1,"1",0.519269071682351,0.774602514669375,"1",0.5,0.774602514669375,0.478996216733126
1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.326787987217118,0.613171909421211,"0",0.880797077977882,0.326787987217118,0.809136944860754
-1,"0",-1,"1",-1,"1",1,"0",1,"0",0.46240352980772,0.331019458368506,"0",0.622459331201855,0.46240352980772,0.718882346675801
-1,"0",1,"0",-1,"0",-1,"1",1,"1",0.57002749579482,0.405268361079655,"1",0.622459331201855,0.405268361079655,0.338888110459907
-1,"1",1,"1",-1,"0",1,"0",1,"1",0.686095211669318,0.478053598796477,"1",0.817574476193644,0.478053598796477,0.692669116473279
-1,"0",1,"0",1,"0",-1,"1",-1,"0",0.58012744104859,0.405865381620173,"0",0.377540668798145,0.58012744104859,0.5607788695318
-1,"0",-1,"0",1,"0",-1,"0",1,"0",0.466499900829984,0.325165903256188,"1",0.377540668798145,0.325165903256188,0.24191171241836
1,"0",1,"0",1,"0",-1,"0",-1,"1",0.410047671177358,0.69457335989593,"0",0.731058578630005,0.410047671177358,0.902600658057534
1,"0",-1,"0",-1,"1",-1,"0",1,"0",0.206371882244111,0.527052074110043,"0",0.952574126822433,0.206371882244111,0.968962178364259
1,"0",-1,"0",-1,"0",-1,"1",1,"0",0.307442042846463,0.585510492423512,"0",0.880797077977882,0.307442042846463,0.872403556492131
-1,"0",1,"0",-1,"1",-1,"0",-1,"1",0.242433304620642,0.169777408759718,"0",0.924141819978756,0.242433304620642,0.986155240747886
1,"1",1,"1",1,"1",1,"0",-1,"1",0.636780647361566,0.85538311988278,"1",0.731058578630005,0.85538311988278,0.616518732006091
-1,"1",-1,"0",1,"1",1,"1",1,"1",0.795123447564649,0.559497262257561,"1",0.924141819978757,0.559497262257561,0.871743842166528
1,"0",-1,"1",-1,"1",-1,"0",-1,"1",0.00411129221329137,0.358464246455596,"0",0.993307149075715,0.00411129221329137,0.995822558123163
1,"0",-1,"1",1,"1",1,"1",-1,"1",0.515958825915043,0.76313081284716,"0",0.5,0.515958825915043,0.559977297723633
1,"0",1,"1",-1,"1",-1,"0",1,"1",0.411558644113916,0.678159711864825,"0",0.731058578630005,0.411558644113916,0.85661392755468
1,"1",1,"1",-1,"0",-1,"0",1,"0",0.404548283358736,0.682789640721317,"0",0.731058578630005,0.404548283358736,0.663156556377981
-1,"1",1,"0",1,"0",-1,"1",1,"1",0.793104084519978,0.586015389175912,"1",0.924141819978757,0.586015389175912,0.861726342470655
-1,"0",-1,"1",-1,"0",-1,"1",-1,"1",0.164595261230215,0.096110235135618,"0",0.970687769248644,0.164595261230215,0.978659094168289
-1,"1",-1,"0",1,"0",1,"0",1,"1",0.696092639317905,0.494393094950885,"1",0.817574476193644,0.494393094950885,0.667319859284333
-1,"0",1,"0",-1,"0",1,"0",1,"0",0.684186750054199,0.483948219360618,"1",0.817574476193644,0.483948219360618,0.571627970125045
-1,"0",1,"1",1,"0",1,"1",-1,"0",0.792563316832076,0.564366711018771,"1",0.924141819978757,0.564366711018771,0.893604317614614
-1,"0",-1,"0",1,"0",-1,"1",1,"1",0.583937838184044,0.415091532630746,"0",0.377540668798145,0.583937838184044,0.563572481389601
-1,"1",1,"0",1,"0",-1,"1",1,"1",0.786869323508745,0.579803479640178,"0",0.0758581800212434,0.786869323508745,0.138273657529345
-1,"0",-1,"1",-1,"1",1,"1",1,"1",0.560852435733012,0.421217674511771,"0",0.377540668798145,0.560852435733012,0.513089772488292
-1,"0",1,"0",1,"0",1,"0",1,"1",0.897614013331956,0.643859152087452,"1",0.970687769248644,0.643859152087452,0.861228290126151
-1,"1",1,"1",-1,"0",1,"0",1,"0",0.665438637304913,0.487380706523328,"1",0.817574476193644,0.487380706523328,0.785090649355732
-1,"1",1,"0",1,"0",-1,"0",-1,"0",0.478632095348878,0.335020801377177,"0",0.622459331201855,0.478632095348878,0.756919608799127
1,"1",1,"1",-1,"0",-1,"1",-1,"1",0.324523657761789,0.592698477943673,"0",0.880797077977882,0.324523657761789,0.866441373752322
1,"1",1,"1",-1,"0",1,"1",1,"0",0.743105009290709,0.932922204003835,"1",0.880797077977882,0.932922204003835,0.926587806825379
-1,"1",1,"1",-1,"1",-1,"0",1,"1",0.478512933421029,0.32618159008376,"1",0.377540668798145,0.32618159008376,0.235087077199893
-1,"0",-1,"1",1,"1",-1,"0",-1,"0",0.255840500102139,0.171552021323902,"0",0.924141819978756,0.255840500102139,0.944864785186122
-1,"0",1,"0",-1,"1",1,"0",1,"0",0.677722415893384,0.495586880073455,"0",0.182425523806356,0.677722415893384,0.465214865867362
-1,"0",-1,"1",-1,"0",-1,"1",-1,"0",0.140879587773511,0.0799441960787856,"0",0.970687769248644,0.140879587773511,0.965861750058913
-1,"1",1,"0",1,"1",-1,"1",-1,"1",0.570333578599804,0.411567399645601,"1",0.622459331201855,0.411567399645601,0.40168669543226
-1,"1",-1,"1",1,"1",-1,"1",-1,"1",0.372374295640402,0.246284112873163,"0",0.817574476193644,0.372374295640402,0.814078494677488
1,"0",1,"1",-1,"0",-1,"1",1,"0",0.517367148777618,0.763729383070834,"1",0.5,0.763729383070834,0.553333421800749
