split,randomization,budget,tree_depth,propensity_score_pred,ml,oos_regret,oos_optimal_treatment,oos_avg_outcome,tree
1,0.1,0.14,1,log,linear,98.77085390302861,0.6928,0.4859190869458401,"{'branching': ['V1.8'], 'leaves': [{0: 0.3137254901960783, 1: 0.6862745098039217}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.14,1,log,lasso,112.07281158559265,0.6496,0.48458889117758497,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9598214285714285, 1: 0.04017857142857151}]}"
1,0.1,0.15,1,tree,linear,92.9963192725555,0.6994,0.486496540408888,"{'branching': ['V1.8'], 'leaves': [{0: 0.2647058823529411, 1: 0.7352941176470589}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.15,1,tree,lasso,107.73372057317405,0.6949,0.48502280027882577,"{'branching': ['V1.7'], 'leaves': [{0: 0.48979591836734704, 1: 0.510204081632653}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.15,1,log,linear,92.9963192725555,0.7008,0.486496540408888,"{'branching': ['V1.8'], 'leaves': [{0: 0.2647058823529411, 1: 0.7352941176470589}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.15,1,log,lasso,113.90548063076628,0.6465,0.48440562427306605,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9486607142857143, 1: 0.05133928571428571}]}"
1,0.1,0.16,1,tree,linear,87.22178464208241,0.7088,0.4870739938719356,"{'branching': ['V1.8'], 'leaves': [{0: 0.2156862745098039, 1: 0.7843137254901961}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.16,1,tree,lasso,102.9416793627422,0.7005,0.48550200439986885,"{'branching': ['V1.7'], 'leaves': [{0: 0.45578231292516974, 1: 0.5442176870748302}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.16,1,log,linear,87.22178464208238,0.7097,0.4870739938719356,"{'branching': ['V1.8'], 'leaves': [{0: 0.21568627450980393, 1: 0.7843137254901961}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.16,1,log,lasso,115.73814967594006,0.6467,0.4842223573685479,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9375, 1: 0.0625}]}"
1,0.1,0.17,1,tree,linear,81.44725001160924,0.7215,0.4876514473349824,"{'branching': ['V1.8'], 'leaves': [{0: 0.16666666666666663, 1: 0.8333333333333334}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.17,1,tree,lasso,98.14963815231027,0.7047,0.48598120852091253,"{'branching': ['V1.7'], 'leaves': [{0: 0.4217687074829932, 1: 0.5782312925170068}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.17,1,log,linear,81.44725001160926,0.7184,0.4876514473349824,"{'branching': ['V1.8'], 'leaves': [{0: 0.16666666666666674, 1: 0.8333333333333333}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.17,1,log,lasso,117.57081872111375,0.6431,0.48403909046403376,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9263392857142857, 1: 0.0736607142857143}]}"
1,0.1,0.18,1,tree,linear,75.67271538113613,0.7307,0.48822890079802894,"{'branching': ['V1.8'], 'leaves': [{0: 0.11764705882352944, 1: 0.8823529411764706}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.18,1,tree,lasso,93.35759694187912,0.7128,0.486460412641956,"{'branching': ['V1.7'], 'leaves': [{0: 0.38775510204081665, 1: 0.6122448979591834}, {0: 0.9999999999999998, 1: 0.0}]}"
1,0.1,0.18,1,log,linear,75.67271538113613,0.7274,0.48822890079802894,"{'branching': ['V1.8'], 'leaves': [{0: 0.11764705882352944, 1: 0.8823529411764706}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.18,1,log,lasso,75.67271538113611,0.7268,0.48822890079802894,"{'branching': ['V1.8'], 'leaves': [{0: 0.11764705882352934, 1: 0.8823529411764707}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.19,1,tree,linear,69.898180750663,0.7399,0.4888063542610777,"{'branching': ['V1.8'], 'leaves': [{0: 0.06862745098039214, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.19,1,tree,lasso,88.56555573144651,0.7245,0.4869396167629976,"{'branching': ['V1.7'], 'leaves': [{0: 0.3537414965986394, 1: 0.6462585034013606}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.19,1,log,linear,69.898180750663,0.7382,0.4888063542610777,"{'branching': ['V1.8'], 'leaves': [{0: 0.06862745098039214, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.19,1,log,lasso,69.89818075066299,0.7379,0.4888063542610777,"{'branching': ['V1.8'], 'leaves': [{0: 0.06862745098039216, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.2,1,tree,linear,64.12364612018989,0.7467,0.48938380772412565,"{'branching': ['V1.8'], 'leaves': [{0: 0.019607843137254943, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.2,1,tree,lasso,83.77351452101463,0.7335,0.48741882088404165,"{'branching': ['V1.7'], 'leaves': [{0: 0.3197278911564626, 1: 0.6802721088435374}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.2,1,log,linear,64.12364612018993,0.7469,0.48938380772412565,"{'branching': ['V1.8'], 'leaves': [{0: 0.0196078431372549, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.2,1,log,lasso,64.12364612018993,0.7485,0.48938380772412565,"{'branching': ['V1.8'], 'leaves': [{0: 0.0196078431372549, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.21,1,tree,linear,63.3806803876181,0.7493,0.48945810429738196,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9924623115577889, 1: 0.007537688442211036}]}"
1,0.1,0.21,1,tree,lasso,78.98147331058274,0.7412,0.4878980250050864,"{'branching': ['V1.7'], 'leaves': [{0: 0.2857142857142857, 1: 0.7142857142857143}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.21,1,log,linear,63.380680387617616,0.75,0.48945810429738196,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.992462311557789, 1: 0.007537688442211056}]}"
1,0.1,0.21,1,log,lasso,63.380680387617694,0.7486,0.48945810429738196,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.992462311557789, 1: 0.007537688442211032}]}"
1,0.1,0.22,1,tree,linear,65.99209392031273,0.745,0.48919696294411336,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9798994974874372, 1: 0.020100502512562814}]}"
1,0.1,0.22,1,tree,lasso,74.18943210015095,0.7476,0.48837722912612797,"{'branching': ['V1.7'], 'leaves': [{0: 0.25170068027210885, 1: 0.7482993197278911}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.22,1,log,linear,65.99209392031284,0.7451,0.48919696294411336,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9798994974874371, 1: 0.0201005025125629}]}"
1,0.1,0.22,1,log,lasso,65.99209392031277,0.7433,0.48919696294411336,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9798994974874373, 1: 0.02010050251256268}]}"
1,0.1,0.23,1,tree,linear,69.397390889719,0.7539,0.4888564332471714,"{'branching': ['V1.7'], 'leaves': [{0: 0.21768707482993196, 1: 0.782312925170068}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.23,1,tree,lasso,69.397390889719,0.7608,0.4888564332471714,"{'branching': ['V1.7'], 'leaves': [{0: 0.21768707482993196, 1: 0.782312925170068}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.23,1,log,linear,68.60350745300794,0.7395,0.4889358215908418,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9673366834170853, 1: 0.03266331658291466}]}"
1,0.1,0.23,1,log,lasso,68.60350745300792,0.7421,0.4889358215908418,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9673366834170855, 1: 0.03266331658291455}]}"
1,0.1,0.24,1,tree,linear,64.60534967928709,0.7637,0.48933563736821545,"{'branching': ['V1.7'], 'leaves': [{0: 0.18367346938775508, 1: 0.8163265306122449}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.24,1,tree,lasso,64.60534967928629,0.7639,0.4893356373682155,"{'branching': ['V1.7'], 'leaves': [{0: 0.18367346938775492, 1: 0.8163265306122451}, {0: 1.0000000000000002, 1: 0.0}]}"
1,0.1,0.24,1,log,linear,64.6053496792872,0.7669,0.48933563736821545,"{'branching': ['V1.7'], 'leaves': [{0: 0.18367346938775525, 1: 0.8163265306122447}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.24,1,log,lasso,71.21492098570295,0.7393,0.4886746802375732,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9547738693467337, 1: 0.045226130653266326}]}"
1,0.1,0.25,1,tree,linear,59.81330846885511,0.778,0.4898148414892589,"{'branching': ['V1.7'], 'leaves': [{0: 0.14965986394557823, 1: 0.8503401360544218}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.25,1,tree,lasso,59.81330846885511,0.7744,0.4898148414892589,"{'branching': ['V1.7'], 'leaves': [{0: 0.14965986394557823, 1: 0.8503401360544218}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.25,1,log,linear,59.8133084688552,0.7764,0.4898148414892589,"{'branching': ['V1.7'], 'leaves': [{0: 0.14965986394557818, 1: 0.8503401360544218}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.25,1,log,lasso,73.82633451839803,0.7337,0.4884135388843048,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9422110552763819, 1: 0.05778894472361809}]}"
1,0.1,0.26,1,tree,linear,55.021267258423364,0.7794,0.4902940456103013,"{'branching': ['V1.7'], 'leaves': [{0: 0.11564625850340135, 1: 0.8843537414965986}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.26,1,tree,lasso,55.02126725842334,0.7822,0.4902940456103013,"{'branching': ['V1.7'], 'leaves': [{0: 0.11564625850340136, 1: 0.8843537414965986}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.26,1,log,linear,55.02126725842332,0.7796,0.4902940456103013,"{'branching': ['V1.7'], 'leaves': [{0: 0.11564625850340138, 1: 0.8843537414965986}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.26,1,log,lasso,76.43774805109314,0.7296,0.4881523975310348,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9296482412060302, 1: 0.07035175879396985}]}"
1,0.1,0.27,1,tree,linear,50.22922604799144,0.7917,0.49077324973134484,"{'branching': ['V1.7'], 'leaves': [{0: 0.08163265306122447, 1: 0.9183673469387755}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.27,1,tree,lasso,50.22922604799142,0.7896,0.49077324973134484,"{'branching': ['V1.7'], 'leaves': [{0: 0.08163265306122448, 1: 0.9183673469387755}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.27,1,log,linear,50.22922604799144,0.7884,0.49077324973134484,"{'branching': ['V1.7'], 'leaves': [{0: 0.08163265306122447, 1: 0.9183673469387755}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.27,1,log,lasso,79.0491615837882,0.7237,0.48789125617776563,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9170854271356784, 1: 0.08291457286432162}]}"
1,0.1,0.28,1,tree,linear,45.43718483755964,0.7967,0.49125245385238614,"{'branching': ['V1.7'], 'leaves': [{0: 0.047619047619047616, 1: 0.9523809523809523}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.28,1,tree,lasso,45.43718483755964,0.7996,0.49125245385238614,"{'branching': ['V1.7'], 'leaves': [{0: 0.047619047619047616, 1: 0.9523809523809523}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.28,1,log,linear,45.43718483755964,0.7996,0.49125245385238614,"{'branching': ['V1.7'], 'leaves': [{0: 0.047619047619047616, 1: 0.9523809523809523}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.28,1,log,lasso,81.66057511648346,0.7247,0.48763011482449575,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9045226130653267, 1: 0.09547738693467334}]}"
1,0.1,0.29,1,tree,linear,40.645143627127695,0.8062,0.49173165797343216,"{'branching': ['V1.7'], 'leaves': [{0: 0.013605442176870748, 1: 0.9863945578231292}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.29,1,tree,lasso,40.645143627127695,0.808,0.49173165797343216,"{'branching': ['V1.7'], 'leaves': [{0: 0.01360544217687075, 1: 0.9863945578231292}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.29,1,log,linear,40.64514362712767,0.8069,0.49173165797343216,"{'branching': ['V1.7'], 'leaves': [{0: 0.013605442176870763, 1: 0.9863945578231292}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.29,1,log,lasso,40.645143627127695,0.8067,0.49173165797343216,"{'branching': ['V1.7'], 'leaves': [{0: 0.013605442176870748, 1: 0.9863945578231292}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.3,1,tree,linear,40.69110920239619,0.8075,0.4917270614159029,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9915014164305949, 1: 0.008498583569405098}]}"
1,0.1,0.3,1,tree,lasso,38.72832714295491,0.8103,0.49192333962184814,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.3,1,log,linear,40.69110920239607,0.8071,0.4917270614159029,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9915014164305949, 1: 0.008498583569405138}]}"
1,0.1,0.3,1,log,lasso,40.69110920239607,0.8066,0.4917270614159029,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9915014164305949, 1: 0.008498583569405138}]}"
1,0.1,0.31,1,tree,linear,43.962412634797865,0.804,0.49139993107266483,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9773371104815864, 1: 0.022662889518413595}]}"
1,0.1,0.31,1,tree,lasso,38.72832714295491,0.8103,0.49192333962184814,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.31,1,log,linear,43.962412634797865,0.801,0.49139993107266483,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9773371104815864, 1: 0.022662889518413595}]}"
1,0.1,0.31,1,log,lasso,43.962412634798014,0.8005,0.49139993107266483,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9773371104815863, 1: 0.022662889518413665}]}"
1,0.1,0.32,1,tree,linear,47.23371606719993,0.7982,0.49107280072942405,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9631728045325779, 1: 0.03682719546742208}]}"
1,0.1,0.32,1,tree,lasso,38.72832714295491,0.8103,0.49192333962184814,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.32,1,log,linear,47.23371606719988,0.7933,0.49107280072942405,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9631728045325779, 1: 0.036827195467422094}]}"
1,0.1,0.32,1,log,lasso,47.23371606719988,0.7938,0.49107280072942405,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9631728045325779, 1: 0.036827195467422094}]}"
1,0.1,0.33,1,tree,linear,50.505019499601836,0.7924,0.4907456703861838,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9490084985835695, 1: 0.050991501416430496}]}"
1,0.1,0.33,1,tree,lasso,38.72832714295491,0.8103,0.49192333962184814,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.33,1,log,linear,50.50501949960186,0.7897,0.4907456703861838,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9490084985835694, 1: 0.05099150141643061}]}"
1,0.1,0.33,1,log,lasso,50.50501949960192,0.7953,0.4907456703861838,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9490084985835694, 1: 0.050991501416430586}]}"
1,0.1,0.34,1,tree,linear,53.77632293200382,0.7823,0.49041854004294383,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9348441926345608, 1: 0.06515580736543924}]}"
1,0.1,0.34,1,tree,lasso,150.58162536298863,0.6092,0.48073800979984554,"{'branching': ['V2.5'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.32000000000000006, 1: 0.6799999999999999}]}"
1,0.1,0.34,1,log,linear,53.77632293200392,0.7856,0.49041854004294383,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9348441926345609, 1: 0.06515580736543909}]}"
1,0.1,0.34,1,log,lasso,53.77632293200378,0.7854,0.49041854004294394,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.934844192634561, 1: 0.06515580736543902}]}"
1,0.1,0.35,1,tree,linear,44.90375850666336,0.8108,0.4913057964854773,"{'branching': ['V1.6'], 'leaves': [{0: 0.10714285714285714, 1: 0.8928571428571429}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.35,1,tree,lasso,149.72772202867512,0.6084,0.48082340013327857,"{'branching': ['V2.5'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.3, 1: 0.7}]}"
1,0.1,0.35,1,log,linear,44.90375850666345,0.807,0.4913057964854773,"{'branching': ['V1.6'], 'leaves': [{0: 0.1071428571428571, 1: 0.8928571428571429}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.35,1,log,lasso,57.047626364405716,0.7791,0.49009140969970383,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9206798866855525, 1: 0.07932011331444755}]}"
1,0.1,0.36,1,tree,linear,41.05488478600662,0.8104,0.49169068385754316,"{'branching': ['V1.6'], 'leaves': [{0: 0.08163265306122436, 1: 0.9183673469387756}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.36,1,tree,lasso,148.8738186943617,0.6108,0.4809087904667078,"{'branching': ['V2.5'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.27999999999999997, 1: 0.7199999999999999}]}"
1,0.1,0.36,1,log,linear,41.05488478600664,0.8161,0.49169068385754316,"{'branching': ['V1.6'], 'leaves': [{0: 0.08163265306122447, 1: 0.9183673469387755}, {0: 1.0, 1: 0.0}]}"
1,0.1,0.36,1,log,lasso,60.318929796807616,0.7741,0.4897642793564628,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9065155807365439, 1: 0.09348441926345609}]}"
1,0.1,0.37,1,tree,linear,37.20601106534983,0.8235,0.49207557122960804,"{'branching': ['V1.6'], 'leaves': [{0: 0.05612244897959184, 1: 0.9438775510204082}, {0: 1.0, 1: 0.0}]}"
