method,file_name,num_rows,depth,branching_limit,time_limit,status,obj_value,gap,solve_time,regret_train,best_found_train,treatment_acc_train,regret_test,best_found_test,treatment_acc_test,prop_pred,ml,budget
IPW,data_train_enc_0.5_1,500,1,100.0,3600,2,293.8925130232035,0.0,1.1279752254486084,7.828677501578757,67.60000000000001,54.2,136.9191720139702,62.53999999999999,49.94,log,,
IPW,data_train_enc_0.5_3,500,1,100.0,3600,2,257.7452473742276,0.0,1.2827363014221191,8.847525100351518,73.2,50.4,267.176768919052,43.87,48.78,tree,,
IPW,data_train_enc_0.25_1,500,1,100.0,3600,2,317.6884354355608,0.0,1.204057216644287,7.828677501578757,67.60000000000001,53.8,136.9191720139702,62.53999999999999,49.62,log,,
IPW,data_train_enc_0.75_3,500,1,100.0,3600,2,262.6450933826758,0.0,1.6932671070098877,6.119796405305267,75.0,50.8,176.01828243425774,56.52,50.36000000000001,tree,,
IPW,data_train_enc_0.9_3,500,1,100.0,3600,2,261.19639491438176,0.0,1.0698659420013428,1.11463943412055,89.60000000000001,64.2,93.41694843558189,69.02000000000001,65.73,tree,,
IPW,data_train_enc_0.25_2,500,1,100.0,3600,2,253.30357311468725,0.0,1.2403008937835691,1.948859407221686,79.80000000000001,31.2,33.25745437557232,81.92,29.880000000000003,tree,,
IPW,data_train_enc_0.5_4,500,1,100.0,3600,2,315.81540581352345,0.0,1.0834507942199707,2.0957582790384457,81.2,47.6,45.06031748504173,78.08,49.44,tree,,
IPW,data_train_enc_0.25_1,500,1,100.0,3600,2,313.31713664894306,0.0,1.2835934162139893,7.828677501578757,67.60000000000001,53.8,136.9191720139702,62.53999999999999,49.62,tree,,
IPW,data_train_enc_0.1_4,500,1,100.0,3600,2,685.5033113972027,0.0,1.0270042419433594,9.645513290107957,51.8,30.2,32.56605426226452,81.81,26.69,log,,
IPW,data_train_enc_0.1_5,500,1,100.0,3600,2,506.4498616525194,0.0,1.4221477508544922,7.912250557599858,63.0,39.0,169.98054172935312,53.92,34.53,log,,
IPW,data_train_enc_0.1_4,500,1,100.0,3600,2,314.2399592708712,0.0,1.25195574760437,8.872758430216317,61.2,49.2,148.84461753956975,59.63,50.31,tree,,
IPW,data_train_enc_0.1_2,500,1,100.0,3600,2,379.8837277918543,0.0,0.8249590396881104,6.574261261987341,61.8,31.6,108.72835269107836,63.12,33.79,log,,
IPW,data_train_enc_0.5_1,500,1,100.0,3600,2,297.4852194826876,0.0,1.2177815437316897,7.828677501578757,67.60000000000001,54.2,136.9191720139702,62.53999999999999,49.94,tree,,
IPW,data_train_enc_0.1_3,500,1,100.0,3600,2,454.8843119696203,0.0,1.26566481590271,1.11463943412055,89.60000000000001,38.2,93.41694843558189,69.02000000000001,33.94,log,,
IPW,data_train_enc_0.1_2,500,1,100.0,3600,2,249.74880279096288,0.0,1.686115264892578,17.65329262828214,41.6,51.4,287.0977438247008,41.13,49.66,tree,,
IPW,data_train_enc_0.75_5,500,1,100.0,3600,2,292.8751272749339,0.0,1.5252244472503662,1.520461057108055,85.6,76.8,41.93274694285876,80.24,75.62,tree,,
IPW,data_train_enc_0.9_5,500,1,100.0,3600,2,295.77871908173785,0.0,1.442617416381836,10.459474672211952,58.2,49.6,145.82182309200073,62.74,49.76,tree,,
IPW,data_train_enc_0.25_4,500,1,100.0,3600,2,301.1141257859797,0.0,1.2632930278778076,13.309664408014932,56.39999999999999,51.8,296.9599968705129,37.07,50.27,tree,,
IPW,data_train_enc_0.1_1,500,1,100.0,3600,2,540.1190182096711,0.0,1.2471106052398682,4.102661316216372,77.2,42.4,175.70503109258362,53.38,42.08,log,,
IPW,data_train_enc_0.1_1,500,1,100.0,3600,2,336.5547622976634,0.0,1.368837833404541,7.828677501578757,67.60000000000001,51.8,136.9191720139702,62.53999999999999,50.17,tree,,
IPW,data_train_enc_0.5_2,500,1,100.0,3600,2,247.01260800314333,0.0,1.3633601665496826,4.147362670960024,70.19999999999999,50.6,63.74597884426457,73.06,50.34,tree,,
IPW,data_train_enc_0.75_1,500,1,100.0,3600,2,323.80751977043025,0.0,1.1723310947418213,4.905546780062995,73.6,77.8,30.54571503533408,83.05,74.79,log,,
IPW,data_train_enc_0.75_2,500,1,100.0,3600,2,242.698954437324,0.0,1.69081711769104,0.5855838979164089,89.0,70.6,15.20854945905153,88.23,70.13000000000001,tree,,
IPW,data_train_enc_0.9_2,500,1,100.0,3600,2,255.94153097345503,0.0,1.9272792339324951,0.5855838979164089,89.0,84.8,15.20854945905153,88.23,82.16,tree,,
IPW,data_train_enc_0.25_3,500,1,100.0,3600,2,268.1955404025832,0.0,1.2269701957702637,9.841599787266954,58.2,33.800000000000004,44.32974273845884,79.58,30.84,tree,,
IPW,data_train_enc_0.5_5,500,1,100.0,3600,2,311.7881917736239,0.0,1.136143922805786,1.520461057108055,85.6,53.8,41.93274694285876,80.24,50.44,tree,,
IPW,data_train_enc_0.9_5,500,1,100.0,3600,2,772.3017712737781,0.0,0.7722249031066895,21.09302621256221,37.4,36.0,307.53962890327045,46.09,34.59,log,,
IPW,data_train_enc_0.5_5,500,1,100.0,3600,2,307.01964516459293,0.0,1.480623483657837,1.520461057108055,85.6,53.8,41.93274694285876,80.24,50.44,log,,
IPW,data_train_enc_0.25_5,500,1,100.0,3600,2,306.5852416689118,0.0,1.102940559387207,3.446662324398289,75.4,37.8,33.68478658989411,82.75,40.58,log,,
IPW,data_train_enc_0.75_2,500,1,100.0,3600,2,272.69421802033025,0.0,1.3522794246673584,1.0051418812704265,86.2,74.2,17.754995242623924,87.29,74.69,log,,
IPW,data_train_enc_0.75_1,500,1,100.0,3600,2,291.9010758947313,0.0,1.1704990863800049,3.556631735786904,77.8,72.39999999999999,46.27210173951747,78.5,69.22,tree,,
IPW,data_train_enc_0.9_1,500,1,100.0,3600,2,288.68205036239124,0.0,1.1557090282440186,7.333573780976075,64.2,81.8,28.73848887990478,83.74000000000001,82.0,tree,,
IPW,data_train_enc_0.25_4,500,1,100.0,3600,2,322.5870125977131,0.0,1.670620679855347,6.967097513630495,66.8,49.0,167.7324417373317,56.64,50.32,log,,
IPW,data_train_enc_0.75_3,500,1,100.0,3600,2,289.7714981856593,0.0,1.350149631500244,6.612129188073498,67.2,74.6,38.560779602560544,80.99,74.71,log,,
IPW,data_train_enc_0.1_5,500,1,100.0,3600,2,309.5780355450965,0.0,1.2716941833496094,2.3911161914773924,80.80000000000001,22.4,72.07701983773515,72.61,18.04,tree,,
IPW,data_train_enc_0.9_4,500,1,100.0,3600,2,616.1907055175421,0.0,1.4076049327850342,11.143604440304992,66.60000000000001,47.8,338.83687803887386,32.28,42.56,log,,
IPW,data_train_enc_0.5_4,500,1,100.0,3600,2,310.30532727362856,0.0,2.140042304992676,2.0957582790384457,81.2,47.6,45.06031748504173,78.08,49.44,log,,
Direct,data_train_enc_0.75_2,500,1,100.0,3600,2,237.9331539055583,0.0,0.4866015911102295,0.5855838979164089,89.0,70.6,15.20854945905153,88.23,70.13000000000001,tree,linear,1.0
Direct,data_train_enc_0.5_4,500,1,100.0,3600,2,300.28241215541584,0.0,0.5677754878997803,0.5246451196991215,90.2,47.0,110.93848330628616,62.73,50.17,tree,linear,1.0
Direct,data_train_enc_0.5_1,500,1,100.0,3600,2,276.089621443366,0.0,0.5635068416595459,4.908446895289953,75.0,50.0,188.9777479261337,54.7,49.62,tree,lasso,1.0
Direct,data_train_enc_0.1_3,500,1,100.0,3600,2,259.03923096273365,0.0,0.5898647308349609,1.11463943412055,89.60000000000001,38.2,93.41694843558189,69.02000000000001,33.94,tree,linear,1.0
Direct,data_train_enc_0.75_4,500,1,100.0,3600,2,296.6687808491164,0.0,0.5697529315948486,6.967097513630495,66.8,54.400000000000006,167.7324417373317,56.64,49.42,tree,lasso,1.0
Direct,data_train_enc_0.25_1,500,1,100.0,3600,2,268.40735954339743,0.0,0.5505712032318115,13.512826768582066,53.2,51.0,131.23664518805498,63.55,50.49,tree,lasso,1.0
Direct,data_train_enc_0.1_1,500,1,100.0,3600,2,269.7746927798246,0.0,0.5386393070220947,20.07782857422431,38.8,51.8,148.73742810048944,60.92999999999999,49.88,tree,lasso,1.0
Direct,data_train_enc_0.75_5,500,1,100.0,3600,2,293.8884753636477,0.0,0.6160593032836914,14.409064287105764,50.2,49.8,291.71045480142993,41.35,50.32,tree,lasso,1.0
Direct,data_train_enc_0.25_3,500,1,100.0,3600,2,259.6506364539353,0.0,0.5954873561859131,1.11463943412055,89.60000000000001,42.4,93.41694843558189,69.02000000000001,39.94,tree,linear,1.0
Direct,data_train_enc_0.9_3,500,1,100.0,3600,2,258.84493341584744,0.0,0.5875544548034668,1.11463943412055,89.60000000000001,64.2,93.41694843558189,69.02000000000001,65.73,tree,linear,1.0
Direct,data_train_enc_0.1_4,500,1,100.0,3600,2,307.2107907315195,0.0,0.5071024894714355,4.220354876203336,76.6,47.6,264.7485001985924,42.43,49.98,tree,lasso,1.0
Direct,data_train_enc_0.75_1,500,1,100.0,3600,2,278.6905613228316,0.0,1.5697293281555176,2.813734035801736,80.60000000000001,63.6,74.7927057357561,71.66,64.0,tree,linear,1.0
Direct,data_train_enc_0.75_5,500,1,100.0,3600,2,289.38357670954133,0.0,0.5499179363250732,1.2397053270686504,86.8,71.6,26.7565594125534,84.76,70.16,tree,linear,1.0
Direct,data_train_enc_0.25_4,500,1,100.0,3600,2,303.4043721497184,0.0,0.5071291923522949,4.220354876203336,76.6,47.0,264.7485001985924,42.43,50.28,tree,lasso,1.0
Direct,data_train_enc_0.5_3,500,1,100.0,3600,2,259.7284031671698,0.0,0.6062612533569336,1.11463943412055,89.60000000000001,51.2,93.41694843558189,69.02000000000001,49.65,tree,linear,1.0
Direct,data_train_enc_0.1_4,500,1,100.0,3600,2,300.1707494619696,0.0,0.5624046325683594,0.5246451196991215,90.2,29.8,110.93848330628616,62.73,33.45,tree,linear,1.0
Direct,data_train_enc_0.75_1,500,1,100.0,3600,2,298.6383818322591,0.0059582602058895,0.761202335357666,6.778316849709079,71.2,44.8,269.68234947053185,43.44,48.97,tree,lasso,1.0
Direct,data_train_enc_0.9_2,500,1,100.0,3600,2,263.16242236826974,0.0,0.5357139110565186,10.217634228424828,60.2,50.4,175.04280104981433,57.4,50.89,tree,lasso,1.0
Direct,data_train_enc_0.5_4,500,1,100.0,3600,2,298.9329212862374,0.009879376367852,0.5210778713226318,4.220354876203336,76.6,50.4,264.7485001985924,42.43,50.260000000000005,tree,lasso,1.0
Direct,data_train_enc_0.25_5,500,1,100.0,3600,2,284.219975194173,0.0007404301299491,0.5166888236999512,11.699048612925887,56.2,45.2,128.73533649513482,65.68,50.33,tree,lasso,1.0
Direct,data_train_enc_0.9_4,500,1,100.0,3600,2,299.99197470268007,0.0,0.5557422637939453,0.5246451196991215,90.2,68.4,110.93848330628616,62.73,67.58999999999999,tree,linear,1.0
Direct,data_train_enc_0.25_4,500,1,100.0,3600,2,300.55223308702347,0.0,0.5535335540771484,0.5246451196991215,90.2,34.8,110.93848330628616,62.73,40.11,tree,linear,1.0
Direct,data_train_enc_0.1_5,500,1,100.0,3600,2,293.40663957722904,0.0,0.5179600715637207,11.699048612925887,56.2,45.6,128.73533649513482,65.68,50.13,tree,lasso,1.0
Direct,data_train_enc_0.5_5,500,1,100.0,3600,2,281.2091009460247,0.0,0.7370045185089111,11.48355398469103,56.6,48.8,218.2570790162774,51.61,50.94,tree,lasso,1.0
Direct,data_train_enc_0.9_3,500,1,100.0,3600,2,258.4005599709728,0.0024392531188945,0.5154592990875244,34.79481382842817,20.6,52.0,216.010454335727,49.63,49.78,tree,lasso,1.0
Direct,data_train_enc_0.1_1,500,1,100.0,3600,2,278.9305417770041,0.0,1.6550214290618896,2.813734035801736,80.60000000000001,26.200000000000003,74.7927057357561,71.66,25.92,tree,linear,1.0
Direct,data_train_enc_0.5_2,500,1,100.0,3600,2,237.98857811041356,0.0,0.6012508869171143,0.5855838979164089,89.0,51.4,15.20854945905153,88.23,50.24999999999999,tree,linear,1.0
Direct,data_train_enc_0.75_4,500,1,100.0,3600,2,300.1021092334098,0.0,0.5571587085723877,0.5246451196991215,90.2,58.6,110.93848330628616,62.73,61.39,tree,linear,1.0
Direct,data_train_enc_0.1_5,500,1,100.0,3600,2,288.2627370993732,0.0,0.5630192756652832,1.2397053270686504,86.8,18.0,26.7565594125534,84.76,18.09,tree,linear,1.0
Direct,data_train_enc_0.75_2,500,1,100.0,3600,2,248.01930119999705,0.0,0.5242276191711426,10.217634228424828,60.2,51.0,175.04280104981433,57.4,50.44,tree,lasso,1.0
Direct,data_train_enc_0.9_1,500,1,100.0,3600,2,303.85246421834944,0.0,0.5219860076904297,6.778316849709079,71.2,52.6,269.68234947053185,43.44,49.21,tree,lasso,1.0
Direct,data_train_enc_0.25_1,500,1,100.0,3600,2,278.6274417067773,0.0,1.403756856918335,2.813734035801736,80.60000000000001,34.2,74.7927057357561,71.66,35.09,tree,linear,1.0
Direct,data_train_enc_0.9_5,500,1,100.0,3600,2,289.31402586274373,0.0,0.5660688877105713,1.2397053270686504,86.8,83.39999999999999,26.7565594125534,84.76,81.99,tree,linear,1.0
Direct,data_train_enc_0.9_1,500,1,100.0,3600,2,278.3645282790874,0.0,1.5212504863739014,2.813734035801736,80.60000000000001,74.2,74.7927057357561,71.66,73.14,tree,linear,1.0
Direct,data_train_enc_0.25_5,500,1,100.0,3600,2,288.7098475250854,0.0,0.5571880340576172,1.2397053270686504,86.8,30.4,26.7565594125534,84.76,30.89,tree,linear,1.0
Direct,data_train_enc_0.75_3,500,1,100.0,3600,2,251.4305039390818,0.0,0.6052525043487549,7.140046680564766,73.6,51.4,148.68917461257425,60.83,50.33,tree,lasso,1.0
Direct,data_train_enc_0.5_5,500,1,100.0,3600,2,289.5637333581255,0.0,0.5342040061950684,1.2397053270686504,86.8,50.6,26.7565594125534,84.76,50.22,tree,linear,1.0
Direct,data_train_enc_0.75_3,500,1,100.0,3600,2,259.3577881890824,0.0,0.6137163639068604,1.11463943412055,89.60000000000001,59.4,93.41694843558189,69.02000000000001,59.66,tree,linear,1.0
Direct,data_train_enc_0.1_2,500,1,100.0,3600,2,238.2294262208272,0.0,0.523684024810791,0.5855838979164089,89.0,18.8,15.20854945905153,88.23,18.22,tree,linear,1.0
Direct,data_train_enc_0.9_4,500,1,100.0,3600,2,302.5125894196449,0.0,0.5226230621337891,21.984889098654037,29.6,46.2,139.99825240654403,60.92,49.0,tree,lasso,1.0
Direct,data_train_enc_0.5_1,500,1,100.0,3600,2,278.59671275700515,0.0,1.569173812866211,2.813734035801736,80.60000000000001,48.2,74.7927057357561,71.66,49.69,tree,linear,1.0
Direct,data_train_enc_0.5_2,500,1,100.0,3600,2,232.05930182253152,0.0,0.5222558975219727,1.053961966750975,86.4,50.8,25.616841001711528,84.44,50.66,tree,lasso,1.0
Direct,data_train_enc_0.1_2,500,1,100.0,3600,2,230.8323710791751,0.0,0.5322513580322266,18.45955782590308,39.8,49.2,274.1591725630516,42.61,50.07,tree,lasso,1.0
Direct,data_train_enc_0.25_2,500,1,100.0,3600,2,227.62079441876244,0.0,0.570547342300415,6.574261261987341,61.8,37.6,108.72835269107836,63.12,39.32,tree,lasso,1.0
Direct,data_train_enc_0.25_2,500,1,100.0,3600,2,237.9751842318293,0.0,0.5782642364501953,0.5855838979164089,89.0,28.8,15.20854945905153,88.23,30.25,tree,linear,1.0
Direct,data_train_enc_0.5_3,500,1,100.0,3600,2,256.40352295114315,0.0,0.8340952396392822,4.688848731973859,79.4,52.2,222.40112135659427,50.370000000000005,49.32,tree,lasso,1.0
Direct,data_train_enc_0.9_2,500,1,100.0,3600,2,237.60734797485676,0.0,0.5803046226501465,0.5855838979164089,89.0,84.8,15.20854945905153,88.23,82.16,tree,linear,1.0
Direct,data_train_enc_0.9_5,500,1,100.0,3600,2,309.6971380802005,0.0,0.6114459037780762,17.306228157236205,44.2,48.6,348.7848341374893,34.33,49.57,tree,lasso,1.0
Direct,data_train_enc_0.25_3,500,1,100.0,3600,2,262.7010482385924,0.0,0.5297622680664062,4.688848731973859,79.4,51.0,222.40112135659427,50.370000000000005,49.21,tree,lasso,1.0
Direct,data_train_enc_0.1_3,500,1,100.0,3600,2,264.6985616135113,0.0,0.526731014251709,4.688848731973859,79.4,50.8,222.40112135659427,50.370000000000005,49.73,tree,lasso,1.0
Robust,data_train_enc_0.9_5,500,1,100.0,3600,2,286.0879634678827,0.0,2.475944757461548,11.699048612925887,56.2,51.4,128.73533649513482,65.68,50.43,log,linear,0.05
Robust,data_train_enc_0.9_2,500,2,100.0,3600,2,239.009896131654,0.0,12.163060188293455,0.9852384034471698,88.2,84.39999999999999,25.72125749774604,87.2,81.35,log,linear,1.0
Robust,data_train_enc_0.25_4,500,1,100.0,3600,2,300.5096614765783,0.0,1.5691375732421875,0.5246451196991215,90.2,34.8,110.93848330628616,62.73,40.11,tree,linear,0.2
Robust,data_train_enc_0.9_5,500,1,100.0,3600,2,289.9830424996178,0.0,2.218644857406616,14.596212483056322,50.2,50.0,185.80971583119396,58.66,49.69,log,linear,0.11
Robust,data_train_enc_0.75_5,500,1,100.0,3600,2,287.33131309635166,0.0,1.6822595596313477,3.446662324398289,75.4,61.8,33.68478658989411,82.75,60.55,log,linear,0.23
Robust,data_train_enc_0.9_5,500,1,100.0,3600,2,292.8999855697164,0.0,3.106687068939209,15.686538167752374,47.8,51.2,224.6013162732997,53.3,49.95,log,linear,0.39
Robust,data_train_enc_0.25_3,500,1,100.0,3600,2,260.7660035167305,0.0,4.317725658416748,1.515319924254638,88.8,46.0,145.29074060878332,59.92,44.9,tree,lasso,0.17
Robust,data_train_enc_0.5_2,500,1,100.0,3600,2,239.1224324606263,0.0,2.558566093444824,1.948859407221686,79.80000000000001,50.2,33.25745437557232,81.92,50.72,log,lasso,0.4
Robust,data_train_enc_0.75_5,500,1,100.0,3600,2,288.67928447860595,0.0,2.280561685562134,1.2397053270686504,86.8,71.6,26.7565594125534,84.76,70.16,log,linear,0.37
Robust,data_train_enc_0.9_4,500,2,100.0,3600,2,300.3159496358931,0.0,20.226902723312374,0.4867259166067653,90.6,67.2,113.74902468076036,61.84,66.67999999999999,tree,linear,0.2
Robust,data_train_enc_0.1_4,500,1,100.0,3600,2,291.2369178547784,0.0,1.9807429313659668,11.143604440304992,66.60000000000001,54.400000000000006,338.83687803887386,32.28,57.88,log,lasso,0.25
Robust,data_train_enc_0.9_2,500,1,100.0,3600,2,351.0630369013289,0.0,1.1473145484924316,16.811976247374954,44.0,48.2,241.93303547166207,47.09,49.370000000000005,log,lasso,0.32
Robust,data_train_enc_0.25_3,500,1,100.0,3600,2,259.22151463923683,0.0,0.5976173877716064,1.11463943412055,89.60000000000001,42.4,93.41694843558189,69.02000000000001,39.94,tree,linear,1.0
Robust,data_train_enc_0.1_3,500,1,100.0,3600,2,264.7896364465337,0.0,1.430492639541626,1.11463943412055,89.60000000000001,38.2,93.41694843558189,69.02000000000001,33.94,tree,lasso,0.39
Robust,data_train_enc_0.1_4,500,1,100.0,3600,2,299.6822966343865,0.0,0.7053439617156982,0.5246451196991215,90.2,29.8,110.93848330628616,62.73,33.45,tree,linear,0.4
Robust,data_train_enc_0.1_1,500,2,100.0,3600,2,269.19411899318334,0.0,24.616991996765137,13.076314559022276,48.2,36.6,60.01460560775215,74.81,34.67,log,linear,0.2
Robust,data_train_enc_0.5_5,500,1,100.0,3600,2,282.2954686451624,0.0,3.5478932857513428,6.1720858620906105,66.60000000000001,46.2,62.03435671197572,75.61,50.33,log,lasso,0.08
Robust,data_train_enc_0.1_4,500,1,100.0,3600,2,291.2369178547784,0.0,4.924139976501465,11.143604440304992,66.60000000000001,54.400000000000006,338.83687803887386,32.28,57.88,log,lasso,0.31
Robust,data_train_enc_0.9_2,500,1,100.0,3600,2,351.0630369013293,0.0,1.061347246170044,16.811976247374954,44.0,48.2,241.93303547166207,47.09,49.370000000000005,log,lasso,0.26
Robust,data_train_enc_0.9_5,500,1,100.0,3600,2,292.8999855697164,0.0,6.171678304672241,15.686538167752374,47.8,51.2,224.6013162732997,53.3,49.95,log,linear,0.3
Robust,data_train_enc_0.75_2,500,1,100.0,3600,2,229.5359363557185,0.0,2.2949090003967285,6.574261261987341,61.8,61.4,108.72835269107836,63.12,60.16,tree,lasso,0.2
Robust,data_train_enc_0.1_4,500,1,100.0,3600,2,291.2369178547784,0.0,3.792186737060547,11.143604440304992,66.60000000000001,54.400000000000006,338.83687803887386,32.28,57.88,log,lasso,0.19
Robust,data_train_enc_0.5_3,500,1,100.0,3600,2,259.449752278671,0.0,0.9017841815948486,1.11463943412055,89.60000000000001,51.2,93.41694843558189,69.02000000000001,49.65,log,linear,0.23
Robust,data_train_enc_0.1_3,500,1,100.0,3600,2,254.48931885721507,0.0,5.615847110748291,4.688848731973859,79.4,50.8,222.40112135659427,50.370000000000005,49.73,tree,lasso,0.05
Robust,data_train_enc_0.1_3,500,1,100.0,3600,2,260.6131869649563,0.0,5.003736257553101,1.515319924254638,88.8,43.8,145.29074060878332,59.92,42.24,tree,lasso,0.11
Robust,data_train_enc_0.9_3,500,2,100.0,3600,2,259.9064833943006,0.0079655509424761,13.941965818405151,0.7304099312861455,91.8,61.6,102.93982789453857,66.3,62.71,tree,linear,1.0
Robust,data_train_enc_0.5_3,500,1,100.0,3600,2,259.44975227867104,0.0024657251144118,0.640972375869751,1.11463943412055,89.60000000000001,51.2,93.41694843558189,69.02000000000001,49.65,log,linear,0.37
Robust,data_train_enc_0.25_5,500,2,100.0,3600,2,285.75265562134257,0.0,56.39513826370239,6.017510397201268,66.8,41.2,78.9878184502234,71.1,41.75,tree,lasso,0.2
Robust,data_train_enc_0.5_5,500,1,100.0,3600,2,288.00814958213914,0.0,2.318603277206421,1.2397053270686504,86.8,50.6,26.7565594125534,84.76,50.22,log,lasso,0.34
Robust,data_train_enc_0.75_1,500,2,100.0,3600,2,280.2063888560092,0.0,17.9256854057312,1.1655403787106628,87.6,61.8,101.50754528595708,65.25,60.69,log,linear,1.0
Robust,data_train_enc_0.75_1,500,1,100.0,3600,2,267.7922275149617,0.0,1.0573420524597168,13.48781324284442,49.0,64.4,61.8138322680006,75.11,61.01,log,linear,0.22
Robust,data_train_enc_0.9_1,500,1,100.0,3600,2,272.8722734315558,0.0,2.133184671401977,7.333573780976075,64.2,81.8,28.73848887990478,83.74000000000001,82.0,log,linear,0.38
Robust,data_train_enc_0.75_1,500,1,100.0,3600,2,272.1098926598606,0.0,3.7886016368865967,7.333573780976075,64.2,74.0,28.73848887990478,83.74000000000001,70.04,log,linear,0.36
Robust,data_train_enc_0.1_2,500,1,100.0,3600,2,227.55788063769072,0.0,4.442955255508423,17.863598242816153,41.0,50.4,283.29470887354023,41.55,49.7,tree,lasso,0.18
Robust,data_train_enc_0.5_2,500,1,100.0,3600,2,228.6261716648333,0.0,2.4671225547790527,6.574261261987341,61.8,46.6,108.72835269107836,63.12,50.44,log,linear,0.16
Robust,data_train_enc_0.1_2,500,1,100.0,3600,2,239.44752073827527,0.0,2.2854394912719727,0.5855838979164089,89.0,18.8,15.20854945905153,88.23,18.22,tree,lasso,1.0
Robust,data_train_enc_0.1_2,500,1,100.0,3600,2,227.81976309151744,0.0,2.239068984985352,1.948859407221686,79.80000000000001,18.8,33.25745437557232,81.92,18.05,tree,lasso,0.24
Robust,data_train_enc_0.75_3,500,1,100.0,3600,2,258.87942039370114,0.0,2.190998315811157,4.688848731973859,79.4,49.2,222.40112135659427,50.370000000000005,49.89,log,lasso,0.15
Robust,data_train_enc_0.25_4,500,1,100.0,3600,2,296.9784366255929,0.0,3.101829290390014,0.5246451196991215,90.2,34.8,110.93848330628616,62.73,40.11,log,lasso,0.18
Robust,data_train_enc_0.75_1,500,1,100.0,3600,2,273.7868639066443,0.0,2.069873809814453,13.512826768582066,53.2,50.4,131.23664518805498,63.55,50.82,log,lasso,0.32
Robust,data_train_enc_0.75_1,500,1,100.0,3600,2,271.99329332747016,0.0,2.826313018798828,13.512826768582066,53.2,50.4,131.23664518805498,63.55,50.82,log,lasso,0.26
Robust,data_train_enc_0.25_3,500,1,100.0,3600,2,259.1733238223801,0.0,0.9892072677612304,1.515319924254638,88.8,46.0,145.29074060878332,59.92,44.9,log,linear,0.1
Robust,data_train_enc_0.9_4,500,1,100.0,3600,2,300.0987892292761,0.0,1.043006420135498,0.5246451196991215,90.2,68.4,110.93848330628616,62.73,67.58999999999999,log,linear,0.24
Robust,data_train_enc_0.25_2,500,1,100.0,3600,2,236.40422357602029,0.0,4.236633062362671,6.574261261987341,61.8,37.6,108.72835269107836,63.12,39.32,log,lasso,0.2
Robust,data_train_enc_0.1_3,500,1,100.0,3600,2,305.03491367507286,0.0,1.179450273513794,1.11463943412055,89.60000000000001,38.2,93.41694843558189,69.02000000000001,33.94,log,lasso,1.0
Robust,data_train_enc_0.25_2,500,1,100.0,3600,2,233.28701896318216,0.0,3.040407419204712,6.574261261987341,61.8,37.6,108.72835269107836,63.12,39.32,tree,lasso,0.22
Robust,data_train_enc_0.75_4,500,1,100.0,3600,2,299.5719820991088,0.0001285887916339,1.3824875354766846,1.2671902492705045,86.2,54.6,171.4960881571544,52.8,56.3,log,linear,0.16
