split,randomization,budget,tree_depth,propensity_score_pred,ml,oos_regret,oos_optimal_treatment,oos_avg_outcome,tree
4,0.25,1.0,1,tree,lasso,264.74850019859144,0.4241,0.49815502674245243,"{'branching': ['V1.1'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 1.0, 1: 0.0}]}"
5,0.25,1.0,1,tree,linear,26.756559412553422,0.8475,0.5095213841954326,"{'branching': ['V1.6'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
5,0.25,1.0,1,tree,lasso,128.73533649513524,0.6567,0.4993235064871742,"{'branching': ['V1.8'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 1.0, 1: 0.0}]}"
1,0.5,1.0,1,tree,linear,74.79270573575621,0.7165,0.48831690176256926,"{'branching': ['V1.3'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
1,0.5,1.0,1,tree,lasso,188.97774792613367,0.547,0.47689839754353286,"{'branching': ['V2.8'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
2,0.5,1.0,1,tree,linear,15.208549459051529,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.5,1.0,1,tree,lasso,25.61684100171153,0.8444,0.47875914166163247,"{'branching': ['V1.3'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
3,0.5,1.0,1,tree,linear,93.41694843558194,0.6902,0.5139086086205825,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
3,0.5,1.0,1,tree,lasso,222.40112135659396,0.5037,0.5010101913284815,"{'branching': ['V1.1'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 1.0, 1: 0.0}]}"
4,0.5,1.0,1,tree,linear,110.93848330628626,0.6272,0.5135360284316813,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
4,0.5,1.0,1,tree,lasso,264.74850019859144,0.4241,0.49815502674245243,"{'branching': ['V1.1'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 1.0, 1: 0.0}]}"
5,0.5,1.0,1,tree,linear,26.756559412553422,0.8475,0.5095213841954326,"{'branching': ['V1.6'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
5,0.5,1.0,1,tree,lasso,218.25707901627806,0.5161,0.4903713322350582,"{'branching': ['V2.7'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
1,0.75,1.0,1,tree,linear,74.79270573575563,0.7165,0.48831690176256937,"{'branching': ['V1.3'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0000000000000004, 1: 0.0}]}"
1,0.75,1.0,1,tree,lasso,269.6823494705312,0.4344,0.46882793738909295,"{'branching': ['V1.1'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.0, 1: 1.0}]}"
2,0.75,1.0,1,tree,linear,15.208549459051529,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.75,1.0,1,tree,lasso,175.0428010498139,0.574,0.46381654565682295,"{'branching': ['V1.1'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.0, 1: 1.0}]}"
3,0.75,1.0,1,tree,linear,93.41694843558194,0.6902,0.5139086086205825,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
3,0.75,1.0,1,tree,lasso,148.68917461257422,0.6083,0.508381386002885,"{'branching': ['V2.2'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
4,0.75,1.0,1,tree,linear,110.93848330628626,0.6272,0.5135360284316813,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
4,0.75,1.0,1,tree,lasso,167.7324417373319,0.5663,0.5078566325885799,"{'branching': ['V2.3'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
5,0.75,1.0,1,tree,linear,26.756559412553422,0.8475,0.5095213841954326,"{'branching': ['V1.6'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
5,0.75,1.0,1,tree,lasso,291.7104548014299,0.4135,0.4830259946565432,"{'branching': ['V2.9'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
1,0.9,1.0,1,tree,linear,74.79270573575593,0.7165,0.48831690176256937,"{'branching': ['V1.3'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0000000000000002, 1: 0.0}]}"
1,0.9,1.0,1,tree,lasso,269.6823494705312,0.4344,0.46882793738909295,"{'branching': ['V1.1'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.0, 1: 1.0}]}"
2,0.9,1.0,1,tree,linear,15.208549459051529,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.9,1.0,1,tree,lasso,175.0428010498139,0.574,0.46381654565682295,"{'branching': ['V1.1'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.0, 1: 1.0}]}"
3,0.9,1.0,1,tree,linear,93.41694843558194,0.6902,0.5139086086205825,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
3,0.9,1.0,1,tree,lasso,216.01045433572637,0.4963,0.5016492580305665,"{'branching': ['V1.1'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.0, 1: 1.0}]}"
4,0.9,1.0,1,tree,linear,110.93848330628626,0.6272,0.5135360284316813,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
4,0.9,1.0,1,tree,lasso,139.99825240654437,0.6091,0.5106300515216547,"{'branching': ['V2.9'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
5,0.9,1.0,1,tree,linear,26.756559412553422,0.8475,0.5095213841954326,"{'branching': ['V1.6'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
5,0.9,1.0,1,tree,lasso,348.78483413748893,0.3433,0.4773185567229373,"{'branching': ['V1.10'], 'leaves': [{0: 1.0, 1: 0.0}, {0: 0.0, 1: 1.0}]}"
