"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
-1,"1",1,"0",-1,"1",1,"0",1,"1",0.68362345380956,0.442421437380151,"1",0.817574476193644,0.442421437380151,0.775910775066517
1,"0",-1,"1",-1,"0",1,"0",-1,"0",0.210629658024627,0.500121570773449,"0",0.952574126822433,0.210629658024627,0.963328300155698
1,"1",-1,"0",1,"0",-1,"1",-1,"1",0.315918549687027,0.564242974304542,"0",0.880797077977882,0.315918549687027,0.924134752925297
1,"1",-1,"0",1,"1",-1,"0",-1,"1",0.203984665057989,0.481378447135155,"0",0.952574126822433,0.203984665057989,0.969466815496091
1,"1",1,"0",1,"1",1,"1",1,"0",0.952197603312073,0.987874949020905,"1",0.982013790037908,0.987874949020905,0.998867350160931
1,"1",-1,"1",-1,"0",1,"0",1,"1",0.421401337196283,0.634728122966328,"0",0.731058578630005,0.421401337196283,0.76800928016203
1,"0",1,"1",1,"0",-1,"0",1,"1",0.633154216587604,0.786338704212195,"1",0.731058578630005,0.786338704212195,0.835020704897208
1,"0",1,"1",-1,"0",1,"1",1,"1",0.743542473070557,0.85764080343833,"1",0.880797077977882,0.85764080343833,0.933658135612311
1,"1",1,"1",-1,"1",-1,"0",1,"0",0.409564291502969,0.623673770081804,"1",0.268941421369995,0.623673770081804,0.680083585382735
1,"1",1,"1",-1,"0",-1,"0",-1,"1",0.215781995500586,0.487961640020673,"0",0.952574126822433,0.215781995500586,0.951297613899519
-1,"1",1,"1",1,"1",1,"0",1,"0",0.895588099450647,0.595289525531955,"1",0.970687769248644,0.595289525531955,0.989503051058238
-1,"1",1,"1",1,"0",1,"0",-1,"1",0.684112975006953,0.463672942381947,"1",0.817574476193644,0.463672942381947,0.694207326052415
1,"0",1,"1",1,"1",1,"0",1,"0",0.829196873121132,0.919644334052211,"1",0.952574126822433,0.919644334052211,0.994002267846797
1,"0",1,"0",1,"1",-1,"1",-1,"1",0.512619579369932,0.692441371909029,"1",0.5,0.692441371909029,0.594707707977985
1,"1",-1,"1",-1,"1",1,"1",-1,"0",0.319918078317935,0.571913436094458,"0",0.880797077977882,0.319918078317935,0.828323632736866
1,"1",-1,"0",-1,"1",1,"1",-1,"1",0.321032247975384,0.572927289071801,"0",0.880797077977882,0.321032247975384,0.919478280199113
-1,"1",1,"0",1,"1",1,"1",1,"1",0.990232634476521,0.658954712197614,"1",0.989013057369407,0.658954712197614,0.991719470773407
-1,"0",1,"0",-1,"0",1,"1",1,"0",0.767401552869381,0.515772436656861,"1",0.924141819978757,0.515772436656861,0.938812004677813
1,"1",-1,"1",-1,"0",-1,"0",1,"0",0.203231658599633,0.475398401826888,"0",0.952574126822433,0.203231658599633,0.929565244222503
-1,"1",-1,"1",1,"0",-1,"0",-1,"0",0.253683280404711,0.157425567968082,"0",0.924141819978756,0.253683280404711,0.977120745149816
-1,"1",-1,"1",1,"1",1,"0",1,"0",0.691765224767371,0.453297903691406,"1",0.817574476193644,0.453297903691406,0.794913420710992
-1,"1",-1,"1",-1,"1",-1,"1",-1,"0",0.166889009237706,0.0969443657601475,"0",0.970687769248644,0.166889009237706,0.992989055790664
-1,"1",-1,"1",1,"1",-1,"1",-1,"0",0.370108008138627,0.23077340114041,"0",0.817574476193644,0.370108008138627,0.924882206492224
-1,"1",-1,"1",-1,"0",1,"1",-1,"0",0.35503741100645,0.232130693008146,"0",0.817574476193644,0.35503741100645,0.938873023381111
-1,"1",-1,"1",-1,"1",-1,"1",-1,"0",0.167380583357585,0.0801982394761565,"0",0.970687769248644,0.167380583357585,0.992989055790664
-1,"0",-1,"1",-1,"1",-1,"0",-1,"0",0.0711160395516,0,"0",0.989013057369407,0.0711160395516,0.998506255678688
-1,"0",-1,"0",-1,"1",1,"1",-1,"0",0.395953929387121,0.228359985778287,"0",0.817574476193644,0.395953929387121,0.948812054047055
-1,"0",-1,"0",1,"1",-1,"1",1,"1",0.5749383960855,0.376227886856329,"0",0.377540668798145,0.5749383960855,0.772239205595306
-1,"0",-1,"1",1,"1",-1,"1",-1,"0",0.359613363669765,0.23329744357862,"0",0.817574476193644,0.359613363669765,0.950801132637169
-1,"0",1,"0",-1,"0",-1,"1",-1,"0",0.385908709168161,0.225751835465838,"0",0.817574476193644,0.385908709168161,0.903405306445152
-1,"0",-1,"0",-1,"0",1,"0",-1,"1",0.275923706222723,0.150071960850228,"0",0.924141819978756,0.275923706222723,0.994204959001895
1,"0",1,"1",1,"1",-1,"0",-1,"1",0.435613721949617,0.641052334656694,"0",0.731058578630005,0.435613721949617,0.697920953170944
-1,"0",1,"1",1,"1",1,"1",1,"1",0.973338736509475,0.667206057588171,"1",0.989013057369407,0.667206057588171,0.985438866108557
-1,"0",1,"1",-1,"1",-1,"0",1,"1",0.472161954164982,0.307658434596624,"0",0.622459331201855,0.472161954164982,0.844644286732144
1,"1",1,"0",-1,"0",1,"0",-1,"1",0.423637639301446,0.624487466184397,"0",0.731058578630005,0.423637639301446,0.619572225482909
-1,"0",1,"0",-1,"1",-1,"1",1,"1",0.5721375375251,0.391567553843547,"0",0.377540668798145,0.5721375375251,0.615932608758173
1,"1",1,"0",-1,"1",1,"1",-1,"1",0.535841344889502,0.705530429477651,"1",0.5,0.705530429477651,0.680492873596426
-1,"1",1,"1",1,"1",1,"0",-1,"0",0.684286524923666,0.454797090570796,"1",0.817574476193644,0.454797090570796,0.874812357794604
-1,"0",1,"0",-1,"0",-1,"1",1,"0",0.580158493328102,0.387617458128239,"0",0.377540668798145,0.580158493328102,0.40944140524394
1,"1",1,"1",-1,"1",1,"0",-1,"1",0.421241702192717,0.633276195064008,"1",0.268941421369995,0.633276195064008,0.385838064606937
1,"0",1,"1",-1,"1",-1,"0",1,"1",0.427236039008748,0.649090772331985,"1",0.268941421369995,0.649090772331985,0.336678145293116
-1,"1",-1,"1",1,"0",-1,"1",-1,"0",0.361685298293038,0.224074951033135,"0",0.817574476193644,0.361685298293038,0.934225020058376
1,"0",-1,"0",-1,"1",1,"0",-1,"0",0.2084278442151,0.50100601624787,"0",0.952574126822433,0.2084278442151,0.952823924093316
-1,"0",-1,"0",1,"0",1,"0",-1,"1",0.468294091543712,0.297543713443426,"0",0.622459331201855,0.468294091543712,0.937162372419596
-1,"1",-1,"0",-1,"0",-1,"0",-1,"0",0.0790024257242371,0.0129545068412791,"0",0.989013057369407,0.0790024257242371,0.997710297714873
-1,"1",1,"0",1,"0",-1,"0",-1,"0",0.476547198287586,0.308174572725653,"1",0.377540668798145,0.308174572725653,0.39100598301108
1,"1",1,"1",-1,"1",-1,"1",-1,"0",0.338921040946709,0.561854026614939,"0",0.880797077977882,0.338921040946709,0.678495163965769
-1,"0",-1,"1",-1,"1",1,"0",1,"0",0.465726979288744,0.312246300186888,"0",0.622459331201855,0.465726979288744,0.82327024543761
1,"1",1,"1",1,"0",-1,"0",1,"1",0.61835758008021,0.789240720345573,"0",0.268941421369995,0.61835758008021,0.111802327832909
1,"1",-1,"1",-1,"0",-1,"0",1,"1",0.209522531900005,0.494149166037766,"0",0.952574126822433,0.209522531900005,0.972387709647687
1,"1",1,"1",-1,"1",1,"1",1,"0",0.741567674428375,0.85095368097005,"1",0.880797077977882,0.85095368097005,0.98550637873369
-1,"1",1,"0",1,"1",1,"0",1,"1",0.877914144315348,0.606334340145471,"1",0.970687769248644,0.606334340145471,0.975508471627219
1,"0",1,"0",1,"1",1,"0",-1,"1",0.637442153933746,0.781298099104025,"1",0.731058578630005,0.781298099104025,0.838478255926096
1,"0",-1,"0",1,"1",1,"0",-1,"0",0.416920557756307,0.62675158521128,"0",0.731058578630005,0.416920557756307,0.637124410548029
1,"0",-1,"0",1,"0",-1,"0",1,"0",0.427528659014216,0.641225005135685,"0",0.731058578630005,0.427528659014216,0.614967202243656
-1,"0",-1,"1",1,"1",-1,"0",1,"1",0.468255681082186,0.310996720856563,"0",0.622459331201855,0.468255681082186,0.919965403453697
-1,"0",1,"0",-1,"0",1,"1",-1,"0",0.565117940253658,0.365499053275223,"1",0.622459331201855,0.365499053275223,0.532141041738292
-1,"0",-1,"0",1,"1",1,"0",-1,"1",0.465355170296514,0.302330288882307,"1",0.377540668798145,0.302330288882307,0.0717952775469709
-1,"0",-1,"1",-1,"1",-1,"0",1,"0",0.28016839426787,0.153861891102707,"0",0.924141819978756,0.28016839426787,0.980218957401787
1,"1",-1,"1",-1,"0",-1,"1",1,"1",0.308937230078304,0.554470045051149,"0",0.880797077977882,0.308937230078304,0.921332566606449
-1,"1",1,"1",-1,"0",1,"0",1,"1",0.688932740709983,0.455707552993149,"1",0.817574476193644,0.455707552993149,0.726939035437641
-1,"1",1,"1",-1,"0",1,"0",-1,"0",0.466528711708317,0.30264799005416,"0",0.622459331201855,0.466528711708317,0.655049878371418
-1,"1",1,"0",1,"0",1,"1",1,"0",0.972316483344514,0.671264326219462,"1",0.989013057369407,0.671264326219462,0.996403273596288
1,"0",-1,"0",-1,"0",-1,"1",1,"0",0.340176215191254,0.56655483609454,"1",0.119202922022118,0.56655483609454,0.140640914721256
-1,"1",1,"0",1,"1",-1,"0",-1,"0",0.464483607818472,0.303294633830012,"1",0.377540668798145,0.303294633830012,0.425504510640107
1,"1",1,"1",1,"1",1,"0",-1,"1",0.638153878534948,0.785603127675889,"0",0.268941421369995,0.638153878534948,0.121553825782071
-1,"1",1,"1",1,"1",1,"1",-1,"1",0.783001592717575,0.518944895598786,"1",0.924141819978757,0.518944895598786,0.887318029301394
-1,"1",-1,"0",1,"0",1,"1",1,"1",0.789865362313003,0.52598471106655,"1",0.924141819978757,0.52598471106655,0.810205694171157
1,"0",1,"1",1,"0",1,"0",-1,"1",0.649536230770018,0.780394663930634,"1",0.731058578630005,0.780394663930634,0.799649179710487
1,"0",1,"0",-1,"0",1,"1",-1,"0",0.531164600958536,0.707593098649905,"0",0.5,0.531164600958536,0.241622086878792
1,"1",-1,"1",1,"1",1,"0",-1,"0",0.416411150127824,0.646853201326257,"1",0.268941421369995,0.646853201326257,0.442244866157634
-1,"1",1,"0",-1,"1",-1,"0",-1,"0",0.254672235592945,0.151692533046713,"0",0.924141819978756,0.254672235592945,0.939508558123691
-1,"0",1,"0",1,"0",-1,"0",1,"1",0.664605075403851,0.458473926666419,"1",0.817574476193644,0.458473926666419,0.674047320553964
1,"0",-1,"1",-1,"0",-1,"0",-1,"0",0,0.343028212114058,"0",0.993307149075715,0,0.996434141154154
-1,"0",1,"1",-1,"0",1,"1",1,"1",0.764956657561918,0.52599552811409,"1",0.924141819978757,0.52599552811409,0.836063300971769
1,"0",1,"0",1,"0",-1,"1",1,"0",0.714167449858797,0.848436742976647,"1",0.880797077977882,0.848436742976647,0.978626090492662
-1,"0",1,"1",1,"1",1,"1",-1,"0",0.787145786379475,0.529361836424854,"1",0.924141819978757,0.529361836424854,0.930492030125132
-1,"1",1,"0",1,"1",1,"1",1,"1",1,0.676642218818592,"1",0.989013057369407,0.676642218818592,0.991719470773407
1,"0",-1,"0",1,"0",-1,"0",1,"1",0.435293758895323,0.627164230270011,"1",0.268941421369995,0.627164230270011,0.190047143685078
-1,"1",1,"0",-1,"1",-1,"0",1,"1",0.470716082874279,0.313730242127923,"0",0.622459331201855,0.470716082874279,0.754432869265481
-1,"0",-1,"1",1,"0",1,"1",-1,"0",0.573033193130452,0.383618840655124,"0",0.377540668798145,0.573033193130452,0.676977056387346
1,"0",-1,"1",-1,"1",-1,"0",1,"0",0.20752637371,0.483397016783265,"0",0.952574126822433,0.20752637371,0.947249370662416
