"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","y","prop_score_t"
-1,"0",-1,"1",-1,"0",1,"1",-1,"0",0.368421052631579,0.222222222222222,"0",0.166355985574814,0.979508173882627
1,"1",-1,"1",1,"0",1,"1",-1,"1",0.526315789473684,0.703703703703704,"1",0.648709277926455,0.638448728564671
-1,"0",-1,"1",1,"1",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.4306846312748,0.918633032142998
-1,"1",-1,"0",-1,"1",-1,"0",-1,"0",0.0526315789473684,0,"0",0.191253522451591,0.999658518404785
1,"0",1,"1",1,"0",-1,"0",1,"1",0.631578947368421,0.777777777777778,"1",0.829702788388309,0.73431362920716
1,"0",-1,"1",1,"0",-1,"0",-1,"0",0.210526315789474,0.481481481481481,"0",0.217605398967544,0.999558613583229
-1,"1",1,"0",-1,"1",1,"1",1,"0",0.789473684210526,0.518518518518518,"1",0.456038928984835,0.995114700304834
-1,"0",-1,"1",1,"1",1,"1",1,"0",0.789473684210526,0.518518518518518,"1",0.377750224378936,0.92656772055624
-1,"1",1,"0",-1,"0",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.607746533000344,0.561407036890603
-1,"1",1,"0",-1,"0",1,"0",-1,"1",0.473684210526316,0.296296296296296,"1",0.347961971753669,0.438592963109397
1,"1",1,"0",1,"0",-1,"0",1,"1",0.631578947368421,0.777777777777778,"1",0.760214658559121,0.901565736548335
1,"1",1,"1",-1,"0",1,"0",-1,"0",0.421052631578947,0.62962962962963,"0",0.383712363924695,0.870333269031307
-1,"1",1,"0",-1,"0",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.493846163504468,0.561407036890603
-1,"0",1,"1",1,"1",-1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.383275780417441,0.868707685250386
-1,"0",1,"1",-1,"1",-1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.225992576561404,0.995607484225999
-1,"1",-1,"1",1,"0",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.471945297228964,0.882127158697313
-1,"1",1,"0",-1,"1",1,"0",1,"1",0.684210526315789,0.444444444444444,"1",0.50192862068991,0.981694965596593
1,"1",-1,"1",-1,"1",-1,"0",1,"0",0.210526315789474,0.481481481481481,"0",0.407348689697818,0.990563511734885
-1,"1",-1,"0",1,"0",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.427834931396715,0.861791972763395
-1,"1",1,"1",-1,"0",1,"1",1,"1",0.789473684210526,0.518518518518518,"1",0.380593815425145,0.997241736775662
1,"1",-1,"0",-1,"0",-1,"1",-1,"0",0.105263157894737,0.407407407407407,"0",0.134804297835798,0.997539602313512
-1,"1",-1,"0",1,"1",1,"0",-1,"0",0.473684210526316,0.296296296296296,"0",0.541406432788101,0.929987308417484
1,"0",-1,"1",1,"1",1,"0",1,"0",0.631578947368421,0.777777777777778,"1",0.605487658108059,0.431935739991295
-1,"1",-1,"1",1,"0",1,"1",-1,"1",0.578947368421053,0.37037037037037,"0",0.430201606415067,0.335704787697865
-1,"0",1,"1",-1,"1",-1,"1",1,"0",0.578947368421053,0.37037037037037,"1",0.401769157170056,0.710186770442719
-1,"0",-1,"1",-1,"0",-1,"1",-1,"0",0.157894736842105,0.0740740740740741,"0",0.192999447938116,0.999166660893577
1,"0",1,"0",-1,"0",1,"0",-1,"1",0.421052631578947,0.62962962962963,"0",0.354039618998167,0.798408958204413
-1,"1",1,"1",1,"1",1,"0",1,"1",0.894736842105263,0.592592592592593,"1",0.42871890081956,0.997459365973225
1,"0",-1,"1",1,"1",-1,"1",-1,"1",0.315789473684211,0.555555555555556,"0",0.355988925474397,0.955415572426588
1,"1",-1,"1",-1,"0",1,"1",-1,"1",0.315789473684211,0.555555555555556,"1",0.591618035964512,0.16734921410951
1,"0",-1,"1",-1,"1",-1,"0",1,"0",0.210526315789474,0.481481481481481,"0",0.4189836062325,0.996561715956782
1,"1",1,"0",-1,"0",-1,"1",-1,"0",0.315789473684211,0.555555555555556,"0",0.216598168052007,0.904514180418306
1,"1",1,"0",-1,"1",1,"1",-1,"1",0.526315789473684,0.703703703703704,"1",0.674498740190883,0.949738810474421
-1,"1",1,"1",1,"0",1,"1",1,"0",1,0.666666666666667,"1",0.614628569293995,0.998774107755601
-1,"1",-1,"1",-1,"0",1,"1",-1,"1",0.368421052631579,0.222222222222222,"0",0.337713218801055,0.816179508881726
1,"0",1,"0",-1,"0",-1,"1",1,"0",0.526315789473684,0.703703703703704,"0",0.524144734705577,0.410850808091538
1,"1",1,"0",-1,"1",-1,"1",-1,"0",0.315789473684211,0.555555555555556,"0",0.361522544880545,0.838072962287271
-1,"0",1,"1",1,"1",1,"1",1,"0",1,0.666666666666667,"1",0.622384147913102,0.998151761195706
1,"0",-1,"0",-1,"1",-1,"0",1,"0",0.210526315789474,0.481481481481481,"0",0.241908943377437,0.995876260745332
-1,"0",-1,"1",1,"0",-1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.242586694958301,0.999505412310627
1,"1",-1,"0",-1,"0",1,"1",-1,"1",0.315789473684211,0.555555555555556,"1",0.364222527384452,0.194339512924337
1,"1",-1,"0",1,"1",-1,"1",-1,"1",0.315789473684211,0.555555555555556,"0",0.269378505482698,0.86606871916882
1,"1",1,"0",-1,"1",1,"1",-1,"0",0.526315789473684,0.703703703703704,"1",0.562538214313856,0.828956873547465
1,"0",-1,"0",-1,"1",-1,"1",1,"0",0.315789473684211,0.555555555555556,"0",0.24876298019759,0.942222303211332
-1,"0",-1,"1",-1,"1",-1,"1",1,"1",0.368421052631579,0.222222222222222,"0",0.350730668607984,0.817508231032892
1,"0",-1,"0",-1,"1",1,"1",-1,"0",0.315789473684211,0.555555555555556,"0",0.149781706559682,0.960605767939557
-1,"1",1,"1",-1,"0",1,"1",-1,"1",0.578947368421053,0.37037037037037,"1",0.369181175540298,0.906011025458317
1,"0",1,"1",-1,"1",-1,"1",-1,"0",0.315789473684211,0.555555555555556,"0",0.301951992223341,0.94490803134078
-1,"0",1,"1",1,"0",1,"1",1,"1",1,0.666666666666667,"1",0.760884921716539,0.999131533438501
1,"0",1,"1",1,"0",-1,"1",1,"1",0.736842105263158,0.851851851851852,"1",0.844523133702323,0.976150276910731
1,"0",-1,"1",-1,"0",1,"0",1,"1",0.421052631578947,0.62962962962963,"0",0.435245120422492,0.844340686621406
-1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.368421052631579,0.222222222222222,"0",0.523065318800274,0.906072309917373
1,"0",1,"0",1,"0",1,"0",-1,"0",0.631578947368421,0.777777777777778,"0",0.601664149173211,0.637357250347681
-1,"0",1,"0",1,"0",-1,"1",1,"0",0.789473684210526,0.518518518518518,"1",0.628335597951951,0.933855216142006
-1,"0",1,"0",-1,"1",-1,"0",1,"0",0.473684210526316,0.296296296296296,"1",0.416593852082555,0.165694061117019
1,"0",1,"0",-1,"1",-1,"1",-1,"1",0.315789473684211,0.555555555555556,"0",0.276797393127632,0.785650870560833
-1,"1",-1,"1",-1,"0",-1,"1",-1,"1",0.157894736842105,0.0740740740740741,"0",0.234313195660204,0.991101077718744
-1,"1",-1,"0",1,"1",1,"0",-1,"1",0.473684210526316,0.296296296296296,"0",0.418964213889143,0.773081402672215
-1,"1",1,"1",1,"1",-1,"1",1,"0",0.789473684210526,0.518518518518518,"1",0.429603194224681,0.983456967895425
1,"1",1,"1",1,"0",1,"1",-1,"1",0.736842105263158,0.851851851851852,"1",0.910868498520751,0.986941688502258
1,"0",1,"1",1,"1",-1,"0",1,"0",0.631578947368421,0.777777777777778,"1",0.799104197105268,0.564729500522305
1,"1",-1,"1",-1,"0",-1,"1",-1,"1",0.105263157894737,0.407407407407407,"0",0.0632085331489395,0.992051117776428
-1,"0",-1,"1",-1,"1",-1,"1",1,"0",0.368421052631579,0.222222222222222,"0",0.10062048047883,0.945846480512528
-1,"1",-1,"0",-1,"1",1,"1",1,"1",0.578947368421053,0.37037037037037,"1",0.420357280572684,0.948864166443395
-1,"1",-1,"0",-1,"0",-1,"1",-1,"1",0.157894736842105,0.0740740740740741,"0",0.307675293185488,0.98933863774179
-1,"1",-1,"0",-1,"1",-1,"1",-1,"0",0.157894736842105,0.0740740740740741,"0",0.114890821416867,0.99496678777321
-1,"0",1,"1",-1,"1",1,"1",-1,"0",0.578947368421053,0.37037037037037,"1",0.461527776653901,0.621044754464501
1,"0",1,"0",1,"0",1,"0",-1,"1",0.631578947368421,0.777777777777778,"1",0.740355073539093,0.689287254937133
-1,"1",-1,"0",1,"0",1,"1",-1,"0",0.578947368421053,0.37037037037037,"1",0.185082419016142,0.378544410701331
