"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.555703170940637,0.609522995207373,1,0.9,0.609522995207373,0.954976873254512
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.79290275591152,0.694572506035817,1,0.9,0.694572506035817,0.956172587136435
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.471049417189845,0.512110962695552,1,0.9,0.512110962695552,0.93175370391653
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.253201201260265,0.334220467414798,1,0.9,0.334220467414798,0.881531667934132
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.410882572006972,0.285825343696952,1,0.9,0.285825343696952,0.831999935191585
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.243883058963803,0.231346325225154,1,0.9,0.231346325225154,0.810235856188045
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.909582089584855,0.770407622169579,1,0.9,0.770407622169579,0.967108174913995
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.786323366743347,0.796516174145756,1,0.9,0.796516174145756,0.973970888346739
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.734259481494609,0.634903380626067,1,0.9,0.634903380626067,0.94955810858859
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.132927377058445,0.288507832234298,1,0.9,0.288507832234298,0.874451556268037
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.496640576319231,0.323639876937212,1,0.9,0.323639876937212,0.772582710639292
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.838402209873236,0.748721748406565,1,0.9,0.748721748406565,0.965285368292983
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.612162614830099,0.559526882943371,1,0.9,0.559526882943371,0.920896744562589
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.371690903314045,0.324096626207056,1,0.9,0.324096626207056,0.854357204551261
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.222272236935989,0.264680189014217,1,0.9,0.264680189014217,0.847971016446885
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.219685551883401,0.225949292222869,1,0.9,0.225949292222869,0.789933798867868
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.523079020864651,0.463865392535009,1,0.9,0.463865392535009,0.88437807295483
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.370569367317486,0.278840870382976,1,0.9,0.278840870382976,0.805264473831414
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.39701158299236,0.494075979913378,1,0.9,0.494075979913378,0.934642074874292
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.689210827675395,0.568063966427332,1,0.9,0.568063966427332,0.934911848715194
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.600154242781841,0.688706670214137,1,0.9,0.688706670214137,0.96843733731155
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.760937187562074,0.663038996499448,1,0.9,0.663038996499448,0.944140751298433
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.468663009011604,0.486357530782798,1,0.9,0.486357530782798,0.938750658849339
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.764158425053679,0.698499207250467,1,0.9,0.698499207250467,0.954809352832802
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.622393714063399,0.615140890609007,1,0.9,0.615140890609007,0.946798146966761
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.441711490084465,0.463576200654388,1,0.9,0.463576200654388,0.929364668868739
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.9,1,0.989026912898751
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.303405113427418,0.288208099868142,1,0.9,0.288208099868142,0.815886686224951
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.364606089054489,0.311955797674761,1,0.9,0.311955797674761,0.848497027071078
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.587536661553968,0.514177161834704,1,0.9,0.514177161834704,0.909726550222792
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160294778950884,0.152169452277814,0,0.1,0.160294778950884,0.254063286828855
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.509327740844579,0.402570638011265,1,0.9,0.402570638011265,0.864940281603275
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.348258907108951,0.298930588342291,1,0.9,0.298930588342291,0.824183889420001
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.784883564704019,0.627876631872363,1,0.9,0.627876631872363,0.926762585402406
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.22227539119534,0.21789685333346,1,0.9,0.21789685333346,0.82315095271901
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.748168094832164,0.632028098789502,1,0.9,0.632028098789502,0.939228824105453
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00390614379940074,1,0.9,0.00390614379940074,0.664664395317806
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.508937128638848,0.408313066387289,1,0.9,0.408313066387289,0.873604287619555
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.591291571131758,0.5096326527863,1,0.9,0.5096326527863,0.922347733013061
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.485554483920367,0.331305347527105,1,0.9,0.331305347527105,0.806508794379889
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.503581626324636,0.470658530969595,1,0.9,0.470658530969595,0.904891339075988
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.734241185141954,0.641683127414912,0,0.1,0.734241185141954,0.0667966554336845
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.473041972064669,0.465152269992626,1,0.9,0.465152269992626,0.922061314757665
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.404192566326395,0.361816603519035,1,0.9,0.361816603519035,0.891725446737755
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.396089842630896,0.331978062627406,1,0.9,0.331978062627406,0.838793112017149
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.58115334041039,0.605208508226299,1,0.9,0.605208508226299,0.952751563524769
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.401771482699199,0.364952455285639,1,0.9,0.364952455285639,0.871366234064496
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.171073568244258,0,1,0.9,0,0.513047030875323
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.219118034605814,0.328839058066197,0,0.1,0.219118034605814,0.116812416756039
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.765503182426607,0.671846974414741,1,0.9,0.671846974414741,0.937567144373204
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.284629288622307,0.315389975073655,1,0.9,0.315389975073655,0.870154986230478
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.545285744835788,0.504949637797027,1,0.9,0.504949637797027,0.92352727483446
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.610127564526685,0.468781957802718,0,0.1,0.610127564526685,0.104885675137166
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.523176640294157,0.618920590659784,1,0.9,0.618920590659784,0.956644475337685
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.98433410646257,0.967319443237021,1,0.9,0.967319443237021,0.989286264480553
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.454789880713136,0.491526340664778,1,0.9,0.491526340664778,0.939861320227183
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.634869996469738,0.55294168032003,1,0.9,0.55294168032003,0.916627884452387
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.330629018567129,0.412555379163289,1,0.9,0.412555379163289,0.912134716531088
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.44254589621217,0.359664328058731,1,0.9,0.359664328058731,0.839689440339337
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.37555993284852,0.490457365006337,1,0.9,0.490457365006337,0.934268185924004
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.497663501365864,0.528769034700243,1,0.9,0.528769034700243,0.941428804563301
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.386508229862136,0.26989205580806,0,0.1,0.386508229862136,0.192584175466455
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.557149508403292,0.434898084527584,1,0.9,0.434898084527584,0.894477913279274
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.423888923806369,0.421224931683457,1,0.9,0.421224931683457,0.901119499417567
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.449881724395216,0.420329288554941,0,0.1,0.449881724395216,0.0984527780408121
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.552873157451655,0.470807316799839,1,0.9,0.470807316799839,0.904132990102655
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.505212986771108,0.365708575710809,1,0.9,0.365708575710809,0.84751439551908
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.184729314622093,0.0634198947894719,1,0.9,0.0634198947894719,0.61394994782349
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.340398035900801,0.225728081712449,1,0.9,0.225728081712449,0.783628827351952
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.378567906673576,0.307673997134941,1,0.9,0.307673997134941,0.822733738368229
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.714649349529534,0.413412474433926,1,0.9,0.413412474433926,0.810168865155856
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.444321202998612,0.295648492443347,1,0.9,0.295648492443347,0.801503002591514
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.261756792248957,0.289585109392073,1,0.9,0.289585109392073,0.844144922026285
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.327392733523783,0.391203999907056,1,0.9,0.391203999907056,0.904657266603352
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.28366044523231,0.302104596992053,1,0.9,0.302104596992053,0.862733068832239
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.555585307665942,0.548347269474645,1,0.9,0.548347269474645,0.937707944585441
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.148847258171693,0.258138000102457,0,0.1,0.148847258171693,0.123358156414744
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.598501493672155,0.564184157048758,1,0.9,0.564184157048758,0.928218475739503
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.396503760137698,0.373129004169885,0,0.1,0.396503760137698,0.126028425922624
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.266436701183099,0.271817894263822,1,0.9,0.271817894263822,0.824605494223977
