"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.685467775741739,0.59946636676819,0,0.5,0.685467775741739,0.423786652925564
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.362264915009742,0.122713872165254,1,0.5,0.122713872165254,0.5911819528161
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.654685041062221,0.50486258575575,1,0.5,0.50486258575575,0.587569395289579
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.340790889900131,0.229306244665969,1,0.5,0.229306244665969,0.538294328313379
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.327271798954732,0.271163606018678,0,0.5,0.327271798954732,0.477830944197098
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.26987157746238,0.325966068446683,1,0.5,0.325966068446683,0.459225222104172
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.584574892839799,0.658304345260946,0,0.5,0.584574892839799,0.4658492857999
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.575120197071262,0.441207035021782,0,0.5,0.575120197071262,0.436856326388667
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.5,0,0.511035396667786
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.715815065788015,0.749730608745987,0,0.5,0.715815065788015,0.446955008410003
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.430850654479453,0.430331400248172,1,0.5,0.430331400248172,0.509251786535591
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.27932421571015,0.15483539559467,1,0.5,0.15483539559467,0.543944497411
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.529182337387259,0.358846261202634,0,0.5,0.529182337387259,0.416108826411561
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.685491162621148,0.620335502062611,1,0.5,0.620335502062611,0.558371991620064
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.448172796804947,0.457544503281354,0,0.5,0.448172796804947,0.501321534483193
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.397388871519113,0.310609150009581,1,0.5,0.310609150009581,0.538382964927328
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.457060682356042,0.497953389946357,0,0.5,0.457060682356042,0.499966007710834
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0846069219329687,0.147505053939462,1,0.5,0.147505053939462,0.469958418649689
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.41661146190661,0.259321611023009,1,0.5,0.259321611023009,0.557254474169823
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.381162743567967,0.350112406344867,1,0.5,0.350112406344867,0.511158112467431
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.620298640048422,0.413445656517035,0,0.5,0.620298640048422,0.381177764311913
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.886270680948104,1,1,0.5,1,0.543300815744899
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.625779195165042,0.778029793873129,0,0.5,0.625779195165042,0.52476685018547
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.172374228751254,0.105441475771903,0,0.5,0.172374228751254,0.486768772379631
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.690847232270569,0.492130386096325,0,0.5,0.690847232270569,0.379137261549166
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.471162399292575,0.418425164321397,0,0.5,0.471162399292575,0.485610015777497
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.604758035330231,0.499167296944806,0,0.5,0.604758035330231,0.428912440543735
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.574219320706932,0.767406962411259,0,0.5,0.574219320706932,0.553292215993683
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.434479604184782,0.339717107361579,1,0.5,0.339717107361579,0.535628450760151
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.341670245220402,0.304381282729264,0,0.5,0.341670245220402,0.511190927935365
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.722805223976908,0.607474070026836,0,0.5,0.722805223976908,0.423893783175499
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.344756840127616,0.191290608441497,1,0.5,0.191290608441497,0.559554312178135
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.855090604252227,0.764674843743264,1,0.5,0.764674843743264,0.590645400658281
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.507812854441277,0.334727335539869,1,0.5,0.334727335539869,0.640177116144218
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.87102407168809,0.890254944879642,1,0.5,0.890254944879642,0.533509580165771
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.342993261260867,0.307328421613713,0,0.5,0.342993261260867,0.485321081679499
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.411794689697314,0.595468266400562,1,0.5,0.595468266400562,0.431393546019089
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.783601495373133,0.715678937117888,1,0.5,0.715678937117888,0.567181030392052
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.359088205254747,0.137508386791551,0,0.5,0.359088205254747,0.445512608021754
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.405357911031854,0.387921687623707,0,0.5,0.405357911031854,0.501695866295218
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.370028854720071,0.22906165066935,1,0.5,0.22906165066935,0.572629604669181
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.506160289257245,0.313260329973518,1,0.5,0.313260329973518,0.608083077205593
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.957678701716146,0.919365339779873,1,0.5,0.919365339779873,0.601320177881443
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.729209743485649,0.592870037566268,0,0.5,0.729209743485649,0.394858568212528
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.289051604057197,0.21551288023,1,0.5,0.21551288023,0.514737031188827
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.60758195411658,0.520271119437062,0,0.5,0.60758195411658,0.44153304483843
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.70295863746227,0.61710321906718,0,0.5,0.70295863746227,0.388779279289499
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.339618913049574,0.221009633338477,1,0.5,0.221009633338477,0.550656491624287
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.689757326329224,0.608826031682121,1,0.5,0.608826031682121,0.584846800838284
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.761108753240724,0.810395062128098,0,0.5,0.761108753240724,0.467972289525028
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.467331343786229,0.24618653629959,0,0.5,0.467331343786229,0.383443706051118
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.968928094798103,0.935825891629965,0,0.5,0.968928094798103,0.41300658772535
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.655981874512534,0.540700914137974,0,0.5,0.655981874512534,0.450468521072986
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.157294659651136,0.230415750743561,1,0.5,0.230415750743561,0.445045061446671
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.636231209498241,0.538323291222944,1,0.5,0.538323291222944,0.583771315741227
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.690996730288945,0.711225539977442,0,0.5,0.690996730288945,0.432476383056859
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.282295219206623,0.270945265893868,0,0.5,0.282295219206623,0.496993571686048
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.449392480751564,0.30338488338184,1,0.5,0.30338488338184,0.563975237555019
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.490594694294234,0.547258050081996,0,0.5,0.490594694294234,0.512475215885636
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.703529841136029,0.75937401375806,0,0.5,0.703529841136029,0.471943399585155
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.52143436553414,0.499222449726168,1,0.5,0.499222449726168,0.515786021254982
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.847768701070718,0.912566787483331,1,0.5,0.912566787483331,0.522265739155513
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.383389105346919,0.381938898009019,1,0.5,0.381938898009019,0.504629302557479
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.593248813912364,0.3805352471894,1,0.5,0.3805352471894,0.620847598836675
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.765912995439039,0.635250667140414,1,0.5,0.635250667140414,0.61807703446094
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.639326992160456,0.486414130627188,1,0.5,0.486414130627188,0.628673217156981
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.874646500044871,0.742680375586429,1,0.5,0.742680375586429,0.623553475619665
