"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","y0","y1","t","y","prop_score_t"
1,"1",1,"1",1,"0",1,"0",-1,"0",0.631578947368421,0.777777777777778,"0",0.573688829452125,0.248452261902661
-1,"1",-1,"1",1,"1",1,"1",-1,"1",0.578947368421053,0.37037037037037,"0",0.668446838422397,0.409369947373407
1,"1",1,"0",1,"0",1,"0",1,"0",0.842105263157895,0.925925925925926,"1",1.00007791513238,0.934427616600912
-1,"1",-1,"1",-1,"0",-1,"1",-1,"1",0.157894736842105,0.0740740740740741,"0",0.112815655856534,0.966025830414061
-1,"1",-1,"1",-1,"1",-1,"0",-1,"1",0.0526315789473684,0,"1",0.015238774859854,0.00764347948559629
1,"0",1,"0",-1,"0",1,"0",-1,"1",0.421052631578947,0.62962962962963,"0",0.571887835537573,0.917066921154191
1,"0",-1,"1",1,"1",-1,"0",1,"0",0.421052631578947,0.62962962962963,"0",0.473834771821203,0.709284511532296
-1,"0",1,"0",-1,"0",1,"0",-1,"0",0.473684210526316,0.296296296296296,"0",0.4807823046932,0.856990789227155
-1,"0",-1,"1",-1,"0",1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.113746133223183,0.946282800873898
-1,"1",1,"0",-1,"0",-1,"0",-1,"1",0.263157894736842,0.148148148148148,"0",0.314394379620799,0.974389501182839
1,"1",-1,"0",1,"0",1,"0",-1,"1",0.421052631578947,0.62962962962963,"0",0.276296771202602,0.819446113570176
-1,"1",1,"1",-1,"1",-1,"0",1,"0",0.473684210526316,0.296296296296296,"0",0.698029118687211,0.667489139395223
-1,"1",-1,"0",-1,"0",-1,"0",-1,"0",0.0526315789473684,0,"0",0.0888109137661956,0.991534564602652
1,"0",1,"1",-1,"1",1,"1",1,"1",0.736842105263158,0.851851851851852,"1",0.662142828606528,0.80617811413607
-1,"0",-1,"0",-1,"1",-1,"0",1,"0",0.263157894736842,0.148148148148148,"0",0.235199191814382,0.964816006622638
1,"1",-1,"1",-1,"1",-1,"0",-1,"0",0,0.333333333333333,"0",0.0269562946330766,0.989152855249111
-1,"0",-1,"0",1,"1",-1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.104178688593572,0.966765650052319
1,"1",-1,"0",-1,"0",1,"0",-1,"0",0.210526315789474,0.481481481481481,"0",0.311118090377145,0.95476665538971
-1,"1",-1,"0",-1,"0",-1,"0",-1,"1",0.0526315789473684,0,"0",0.0157333865636523,0.994760196889264
1,"1",1,"0",1,"0",1,"1",-1,"1",0.736842105263158,0.851851851851852,"1",0.832244215752872,0.812192283238428
-1,"0",1,"0",1,"1",1,"1",1,"0",1,0.666666666666667,"1",0.705099736433687,0.971497944864928
-1,"1",-1,"1",1,"0",1,"0",1,"0",0.684210526315789,0.444444444444444,"1",0.215256031530143,0.8465977786905
-1,"0",1,"1",-1,"0",1,"0",1,"0",0.684210526315789,0.444444444444444,"0",0.568320325854696,0.306270108695592
-1,"1",1,"1",-1,"1",1,"1",-1,"0",0.578947368421053,0.37037037037037,"1",0.379385725920797,0.607531213581936
1,"1",1,"1",-1,"0",1,"1",-1,"1",0.526315789473684,0.703703703703704,"1",0.62427826569809,0.493362612920674
1,"0",-1,"0",1,"1",-1,"1",1,"0",0.526315789473684,0.703703703703704,"1",0.643293422760322,0.487122403750368
1,"0",-1,"1",-1,"1",1,"0",1,"1",0.421052631578947,0.62962962962963,"1",0.533202624581897,0.174862116601467
-1,"0",1,"0",-1,"0",-1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.351620584266737,0.974264737613493
1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.315789473684211,0.555555555555556,"0",0.287862985923514,0.809136944860754
-1,"0",1,"0",-1,"1",-1,"0",-1,"1",0.263157894736842,0.148148148148148,"0",0.310664803970872,0.986155240747886
1,"0",1,"0",-1,"1",-1,"1",-1,"0",0.315789473684211,0.555555555555556,"0",0.399341566656356,0.927109657898922
1,"1",1,"1",1,"0",-1,"1",1,"1",0.736842105263158,0.851851851851852,"1",0.817557838042035,0.902836735953317
1,"0",-1,"0",-1,"1",1,"1",-1,"0",0.315789473684211,0.555555555555556,"1",0.628506869207059,0.0905266079369475
-1,"0",1,"1",1,"1",1,"0",1,"0",0.894736842105263,0.592592592592593,"1",0.380748098499971,0.936343031298833
1,"1",-1,"0",-1,"0",1,"1",1,"1",0.526315789473684,0.703703703703704,"1",0.669675713688823,0.478996216733126
1,"1",-1,"0",-1,"0",-1,"1",1,"0",0.315789473684211,0.555555555555556,"0",0.450982119125674,0.809136944860754
-1,"0",-1,"1",-1,"1",1,"0",1,"0",0.473684210526316,0.296296296296296,"0",0.398780939665478,0.718882346675801
-1,"0",1,"0",-1,"0",-1,"1",1,"1",0.578947368421053,0.37037037037037,"1",0.319129952443638,0.338888110459907
-1,"1",1,"1",-1,"0",1,"0",1,"1",0.684210526315789,0.444444444444444,"1",0.497179410400847,0.692669116473279
-1,"0",1,"0",1,"0",-1,"1",-1,"0",0.578947368421053,0.37037037037037,"0",0.623772345205679,0.5607788695318
-1,"0",-1,"0",1,"0",-1,"0",1,"0",0.473684210526316,0.296296296296296,"1",0.260355563276054,0.24191171241836
1,"0",1,"0",1,"0",-1,"0",-1,"1",0.421052631578947,0.62962962962963,"0",0.348167827313227,0.902600658057534
1,"0",-1,"0",-1,"1",-1,"0",1,"0",0.210526315789474,0.481481481481481,"0",0.20038397542809,0.968962178364259
1,"0",-1,"0",-1,"0",-1,"1",1,"0",0.315789473684211,0.555555555555556,"0",0.266973618551158,0.872403556492131
-1,"0",1,"0",-1,"1",-1,"0",-1,"1",0.263157894736842,0.148148148148148,"0",0.0960129357881234,0.986155240747886
1,"1",1,"1",1,"1",1,"0",-1,"1",0.631578947368421,0.777777777777778,"1",0.861458410645144,0.616518732006091
-1,"1",-1,"0",1,"1",1,"1",1,"1",0.789473684210526,0.518518518518518,"1",0.608273018027181,0.871743842166528
1,"0",-1,"1",-1,"1",-1,"0",-1,"1",0,0.333333333333333,"0",0.0660607550355866,0.995822558123163
1,"0",-1,"1",1,"1",1,"1",-1,"1",0.526315789473684,0.703703703703704,"0",0.460802473723073,0.559977297723633
1,"0",1,"1",-1,"1",-1,"0",1,"1",0.421052631578947,0.62962962962963,"0",0.362539411307153,0.85661392755468
1,"1",1,"1",-1,"0",-1,"0",1,"0",0.421052631578947,0.62962962962963,"0",0.295860527798948,0.663156556377981
-1,"1",1,"0",1,"0",-1,"1",1,"1",0.789473684210526,0.518518518518518,"1",0.589065893327236,0.861726342470655
-1,"0",-1,"1",-1,"0",-1,"1",-1,"1",0.157894736842105,0.0740740740740741,"0",0.250395035963475,0.978659094168289
-1,"1",-1,"0",1,"0",1,"0",1,"1",0.684210526315789,0.444444444444444,"1",0.592269711291465,0.667319859284333
-1,"0",1,"0",-1,"0",1,"0",1,"0",0.684210526315789,0.444444444444444,"1",0.479027122072405,0.571627970125045
-1,"0",1,"1",1,"0",1,"1",-1,"0",0.789473684210526,0.518518518518518,"1",0.583922394023015,0.893604317614614
-1,"0",-1,"0",1,"0",-1,"1",1,"1",0.578947368421053,0.37037037037037,"0",0.660014849063582,0.563572481389601
-1,"1",1,"0",1,"0",-1,"1",1,"1",0.789473684210526,0.518518518518518,"0",0.800719274462388,0.138273657529345
-1,"0",-1,"1",-1,"1",1,"1",1,"1",0.578947368421053,0.37037037037037,"0",0.440438579805977,0.513089772488292
-1,"0",1,"0",1,"0",1,"0",1,"1",0.894736842105263,0.592592592592593,"1",0.65718372806734,0.861228290126151
-1,"1",1,"1",-1,"0",1,"0",1,"0",0.684210526315789,0.444444444444444,"1",0.30070488307998,0.785090649355732
-1,"1",1,"0",1,"0",-1,"0",-1,"0",0.473684210526316,0.296296296296296,"0",0.553138563903944,0.756919608799127
1,"1",1,"1",-1,"0",-1,"1",-1,"1",0.315789473684211,0.555555555555556,"0",0.42944500210006,0.866441373752322
1,"1",1,"1",-1,"0",1,"1",1,"0",0.736842105263158,0.851851851851852,"1",0.9468341838392,0.926587806825379
-1,"1",1,"1",-1,"1",-1,"0",1,"1",0.473684210526316,0.296296296296296,"1",0.374617243764706,0.235087077199893
-1,"0",-1,"1",1,"1",-1,"0",-1,"0",0.263157894736842,0.148148148148148,"0",0.223535164230071,0.944864785186122
-1,"0",1,"0",-1,"1",1,"0",1,"0",0.684210526315789,0.444444444444444,"0",0.657307839706451,0.465214865867362
-1,"0",-1,"1",-1,"0",-1,"1",-1,"0",0.157894736842105,0.0740740740740741,"0",0.0248239586733751,0.965861750058913
-1,"1",1,"0",1,"1",-1,"1",-1,"1",0.578947368421053,0.37037037037037,"1",0.322041251934511,0.40168669543226
-1,"1",-1,"1",1,"1",-1,"1",-1,"1",0.368421052631579,0.222222222222222,"0",0.437206811905201,0.814078494677488
1,"0",1,"1",-1,"0",-1,"1",1,"0",0.526315789473684,0.703703703703704,"1",0.651585618152359,0.553333421800749
