"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.909582089584855,0.770407622169579,0,0.5,0.909582089584855,0.646453865727413
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.786323366743347,0.796516174145756,1,0.5,0.796516174145756,0.441393717517749
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.734259481494609,0.634903380626067,0,0.5,0.734259481494609,0.600426639004167
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.132927377058445,0.288507832234298,1,0.5,0.288507832234298,0.69384030562386
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.496640576319231,0.323639876937212,0,0.5,0.496640576319231,0.653067781282182
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.838402209873236,0.748721748406565,0,0.5,0.838402209873236,0.612963146782648
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.612162614830099,0.559526882943371,0,0.5,0.612162614830099,0.588346574730945
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.371690903314045,0.324096626207056,0,0.5,0.371690903314045,0.488389581919841
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.222272236935989,0.264680189014217,1,0.5,0.264680189014217,0.587625814017602
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.219685551883401,0.225949292222869,0,0.5,0.219685551883401,0.460103571800464
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.523079020864651,0.463865392535009,0,0.5,0.523079020864651,0.569418801820852
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.370569367317486,0.278840870382976,0,0.5,0.370569367317486,0.516040272990763
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.39701158299236,0.494075979913378,1,0.5,0.494075979913378,0.602420968204111
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.689210827675395,0.568063966427332,0,0.5,0.689210827675395,0.571268752255927
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.600154242781841,0.688706670214137,0,0.5,0.600154242781841,0.435918960044003
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.760937187562074,0.663038996499448,0,0.5,0.760937187562074,0.639252058762329
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.468663009011604,0.486357530782798,0,0.5,0.468663009011604,0.436920917507173
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.764158425053679,0.698499207250467,0,0.5,0.764158425053679,0.594536109821076
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.622393714063399,0.615140890609007,1,0.5,0.615140890609007,0.466803511936543
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.441711490084465,0.463576200654388,1,0.5,0.463576200654388,0.580136071445714
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,0.41775828996978
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.303405113427418,0.288208099868142,1,0.5,0.288208099868142,0.492421496612156
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.364606089054489,0.311955797674761,0,0.5,0.364606089054489,0.495779711626757
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.587536661553968,0.514177161834704,0,0.5,0.587536661553968,0.574102956172923
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160294778950884,0.152169452277814,1,0.5,0.152169452277814,0.561261875644745
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.509327740844579,0.402570638011265,0,0.5,0.509327740844579,0.587563795005608
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.348258907108951,0.298930588342291,1,0.5,0.298930588342291,0.504186280847359
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.784883564704019,0.627876631872363,1,0.5,0.627876631872363,0.309677406156899
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.22227539119534,0.21789685333346,1,0.5,0.21789685333346,0.585321616608111
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.748168094832164,0.632028098789502,0,0.5,0.748168094832164,0.630167845023616
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00390614379940074,0,0.5,0,0.387210352098424
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.508937128638848,0.408313066387289,0,0.5,0.508937128638848,0.565353101848936
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.591291571131758,0.5096326527863,1,0.5,0.5096326527863,0.450995491942272
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.485554483920367,0.331305347527105,1,0.5,0.331305347527105,0.394013981173709
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.503581626324636,0.470658530969595,0,0.5,0.503581626324636,0.53615621342934
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.734241185141954,0.641683127414912,1,0.5,0.641683127414912,0.358643642067108
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.473041972064669,0.465152269992626,1,0.5,0.465152269992626,0.540294200392082
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.404192566326395,0.361816603519035,1,0.5,0.361816603519035,0.565200644092454
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.396089842630896,0.331978062627406,0,0.5,0.396089842630896,0.533849711019472
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.58115334041039,0.605208508226299,1,0.5,0.605208508226299,0.515082694424023
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.401771482699199,0.364952455285639,0,0.5,0.401771482699199,0.497965643067603
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.171073568244258,0,0,0.5,0.171073568244258,0.590296834381876
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.219118034605814,0.328839058066197,1,0.5,0.328839058066197,0.646837414607191
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.765503182426607,0.671846974414741,0,0.5,0.765503182426607,0.662071284355889
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.284629288622307,0.315389975073655,0,0.5,0.284629288622307,0.406027771487087
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.545285744835788,0.504949637797027,0,0.5,0.545285744835788,0.5119471813455
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.610127564526685,0.468781957802718,1,0.5,0.468781957802718,0.376836215134482
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.523176640294157,0.618920590659784,0,0.5,0.523176640294157,0.439361020058658
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.98433410646257,0.967319443237021,1,0.5,0.967319443237021,0.427844434050098
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.454789880713136,0.491526340664778,1,0.5,0.491526340664778,0.57001189773167
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.634869996469738,0.55294168032003,0,0.5,0.634869996469738,0.597596798565405
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.330629018567129,0.412555379163289,1,0.5,0.412555379163289,0.604771848396366
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.44254589621217,0.359664328058731,1,0.5,0.359664328058731,0.447641476542922
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.37555993284852,0.490457365006337,0,0.5,0.37555993284852,0.388788191172756
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.497663501365864,0.528769034700243,1,0.5,0.528769034700243,0.564408155140332
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.386508229862136,0.26989205580806,1,0.5,0.26989205580806,0.463404828575874
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.557149508403292,0.434898084527584,1,0.5,0.434898084527584,0.435855523915187
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.423888923806369,0.421224931683457,0,0.5,0.423888923806369,0.460890857952416
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.449881724395216,0.420329288554941,1,0.5,0.420329288554941,0.517427236443964
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.552873157451655,0.470807316799839,0,0.5,0.552873157451655,0.545763844746148
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.505212986771108,0.365708575710809,0,0.5,0.505212986771108,0.584010292525712
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.184729314622093,0.0634198947894719,1,0.5,0.0634198947894719,0.484641011442678
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.340398035900801,0.225728081712449,0,0.5,0.340398035900801,0.532868161887486
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.378567906673576,0.307673997134941,0,0.5,0.378567906673576,0.530920968873229
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.714649349529534,0.413412474433926,1,0.5,0.413412474433926,0.25184338105408
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.444321202998612,0.295648492443347,0,0.5,0.444321202998612,0.59657768542094
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.261756792248957,0.289585109392073,0,0.5,0.261756792248957,0.42427377088557
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.327392733523783,0.391203999907056,1,0.5,0.391203999907056,0.587332207269817
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.28366044523231,0.302104596992053,0,0.5,0.28366044523231,0.41852676245991
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.555585307665942,0.548347269474645,0,0.5,0.555585307665942,0.481070411102894
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.148847258171693,0.258138000102457,1,0.5,0.258138000102457,0.675467714395368
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.598501493672155,0.564184157048758,1,0.5,0.564184157048758,0.468482341613873
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.396503760137698,0.373129004169885,1,0.5,0.373129004169885,0.513761805374376
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.266436701183099,0.271817894263822,0,0.5,0.266436701183099,0.449817766646746
