V1,V2,V3,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
-1,-1,-1,0.13023598460254,0.0452347886316733,0,0.75,0.13023598460254,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,1,0.769866941915697,0.6922076611857839,1,0.75,0.6922076611857839,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
-1,1,-1,0.26098449883311203,0.30710856007138104,1,0.75,0.30710856007138104,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,1,1,0.8294246164953392,0.649154767035093,0,0.25,0.8294246164953392,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,-1,1,0.670637771625651,0.4283681588483951,1,0.25,0.4283681588483951,0.32665795474463105,0.233018867924528,0.6458443453243243,0.6357000925476196
1,1,1,0.951622470748151,0.938380526073123,1,0.75,0.938380526073123,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0275334674621319,0.053582610917838,0,0.75,0.0275334674621319,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,1,1,0.792658196516397,0.6885275446558728,1,0.75,0.6885275446558728,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
1,-1,-1,0.196440823275579,0.311514047695843,1,0.75,0.311514047695843,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.0679296793635713,0.0642445361910668,0,0.75,0.0679296793635713,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,1,1,0.934584554867793,0.9083767928892059,1,0.75,0.9083767928892059,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,1,0.7728212019107242,0.6695337886657671,1,0.75,0.6695337886657671,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,-1,0.385013947059,0.5971142723693941,1,0.75,0.5971142723693941,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,1,1,0.8298269938968821,0.6995671247443609,1,0.75,0.6995671247443609,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,1,0.807332266643516,0.702881878950038,1,0.75,0.702881878950038,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.105187960938206,0.0521149847663133,1,0.25,0.0521149847663133,0.346871187340915,0.233018867924528,0.28114278996881104,0.46984460180285714
1,1,1,0.9462007237490909,0.960840721261592,1,0.75,0.960840721261592,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,1,0.9194341349355541,0.949070514617731,1,0.75,0.949070514617731,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,-1,0.249505413236424,0.34331831964642895,1,0.75,0.34331831964642895,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
1,-1,1,0.768640838679012,0.698018719466576,0,0.25,0.768640838679012,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
1,1,-1,0.36906653949761503,0.572275325597881,0,0.25,0.36906653949761503,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
-1,1,1,0.758511355239121,0.6604292072898691,1,0.75,0.6604292072898691,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
1,-1,-1,0.264784219419505,0.31675032947844894,1,0.75,0.31675032947844894,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
-1,1,-1,0.21217867731669698,0.351579987493604,1,0.75,0.351579987493604,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.0923219365468854,0.0530199084821238,1,0.25,0.0530199084821238,0.346871187340915,0.233018867924528,0.28114278996881104,0.46984460180285714
1,-1,-1,0.22945401297997,0.30252296243681703,1,0.75,0.30252296243681703,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
-1,-1,1,0.625160027086495,0.441271608506452,0,0.75,0.625160027086495,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
1,-1,1,0.758951716274157,0.6721179416737371,0,0.25,0.758951716274157,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0664983250203282,0.0910536856616469,0,0.75,0.0664983250203282,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,1,0.650384479577005,0.42435665757647606,0,0.75,0.650384479577005,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
-1,1,1,0.8042919084275791,0.70304086737382,0,0.25,0.8042919084275791,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,-1,1,0.639185085058866,0.41633261805453703,0,0.75,0.639185085058866,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0821176452902377,0.0707735690065619,0,0.75,0.0821176452902377,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,1,0.743393325435874,0.701905571280218,1,0.75,0.701905571280218,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
1,1,-1,0.343084698943507,0.580137662542463,1,0.75,0.580137662542463,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
1,1,1,0.9261223252768291,0.9281905576360681,1,0.75,0.9281905576360681,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,-1,1,0.825214870033386,0.6911523943574129,1,0.75,0.6911523943574129,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0820394959206635,0.0613507861139217,0,0.75,0.0820394959206635,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.106618796392437,0.0782045353240089,0,0.75,0.106618796392437,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,-1,0.234887482332758,0.337839184584397,0,0.25,0.234887482332758,0.347566398584859,0.24242424242424201,0.28114278996881104,0.46984460180285714
1,-1,-1,0.233671147487375,0.33161813441205495,0,0.25,0.233671147487375,0.347566398584859,0.24242424242424201,0.28114278996881104,0.46984460180285714
1,1,-1,0.39400426998512394,0.598379909636845,1,0.75,0.598379909636845,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,1,0.64075019809723,0.40260616454699705,0,0.75,0.64075019809723,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0763212759867586,0.0492062564255767,0,0.75,0.0763212759867586,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,-1,0.24084622900975897,0.33592464112587495,1,0.75,0.33592464112587495,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,1,-1,0.400633907052757,0.604550047887438,1,0.75,0.604550047887438,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.133904745940261,0.0580182387400409,0,0.75,0.133904745940261,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,1,1,0.8506952828232759,0.673805349426204,1,0.75,0.673805349426204,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.123255308263893,0.0635540927468606,0,0.75,0.123255308263893,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,-1,0.224537400065364,0.323266283777584,1,0.75,0.323266283777584,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,-1,1,0.7469897837720629,0.7034198495323021,0,0.25,0.7469897837720629,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
1,1,1,0.960114792448242,0.963367897518986,0,0.25,0.960114792448242,0.139812024569149,0.24609178013111396,0.6458443453243243,0.6357000925476196
1,1,1,0.9505794106408579,0.961302373029872,1,0.75,0.961302373029872,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.135570444261947,0.0145237026041067,0,0.75,0.135570444261947,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,1,0.569560186089495,0.417435561305341,1,0.25,0.417435561305341,0.32665795474463105,0.233018867924528,0.6458443453243243,0.6357000925476196
-1,1,1,0.811132177680502,0.693629468252731,1,0.75,0.693629468252731,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,-1,0.260254592799903,0.35008535913922995,0,0.25,0.260254592799903,0.34416308624571196,0.24609178013111396,0.28114278996881104,0.46984460180285714
1,1,1,0.939296871588327,0.9948150140522959,1,0.75,0.9948150140522959,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,-1,0.261854838047874,0.30616222046049896,1,0.75,0.30616222046049896,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,1,-1,0.20645485804175304,0.31087328730748803,1,0.75,0.31087328730748803,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
1,-1,-1,0.23634326172751102,0.32219623747854,0,0.25,0.23634326172751102,0.347566398584859,0.24242424242424201,0.28114278996881104,0.46984460180285714
1,-1,1,0.752099513246523,0.6910178498629279,0,0.25,0.752099513246523,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0979962168273154,0.0663333248802312,0,0.75,0.0979962168273154,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.052607034125512,0.0488412353746021,0,0.75,0.052607034125512,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,1,0.6854922849983349,0.40980855952626793,0,0.75,0.6854922849983349,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
1,1,-1,0.36053285129125,0.5864119779897379,1,0.75,0.5864119779897379,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.121271368549477,0.0714865226332628,1,0.25,0.0714865226332628,0.346871187340915,0.233018867924528,0.28114278996881104,0.46984460180285714
1,-1,1,0.8154976249037559,0.6780833104307691,1,0.75,0.6780833104307691,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
-1,1,1,0.789987365507515,0.7064726952527229,0,0.25,0.789987365507515,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.11948677025019802,0.0557958001714927,0,0.75,0.11948677025019802,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,1,-1,0.395038987121633,0.5829859614195451,1,0.75,0.5829859614195451,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
1,-1,1,0.806706548578205,0.679175649927654,0,0.25,0.806706548578205,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
-1,-1,1,0.65356551888461,0.416548117883957,1,0.25,0.416548117883957,0.32665795474463105,0.233018867924528,0.6458443453243243,0.6357000925476196
-1,-1,1,0.5963812880641409,0.41441848556810995,0,0.75,0.5963812880641409,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
1,-1,1,0.8239862442212249,0.6974056767007071,1,0.75,0.6974056767007071,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
1,1,-1,0.43599258438762895,0.578684029534702,1,0.75,0.578684029534702,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
1,1,-1,0.415073601128793,0.5980004847260101,0,0.25,0.415073601128793,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
1,1,1,0.947286550124296,0.9505542213746659,1,0.75,0.9505542213746659,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,-1,1,0.762290155767874,0.6949572425464762,1,0.75,0.6949572425464762,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
1,1,1,0.9462725058179191,0.9713177117095849,1,0.75,0.9713177117095849,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,-1,-1,0.278782902800589,0.332332252489038,1,0.75,0.332332252489038,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,-1,1,0.7987585254841449,0.6750682961486221,0,0.25,0.7987585254841449,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
1,1,-1,0.373144086096463,0.602253613878366,0,0.25,0.373144086096463,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.112116591523943,0.0506337508209608,0,0.75,0.112116591523943,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,1,1,0.801573670049991,0.677990312685148,1,0.75,0.677990312685148,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,-1,0.38220319887749893,0.58241447122712,1,0.75,0.58241447122712,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,1,1,0.7912560410647479,0.689514189701991,1,0.75,0.689514189701991,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0849265790088511,0.0356323279426284,1,0.25,0.0356323279426284,0.346871187340915,0.233018867924528,0.28114278996881104,0.46984460180285714
1,1,-1,0.370458325879219,0.607406658111461,1,0.75,0.607406658111461,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.12543474594877002,0.0370060064713671,0,0.75,0.12543474594877002,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,1,0.78451487829246,0.7123468277442159,0,0.25,0.78451487829246,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
1,1,1,0.9384159139199741,0.92952860784693,1,0.75,0.92952860784693,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,1,0.949842650895516,0.9395251409925071,0,0.25,0.949842650895516,0.139812024569149,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,1,1,0.7840752617677641,0.7070338248597909,0,0.25,0.7840752617677641,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,1,1,0.816533349206139,0.69245485596472,1,0.75,0.69245485596472,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,-1,0.39450630638576595,0.556662471483074,0,0.25,0.39450630638576595,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
-1,1,-1,0.22547403816684802,0.350588388271848,1,0.75,0.350588388271848,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
1,1,1,0.8880829044183192,0.927316782023402,1,0.75,0.927316782023402,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,1,-1,0.19598370920871802,0.296093393422537,1,0.75,0.296093393422537,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,1,0.637268387123035,0.37719729164423205,0,0.75,0.637268387123035,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
-1,1,1,0.812037517272918,0.6689844268647099,1,0.75,0.6689844268647099,0.635127449575927,0.753908219868886,0.6458443453243243,0.6357000925476196
-1,-1,1,0.6394060743361899,0.44146990555031895,0,0.75,0.6394060743361899,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
1,1,1,0.95227044842273,0.9832629190228841,0,0.25,0.95227044842273,0.139812024569149,0.24609178013111396,0.6458443453243243,0.6357000925476196
-1,1,1,0.818991774123277,0.683823848804546,0,0.25,0.818991774123277,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
1,1,1,0.9636936821405201,0.9609723702630021,0,0.25,0.9636936821405201,0.139812024569149,0.24609178013111396,0.6458443453243243,0.6357000925476196
1,-1,-1,0.287417264629788,0.319199509471094,1,0.75,0.319199509471094,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
-1,-1,1,0.6304760150838411,0.38893609953853003,1,0.25,0.38893609953853003,0.32665795474463105,0.233018867924528,0.6458443453243243,0.6357000925476196
-1,-1,1,0.6343919908207429,0.38724153234453706,0,0.75,0.6343919908207429,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
-1,1,-1,0.263576531242514,0.314665362220839,1,0.75,0.314665362220839,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
1,-1,1,0.7718247516948751,0.698998357849758,1,0.75,0.698998357849758,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
-1,-1,-1,0.0800854054715179,0.0351859235599124,0,0.75,0.0800854054715179,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,1,-1,0.369676345358067,0.5763570027355389,0,0.25,0.369676345358067,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
1,-1,-1,0.24659891296804398,0.33717301649000203,1,0.75,0.33717301649000203,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,1,-1,0.34145171624854104,0.602064817172632,0,0.25,0.34145171624854104,0.129276489219975,0.24609178013111396,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.10258508872318302,0.0465798694346976,0,0.75,0.10258508872318302,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
-1,-1,1,0.668901063829349,0.40213200345900996,0,0.75,0.668901063829349,0.6733420452553689,0.766981132075472,0.6458443453243243,0.6357000925476196
1,1,-1,0.3724150535992461,0.598855938131942,1,0.75,0.598855938131942,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
1,-1,1,0.7839128986855141,0.7174664874682471,1,0.75,0.7174664874682471,0.631634372657785,0.7575757575757579,0.6458443453243243,0.6357000925476196
1,-1,-1,0.26738080858017804,0.321458876131455,1,0.75,0.321458876131455,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,1,1,0.92132945727374,0.9410350809779909,1,0.75,0.9410350809779909,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,-1,0.37757839470811405,0.59428770854754,1,0.75,0.59428770854754,0.870723510780025,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,1,-1,0.262115885629415,0.306986193832593,1,0.75,0.306986193832593,0.655836913754288,0.753908219868886,0.28114278996881104,0.46984460180285714
-1,-1,-1,0.0530774098919561,0.0359575470584282,0,0.75,0.0530774098919561,0.653128812659085,0.766981132075472,0.28114278996881104,0.46984460180285714
1,-1,-1,0.272091083835081,0.308078188538319,1,0.75,0.308078188538319,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,-1,1,0.809696086261278,0.672407632073289,0,0.25,0.809696086261278,0.368365627342215,0.24242424242424201,0.6458443453243243,0.6357000925476196
1,-1,-1,0.24300172248197302,0.345301411340331,1,0.75,0.345301411340331,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
-1,1,1,0.7998935302779359,0.6939943817865689,0,0.25,0.7998935302779359,0.36487255042407296,0.24609178013111396,0.6458443453243243,0.6357000925476196
1,-1,-1,0.282259494110102,0.30140503503088106,1,0.75,0.30140503503088106,0.652433601415141,0.7575757575757579,0.28114278996881104,0.46984460180285714
1,1,1,0.935506391506098,0.941020777230357,1,0.75,0.941020777230357,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
1,1,1,0.8981810525443791,0.934208911759736,1,0.75,0.934208911759736,0.860187975430851,0.753908219868886,0.6458443453243243,0.6357000925476196
